revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,LENGTH,COUNT
Gossaigaon (Pt),KOKRAJHAR,"101",Kokrajhar,Gossaigaon (Pt),,1068571780,"1069",84905.8892992823,26
Bhowraguri,KOKRAJHAR,"102",Kokrajhar,Bhawraguri,,158892607.3,"159",12049.0473735807,5
Dotoma,KOKRAJHAR,"103",Kokrajhar,Dotoma,,303966231.6,"304",42195.588190855,11
Kokrajhar (Pt),KOKRAJHAR,"104",Kokrajhar,Kokrajhar (Pt),y,990246710.7,"990",101174.08592406,42
Bagribari (Pt),KOKRAJHAR,"105",Kokrajhar,Bagribari (Pt),,281011470.5,"281",54002.6181887811,20
Golokganj (Pt),KOKRAJHAR,"106",Kokrajhar,Golokganj (Pt),,102804109.1,"103",12326.9725537676,27
Dhubri (Pt),KOKRAJHAR,"107",Kokrajhar,Dhubri (Pt),,124091385.6,"124",9855.2523105073,13
Chapar (Pt),KOKRAJHAR,"108",Kokrajhar,Chapar (Pt),,101233159.3,"101",9618.46153203892,22
Bagribari (Pt),DHUBRI,"109",Dhubri,Bagribari (Pt),,212860104.4,"213",19851.0668722759,10
Agamoni,DHUBRI,"110",Dhubri,Agamoni,,220975059.2,"221",44964.1618516372,17
Golokganj (Pt),DHUBRI,"111",Dhubri,Golakganj (Pt),,199162500.1,"199",80247.9715452565,33
Dhubri (Pt),DHUBRI,"112",Dhubri,Dhubri (Pt),y,357274694.3,"357",55175.3949083238,20
Bilasipara (Pt),DHUBRI,"113",Dhubri,Bilasipara (Pt),,294886928.3,"295",52905.8163454285,18
Chapar (Pt),DHUBRI,"114",Dhubri,Chapar (Pt),,195049812.7,"195",56208.9019419988,25
Lakhipur,GOALPARA,"115",Goalpara,Lakhipur,,486513089.8,"487",89225.8912341544,25
Balijana,GOALPARA,"116",Goalpara,Balijana,,541158544.1,"541",111957.615589743,14
Matia,GOALPARA,"117",Goalpara,Matia,,477602971.1,"478",115903.973896051,25
Dudhnai,GOALPARA,"118",Goalpara,Dudhnoi,,196278296.1,"196",39562.8681571959,10
Rangjuli,GOALPARA,"119",Goalpara,Rangjuli,,277190398.1,"277",59999.5394874224,25
Kalgachia,BARPETA,"120",Barpeta,Kalgachia,,232225684.6,"232",63222.9488155588,28
Baghbor,BARPETA,"121",Barpeta,Baghbor,,512830660.7,"513",13434.321596068,13
Barpeta,BARPETA,"122",Barpeta,Barpeta,y,315725333.4,"316",78362.3479640671,18
Sarthebari,BARPETA,"123",Barpeta,Sarthebari,,261719921.4,"262",55324.2614442053,13
Bajali (Pt),BAJALI,"124",Barpeta,Bajali (Pt),,167129509.3,"167",87183.7861257007,35
Jalah (Pt),BAJALI,"125",Barpeta,Jalah (Pt),,41272560.57,"41",41077.1010096801,25
Bhuragaon,MORIGAON,"126",Morigaon,Bhuragaon,,218905955.5,"219",24163.4074415272,4
Laharighat,MORIGAON,"127",Morigaon,Laharighat,,232534594.4,"233",19198.8319037193,2
Marigaon,MORIGAON,"128",Morigaon,Morigaon,y,389659479.6,"390",75308.5155345775,10
Mikirbheta,MORIGAON,"129",Morigaon,Mikirbheta,,183812069.7,"184",49851.5246721644,14
Kaliabor,NAGAON,"130",Nagaon,Kaliabor,,580444524.8,"580",105807.981717514,25
Samaguri,NAGAON,"131",Nagaon,Samaguri,,342479635.6,"342",57708.0191218592,4
Rupahi,NAGAON,"132",Nagaon,Rupahi,,305559066.5,"306",48964.2533697399,9
Dhing,NAGAON,"133",Nagaon,Dhing,,247888462.7,"248",60598.9255496147,14
Nagaon,NAGAON,"134",Nagaon,Nagaon,y,372041429.1,"372",105888.470156486,14
Raha,NAGAON,"135",Nagaon,Raha,,340889151.3,"341",66009.2910735522,11
Kampur,NAGAON,"136",Nagaon,Kampur,,375122906.9,"375",66809.0051350242,10
Dhekiajuli (Pt),SONITPUR,"137",Sonitpur,Dhekiajuli (Pt),,1231160620,"1231",55367.7799812984,23
Chariduar,SONITPUR,"138",Sonitpur,Chariduar,,999613694.8,"1000",56817.5572888796,4
Tezpur,SONITPUR,"139",Sonitpur,Tezpur,y,546146490.7,"546",47567.5748924493,10
Na-Duar,SONITPUR,"140",Sonitpur,Naduar,,668195595.7,"668",68235.5115862625,11
Narayanpur,LAKHIMPUR,"141",Lakhimpur,Narayanpur,,380387815.9,"380",119375.800767004,40
Bihpuria,LAKHIMPUR,"142",Lakhimpur,Bihpuria,,406987947.4,"407",69608.2321861914,10
Naobaicha,LAKHIMPUR,"143",Lakhimpur,Nowboicha,,329777873.3,"330",39742.4563735735,9
Kadam,LAKHIMPUR,"144",Lakhimpur,Kadam,,523299066.2,"523",78526.4853111062,15
North Lakhimpur,LAKHIMPUR,"145",Lakhimpur,North Lakhimpur,y,615562945.6,"616",44528.5698133788,8
Dhakuakhana (Pt-I),LAKHIMPUR,"146",Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,"462",63771.9455740057,22
Subansiri (Pt-I),LAKHIMPUR,"147",Lakhimpur,Subansiri (Pt-I),,279641275.4,"280",26648.0438983962,15
Dhakuakhana (Pt-II),DHEMAJI,"148",Dhemaji,Dhakuakhana (Pt-II),,8932180.563,"9",0,0
Subansiri (Pt-II),DHEMAJI,"149",Dhemaji,Subansiri (Pt-II),,155210841,"155",0,0
Dhemaji,DHEMAJI,"150",Dhemaji,Dhemaji,y,396211702.6,"396",43366.3514741378,8
Sissibargaon,DHEMAJI,"151",Dhemaji,Sissiborgaon,,745985547,"746",73338.3968965661,5
Jonai,DHEMAJI,"152",Dhemaji,Jonai,,852661889.7,"853",43017.1309934749,3
Gogamukh,DHEMAJI,"153",Dhemaji,Gogamukh,,323763379.2,"324",35287.67662044,9
Sadiya,TINSUKIA,"154",Tinsukia,Sadiya,,851463185,"851",64385.2217166589,16
Doom Dooma,TINSUKIA,"155",Tinsukia,Doom Dooma,,936656924.2,"937",98110.8725761532,19
Tinsukia,TINSUKIA,"156",Tinsukia,Tinsukia,y,890346165.2,"890",164707.533173335,76
Margherita,TINSUKIA,"157",Tinsukia,Margherita,,1132319376,"1132",163070.573585838,40
Dibrugarh West,DIBRUGARH,"158",Dibrugarh,Dibrugarh West,,723055766,"723",40414.208150589,4
Dibrugarh East,DIBRUGARH,"159",Dibrugarh,Dibrugarh East,,392607310.5,"393",35186.4468384521,8
Chabua,DIBRUGARH,"160",Dibrugarh,Chabua,,658137348.7,"658",65232.3608859691,36
Tengakhat,DIBRUGARH,"161",Dibrugarh,Tengakhat,,355331353.1,"355",133998.894931869,53
Moran,DIBRUGARH,"162",Dibrugarh,Moran,,394752534,"395",107541.460735008,57
Tingkhong,DIBRUGARH,"163",Dibrugarh,Tingkhong,,391326093.4,"391",72906.251494499,36
Naharkatiya,DIBRUGARH,"164",Dibrugarh,Naharkatia,,464307367.8,"464",86324.7963061069,16
Dimow,SIVSAGAR,"165",SIVSAGAR,Demow,,478427786.7,"478",57097.7435695944,31
Sibsagar,SIVSAGAR,"166",SIVSAGAR,Sivsagar,y,388026773.7,"388",76877.7441362087,17
Amguri,SIVSAGAR,"167",SIVSAGAR,Amguri,,314868728.7,"315",59587.6002975794,16
Nazira,SIVSAGAR,"168",SIVSAGAR,Nazira,,386224425.1,"386",49782.594989488,17
Teok,JORHAT,"169",Jorhat,Teok,,449551926.2,"450",79661.296956519,35
Titabor,JORHAT,"170",Jorhat,Titabor,,419204313.3,"419",119082.079049036,24
Mariani,JORHAT,"171",Jorhat,Mariani,,436514584.8,"437",54434.3269287976,10
Bokakhat,GOLAGHAT,"172",Golaghat,Bokakhat,,850138736.1,"850",81471.385226182,15
Khumtai,GOLAGHAT,"173",Golaghat,Khumtai,,473079404.2,"473",49370.4072834622,17
Dergaon,GOLAGHAT,"174",Golaghat,Dergaon,,322577977.5,"323",83808.5545047073,30
Golaghat,GOLAGHAT,"175",Golaghat,Golaghat,y,658333420.5,"658",196626.491826581,53
Morangi,GOLAGHAT,"176",Golaghat,Morangi,,318699785.4,"319",58045.1653430931,14
Sarupathar,GOLAGHAT,"177",Golaghat,Sarupathar,,900371843.1,"900",159973.278502891,91
Diphu,K.ANGLONG,"178",Karbi Anglong,Diphu,y,2467568183,"2468",154844.530095953,32
Silonijan,K.ANGLONG,"179",K.ANGLONG,Silonijan,,1566331644,"1566",44433.638281667,8
Umrangso,DIMA HASAO,"180",Dima Hasao,Umrangso,,1459647329,"1460",200002.167845352,27
Haflong,DIMA HASAO,"181",Dima Hasao,Haflong,y,1023944193,"1024",88661.920576129,17
Mahur,DIMA HASAO,"182",Dima Hasao,Mahur,,568176425.1,"568",11091.9211549948,1
Maibong,DIMA HASAO,"183",Dima Hasao,Maibong,,1831786745,"1832",140558.922517771,20
Katigora,CACHAR,"184",Cachar,Katigorah,,744022581.1,"744",91683.2332962068,12
Silchar,CACHAR,"185",Cachar,Silchar,y,837931796,"838",181942.268127688,45
Udarbond,CACHAR,"186",Cachar,Udharbond,,447088875.6,"447",67027.3614573479,61
Sonai,CACHAR,"187",Cachar,Sonai,,999733880.6,"1000",119598.613620891,31
Lakhipur,CACHAR,"188",Cachar,Lakhipur,,754436388.7,"754",84207.6468111012,38
Karimganj,KARIMGANJ,"189",Karimganj,Karimganj,y,178166572.6,"178",93150.9923642748,38
Badarpur,KARIMGANJ,"190",Karimganj,Badarpur,,134391085.3,"134",46840.6502076518,9
Nilambazar,KARIMGANJ,"191",Karimganj,Nilambazar,,280417099,"280",36994.3127531255,8
Patharkandi,KARIMGANJ,"192",Karimganj,Patherkandi,,672170922.1,"672",113560.316003369,29
"Ramkrishna
Nagar",KARIMGANJ,"193",Karimganj,RK Nagar,,575000985.9,"575",65481.5108788746,20
Algapur,HAILAKANDI,"194",Hailakandi,Algapur,,156280173,"156",34109.976726998,9
Hailakandi,HAILAKANDI,"195",Hailakandi,Hailakandi,y,160989094.7,"161",55913.7303332611,21
Lala,HAILAKANDI,"196",Hailakandi,Lala,,270081600.3,"270",85376.5014845325,34
Katlichara,HAILAKANDI,"197",Hailakandi,Katlicherra,,741771269.3,"742",50235.9360430053,14
"Bongaigaon
(Pt)",BONGAIGAON,"198",Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,"189",32458.1497421566,16
Boitamari,BONGAIGAON,"199",Bongaigaon,Boitamari,,297089853,"297",33682.5655595069,5
Srijangram,BONGAIGAON,"200",Bongaigaon,Srijangram,,347583760.8,"348",60275.0031407809,33
Sidli (Pt-II),BONGAIGAON,"201",Bongaigaon,Sidli (Pt-II),,85041947.25,"85",42827.678024704,47
Manikpur,BONGAIGAON,"202",Bongaigaon,Manikpur,,169010249.7,"169",111097.211076308,72
Kokrajhar (Pt),CHIRANG,"203",Chirang,Kokrajhar (Pt),,12538462.77,"13",11367.2271547249,10
Barnagar (Pt),CHIRANG,"204",Chirang,Barnagar (Pt),,34321102.47,"34",17351.6864599909,14
Bengtal,CHIRANG,"205",Chirang,Bengtal,,715955682.4,"716",38782.6189576526,8
Sidli (Pt),CHIRANG,"206",Chirang,Sidli (Pt),,228893704.6,"229",89760.2999977986,56
Bijni (Pt),CHIRANG,"207",Chirang,Bijni (Pt),,934195919.7,"934",61632.2966864034,92
"Rangia
(Pt)",KAMRUP,"208",Kamrup,"Rangia
(Pt)",,186407362.6,"186",72034.4732626002,29
Koya,KAMRUP,"209",Kamrup,Kayan,,53612722.14,"54",21256.462962428,11
Kamalpur,KAMRUP,"210",Kamrup,Kamalpur,,250170012.1,"250",52436.9794048785,10
Hajo,KAMRUP,"211",Kamrup,Hajo,,412841145.7,"413",96627.10240449,17
Chhaygaon,KAMRUP,"212",Kamrup,Chhaygaon,,470741379.3,"471",32698.4659615815,10
Goroimari,KAMRUP,"213",Kamrup,Goroimari,,176568213.2,"177",43751.0935976589,15
Chamaria,KAMRUP,"214",Kamrup,Chamaria,,140144616.8,"140",37352.5486392131,19
Nagarbera,KAMRUP,"215",Kamrup,Nagarbera,,114577593,"115",52808.6365231119,27
Boko,KAMRUP,"216",Kamrup,Boko,,514044709.4,"514",114747.398151414,27
"North
Guwahati",KAMRUP,"217",Kamrup,"North
Guwahati",,90721866.31,"91",23137.5512845099,3
Jalah (Pt),KAMRUP,"218",Kamrup,Jalah (Pt),,55787602.64,"56",30400.5104767806,18
Guwahati,KAMRUP METRO,"219",KAMRUP METRO,Guwahati,y,101319635.1,"101",118158.302535151,45
Sonapur,KAMRUP METRO,"220",KAMRUP METRO,Sonapur,,493242088.4,"493",110023.546740742,10
Chandrapur,KAMRUP METRO,"221",KAMRUP METRO,Chandrapur,,124600101.5,"125",23867.1593305519,4
"Tihu
(Pt)",NALBARI,"222",Nalbari,"Tihu
(Pt)",,94935581.15,"95",19322.2933738107,4
"Pachim
Nalbari",NALBARI,"223",Nalbari,Pachim Nalbari,,148606921.2,"149",19360.5392212483,2
Barkhetri,NALBARI,"224",Nalbari,Barkhetri,,370577388.2,"371",28109.0782694958,4
Barbhag,NALBARI,"225",Nalbari,Barbhag,,82281261.7,"82",17113.4878516244,7
Nalbari,NALBARI,"226",Nalbari,Nalbari,y,128136913.3,"128",28885.0431918627,4
Banekuchi,NALBARI,"227",Nalbari,Banekuchi,,61110319.4,"61",6994.55221508837,2
Ghograpar (Pt),NALBARI,"228",Nalbari,Ghograpar (Pt),,131160984.6,"131",34216.9734145018,7
Baganpara (Pt),BAKSA,"260",Baksa,Baganpara (Pt),,211742690.1,"212",36587.918088783,8
Baganpara (Pt),NALBARI,"230",Nalbari,Baganpara (Pt),,18943498.07,"19",5959.62693580966,1
Barnagar (Pt),BAKSA,"231",Baksa,Barnagar (Pt),,460073385.7,"460",12842.9474976357,8
Ghograpar (Pt),BAKSA,"232",Baksa,Ghograpar (Pt),,35444716.72,"35",8262.94781237149,4
Jalah (Pt),BAKSA,"233",Baksa,Jalah (Pt),,291646466.4,"292",70081.4403918105,16
Barama,BAKSA,"234",Baksa,Barama,,95546762.3,"96",21573.1590325141,4
Rangia (Pt),TAMULPUR,"235",Baksa,Rangia (Pt),,23451991.6,"23",3484.05712657227,6
Pathorighat (Pt),TAMULPUR,"236",Baksa,Pathorighat (Pt),,3754506.217,"4",4065.56332650947,6
Khoirabari (Pt),DARRANG,"237",Darrang,Khoirabari (Pt),,52738276.5,"53",36236.3505478828,27
Pathorighat (Pt),DARRANG,"238",Darrang,Patharighat (Pt),,176482635.2,"176",70639.7659511252,21
Sipajhar,DARRANG,"239",Darrang,Sipajhar,,293007191.6,"293",73390.8256376029,15
Dhekiajuli (Pt),UDALGURI,"240",Udalguri,Dhekiajuli (Pt),,41104085.9,"41",7718.04094241101,14
Khoirabari (Pt),UDALGURI,"241",Udalguri,Khoirabari (Pt),,162764836.4,"163",53093.2593202564,34
Pathorighat (Pt),UDALGURI,"242",Udalguri,Pathorighat (Pt),,2314177.101,"2",419.092243550706,1
Mangaldoi (Pt),UDALGURI,"243",Udalguri,Mangaldoi (Pt),,6293734.554,"6",0.12338815945666,1
Dalgaon (Pt),UDALGURI,"244",Udalguri,Dalgaon (Pt),,62698740.91,"63",14625.9321493874,21
Harisinga,UDALGURI,"245",Udalguri,Harisinga,,625700293.5,"626",50955.5613892099,9
Udalguri,UDALGURI,"246",Udalguri,Udalguri,y,569395304.7,"569",57971.2520987222,11
Mazbat,UDALGURI,"247",Udalguri,Mazbat,,325141745.3,"325",21392.7331144352,11
Mahmora,CHARAIDEO,"248",Charaideo,Mahmora,,294481483.3,"294",60265.3307433058,39
Biswanath,BISWANATH,"249",Biswanath,Biswanath,y,1042300607,"1042",89578.7167796786,11
Helem,BISWANATH,"250",Biswanath,Halem,,427087304.2,"427",44913.3312212113,18
Gohpur,BISWANATH,"251",Biswanath,Gohpur,,313635939.7,"314",71118.9938438601,40
Hojai,HOJAI,"252",Hojai,Hojai,y,264542999.3,"265",27528.2332799614,5
Doboka,HOJAI,"253",Hojai,Doboka,,317748519.3,"318",46161.2077284691,7
Lanka,HOJAI,"254",Hojai,Lanka,,873440623.1,"873",68034.0522348554,8
Donka,WEST KARBI ANGLONG,"255",West Karbi Anglong,Donkamokam,,3072801622,"3073",89332.696887458,12
South Salmara,SOUTH SALMARA MANCACHAR,"256",South Salmara Mancachar,South Salmara,,435496775.1,"435",25929.0876103226,8
Mankachar,SOUTH SALMARA MANCACHAR,"257",South Salmara Mancachar,Mankachar,,248678182.6,"249",37005.3609165333,23
Bajali (Pt),TAMULPUR,"258",Baksa,Bajali (Pt),,17844174.95,"18",0.117982555166238,1
Goreswar (Pt),TAMULPUR,"259",Baksa,Goreswar (Pt),,283216711.9,"283",29763.4402200609,17
Tamulpur,TAMULPUR,"261",Baksa,Tamulpur,,549366262.9,"549",47378.4286943365,6
Baksa,BAKSA,"262",Baksa,Baska,,295501945.5,"296",34982.1073825152,11
Sarupeta (Pt),BAKSA,"263",Baksa,Sarupeta (Pt),,134708247.8,"135",23926.9128151117,13
Barnagar (Pt),BARPETA,"264",Barpeta,Barnagar (Pt),,207191146.6,"207",173097.725954863,106
Sarupeta (Pt),BAJALI,"265",Barpeta,Sarupeta (Pt),,261584874.2,"262",130127.48329101,63
Chenga,BARPETA,"266",Barpeta,Chenga,,317522242.4,"318",37141.5351654256,15
North Guwahati (Pt),KAMRUP METRO,"267",KAMRUP METRO,North Guwahati (Pt),,114789346.1,"115",68597.4903366537,20
Kalaigaon (Pt),UDALGURI,"268",Udalguri,Kalaigaon (Pt),,191989620.2,"192",75650.5227262857,23
Mangaldoi (Pt),DARRANG,"269",Darrang,Mangaldoi (Pt),y,439678093.9,"440",81613.1125973259,21
Dalgaon (Pt),DARRANG,"270",Darrang,Dalgaon (Pt),,649172827.9,"649",193115.101962131,80
Mayong,MORIGAON,"271",Morigaon,Mayong,,486035918.5,"486",51927.881920797,6
Palasbari,KAMRUP,"272",Kamrup,Palasbari,,392624055.8,"393",53025.3145772279,14
Azara,KAMRUP,"273",Kamrup,Azara,,423124288.2,"423",103941.698021725,33
Gossaigaon (Pt),DHUBRI,"274",Dhubri,Gossaigaon (Pt),,76783222.03,"77",27203.3417644454,29
Jorhat West,JORHAT,"276",Jorhat,Jorhat West,,363550691.9,"364",86703.211357091,21
