revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,LENGTH,COUNT
Gossaigaon (Pt),KOKRAJHAR,"101",Kokrajhar,Gossaigaon (Pt),,1068571780,"1069",43237.043907541,8
Bhowraguri,KOKRAJHAR,"102",Kokrajhar,Bhawraguri,,158892607.3,"159",21598.3827382166,7
Dotoma,KOKRAJHAR,"103",Kokrajhar,Dotoma,,303966231.6,"304",49458.6844674,9
Kokrajhar (Pt),KOKRAJHAR,"104",Kokrajhar,Kokrajhar (Pt),y,990246710.7,"990",34408.9136017276,6
Bagribari (Pt),KOKRAJHAR,"105",Kokrajhar,Bagribari (Pt),,281011470.5,"281",20462.290896307,6
Golokganj (Pt),KOKRAJHAR,"106",Kokrajhar,Golokganj (Pt),,102804109.1,"103",8748.17048842021,3
Dhubri (Pt),KOKRAJHAR,"107",Kokrajhar,Dhubri (Pt),,124091385.6,"124",0,0
Chapar (Pt),KOKRAJHAR,"108",Kokrajhar,Chapar (Pt),,101233159.3,"101",0,0
Bagribari (Pt),DHUBRI,"109",Dhubri,Bagribari (Pt),,212860104.4,"213",0,0
Agamoni,DHUBRI,"110",Dhubri,Agamoni,,220975059.2,"221",25243.1209550523,9
Golokganj (Pt),DHUBRI,"111",Dhubri,Golakganj (Pt),,199162500.1,"199",27452.7246990708,10
Dhubri (Pt),DHUBRI,"112",Dhubri,Dhubri (Pt),y,357274694.3,"357",20579.5379387778,7
Bilasipara (Pt),DHUBRI,"113",Dhubri,Bilasipara (Pt),,294886928.3,"295",342.008966982867,2
Chapar (Pt),DHUBRI,"114",Dhubri,Chapar (Pt),,195049812.7,"195",0,0
Lakhipur,GOALPARA,"115",Goalpara,Lakhipur,,486513089.8,"487",0,0
Balijana,GOALPARA,"116",Goalpara,Balijana,,541158544.1,"541",14758.4607104669,4
Matia,GOALPARA,"117",Goalpara,Matia,,477602971.1,"478",17593.3751264979,7
Dudhnai,GOALPARA,"118",Goalpara,Dudhnoi,,196278296.1,"196",19000.078858805,6
Rangjuli,GOALPARA,"119",Goalpara,Rangjuli,,277190398.1,"277",15952.0649443492,5
Kalgachia,BARPETA,"120",Barpeta,Kalgachia,,232225684.6,"232",0,0
Baghbor,BARPETA,"121",Barpeta,Baghbor,,512830660.7,"513",0,0
Barpeta,BARPETA,"122",Barpeta,Barpeta,y,315725333.4,"316",0,0
Sarthebari,BARPETA,"123",Barpeta,Sarthebari,,261719921.4,"262",0,0
Bajali (Pt),BAJALI,"124",Barpeta,Bajali (Pt),,167129509.3,"167",12049.8156969121,3
Jalah (Pt),BAJALI,"125",Barpeta,Jalah (Pt),,41272560.57,"41",0,0
Bhuragaon,MORIGAON,"126",Morigaon,Bhuragaon,,218905955.5,"219",0,0
Laharighat,MORIGAON,"127",Morigaon,Laharighat,,232534594.4,"233",1957.80146095359,1
Marigaon,MORIGAON,"128",Morigaon,Morigaon,y,389659479.6,"390",15318.7449273447,4
Mikirbheta,MORIGAON,"129",Morigaon,Mikirbheta,,183812069.7,"184",0,0
Kaliabor,NAGAON,"130",Nagaon,Kaliabor,,580444524.8,"580",24873.1261896295,1
Samaguri,NAGAON,"131",Nagaon,Samaguri,,342479635.6,"342",26632.6063637148,4
Rupahi,NAGAON,"132",Nagaon,Rupahi,,305559066.5,"306",14195.9794864383,5
Dhing,NAGAON,"133",Nagaon,Dhing,,247888462.7,"248",18950.8561043355,4
Nagaon,NAGAON,"134",Nagaon,Nagaon,y,372041429.1,"372",44985.541463921,14
Raha,NAGAON,"135",Nagaon,Raha,,340889151.3,"341",31694.9441198047,11
Kampur,NAGAON,"136",Nagaon,Kampur,,375122906.9,"375",13183.653695844,6
Dhekiajuli (Pt),SONITPUR,"137",Sonitpur,Dhekiajuli (Pt),,1231160620,"1231",29045.515094883,7
Chariduar,SONITPUR,"138",Sonitpur,Chariduar,,999613694.8,"1000",40684.5777801095,12
Tezpur,SONITPUR,"139",Sonitpur,Tezpur,y,546146490.7,"546",13301.2505457652,3
Na-Duar,SONITPUR,"140",Sonitpur,Naduar,,668195595.7,"668",21821.8648685355,5
Narayanpur,LAKHIMPUR,"141",Lakhimpur,Narayanpur,,380387815.9,"380",23935.611462795,8
Bihpuria,LAKHIMPUR,"142",Lakhimpur,Bihpuria,,406987947.4,"407",12385.9306748572,4
Naobaicha,LAKHIMPUR,"143",Lakhimpur,Nowboicha,,329777873.3,"330",14102.5165481022,3
Kadam,LAKHIMPUR,"144",Lakhimpur,Kadam,,523299066.2,"523",29466.4426196655,6
North Lakhimpur,LAKHIMPUR,"145",Lakhimpur,North Lakhimpur,y,615562945.6,"616",19174.3761578823,11
Dhakuakhana (Pt-I),LAKHIMPUR,"146",Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,"462",0,0
Subansiri (Pt-I),LAKHIMPUR,"147",Lakhimpur,Subansiri (Pt-I),,279641275.4,"280",0,0
Dhakuakhana (Pt-II),DHEMAJI,"148",Dhemaji,Dhakuakhana (Pt-II),,8932180.563,"9",0,0
Subansiri (Pt-II),DHEMAJI,"149",Dhemaji,Subansiri (Pt-II),,155210841,"155",0,0
Dhemaji,DHEMAJI,"150",Dhemaji,Dhemaji,y,396211702.6,"396",20772.6123850897,6
Sissibargaon,DHEMAJI,"151",Dhemaji,Sissiborgaon,,745985547,"746",34927.091847523,17
Jonai,DHEMAJI,"152",Dhemaji,Jonai,,852661889.7,"853",34432.2178390763,13
Gogamukh,DHEMAJI,"153",Dhemaji,Gogamukh,,323763379.2,"324",15309.2820175012,6
Sadiya,TINSUKIA,"154",Tinsukia,Sadiya,,851463185,"851",0,0
Doom Dooma,TINSUKIA,"155",Tinsukia,Doom Dooma,,936656924.2,"937",20351.2332486141,9
Tinsukia,TINSUKIA,"156",Tinsukia,Tinsukia,y,890346165.2,"890",70470.598246741,24
Margherita,TINSUKIA,"157",Tinsukia,Margherita,,1132319376,"1132",28863.5063486214,10
Dibrugarh West,DIBRUGARH,"158",Dibrugarh,Dibrugarh West,,723055766,"723",27094.1787607357,8
Dibrugarh East,DIBRUGARH,"159",Dibrugarh,Dibrugarh East,,392607310.5,"393",21282.1569626533,9
Chabua,DIBRUGARH,"160",Dibrugarh,Chabua,,658137348.7,"658",16892.275256954,7
Tengakhat,DIBRUGARH,"161",Dibrugarh,Tengakhat,,355331353.1,"355",7798.74785219514,4
Moran,DIBRUGARH,"162",Dibrugarh,Moran,,394752534,"395",14240.2579319769,4
Tingkhong,DIBRUGARH,"163",Dibrugarh,Tingkhong,,391326093.4,"391",0,0
Naharkatiya,DIBRUGARH,"164",Dibrugarh,Naharkatia,,464307367.8,"464",23174.9837604438,8
