month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2022_05,BARPETA,Barpeta,5491376.0
2022_05,CHIRANG,Bengtal,8999992.0
2022_05,DHEMAJI,Dhemaji,8310636.0
2022_05,DIBRUGARH,Naharkatiya,8999635.0
2022_05,KAMRUP,Boko,8999665.0
2022_05,KOKRAJHAR,Bhowraguri,0.0
2022_05,KOKRAJHAR,Dotoma,20249772.009999998
2022_05,KOKRAJHAR,Gossaigaon (Pt),9999777.67
2022_05,KOKRAJHAR,Kokrajhar (Pt),24299599.0
2022_05,LAKHIMPUR,North Lakhimpur,23654895.0
2022_05,NAGAON,Nagaon,9630000.0
2022_05,SIVSAGAR,Amguri,12599885.0
