month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2022_09,BARPETA,Barpeta,13500000.0
2022_09,BONGAIGAON,Boitamari,3225931.0
2022_09,CACHAR,Katigora,7998029.0
2022_09,CACHAR,Silchar,17999965.0
2022_09,CACHAR,Sonai,0.0
2022_09,CHARAIDEO,Sonari,4518122.03
2022_09,DARRANG,Mangaldoi (Pt),3728700.0
2022_09,DHEMAJI,Jonai,7829698.25
2022_09,DHUBRI,Agamoni,12981731.940000001
2022_09,DHUBRI,Bilasipara (Pt),9311830.99
2022_09,GOLAGHAT,Golaghat,19970965.0
2022_09,KAMRUP METRO,Guwahati,3093706.0
2022_09,KOKRAJHAR,Kokrajhar (Pt),11955526.55
2022_09,SIVSAGAR,Sibsagar,13499820.0
2022_09,SONITPUR,Tezpur,0.0
2022_09,SOUTH SALMARA MANCACHAR,Mankachar,0.0
2022_09,SOUTH SALMARA MANCACHAR,South Salmara,7870615.07
