month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2023_07,BAKSA,Sarupeta (Pt),26432500.0
2023_07,BARPETA,Barnagar (Pt),50028030.0
2023_07,BISWANATH,Biswanath,59992200.0
2023_07,CACHAR,Sonai,24543000.0
2023_07,DARRANG,Sipajhar,30867300.0
2023_07,DIBRUGARH,Naharkatiya,83325000.0
2023_07,GOALPARA,Lakhipur,22102222.0
2023_07,GOLAGHAT,Bokakhat,54000000.0
2023_07,JORHAT,Jorhat West,35547927.010000005
2023_07,KAMRUP,Hajo,30743910.0
2023_07,KAMRUP,Kamalpur,136330000.0
2023_07,KAMRUP METRO,Guwahati,13622002.0
2023_07,KARIMGANJ,Badarpur,4319462.0
2023_07,KOKRAJHAR,Kokrajhar (Pt),13484651.0
2023_07,MORIGAON,Marigaon,21506000.0
2023_07,MORIGAON,Mayong,32014200.0
2023_07,NAGAON,Nagaon,60597146.0
2023_07,SIVSAGAR,Sibsagar,19277190.0
2023_07,SOUTH SALMARA MANCACHAR,Mankachar,17798999.0
2023_07,TINSUKIA,Sadiya,121197821.0
