month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2021_07,BARPETA,Barpeta,14996070.69
2021_07,CACHAR,Lakhipur,7699652.0
2021_07,CHIRANG,Bijni (Pt),0.0
2021_07,K.ANGLONG,Diphu,8981536.34
2021_07,KAMRUP,Boko,9003000.0
2021_07,KARIMGANJ,Nilambazar,10806862.32
2021_07,KOKRAJHAR,Gossaigaon (Pt),9926893.93
2021_07,KOKRAJHAR,Kokrajhar (Pt),132452232.0
2021_07,MAJULI,Majuli,20430872.26
2021_07,NALBARI,Nalbari,7772400.0
2021_07,TAMULPUR,Tamulpur,14983925.28
2021_07,UDALGURI,Udalguri,14935955.0
