month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2022_06,BAJALI,Bajali (Pt),767555915.0
2022_06,BARPETA,Barpeta,76496400.0
2022_06,BISWANATH,Gohpur,152573400.0
2022_06,BONGAIGAON,"Bongaigaon
(Pt)",50850000.0
2022_06,BONGAIGAON,Srijangram,1507442.0
2022_06,DARRANG,Mangaldoi (Pt),46744200.0
2022_06,DHEMAJI,Dhemaji,163006515.0
2022_06,DHUBRI,Bilasipara (Pt),104850990.0
2022_06,DHUBRI,Dhubri (Pt),0.0
2022_06,DIBRUGARH,Chabua,74119369.0
2022_06,DIBRUGARH,Naharkatiya,30365591.0
2022_06,GOALPARA,Lakhipur,37904400.0
2022_06,GOLAGHAT,Dergaon,0.0
2022_06,KAMRUP,Boko,88168500.0
2022_06,KAMRUP,Chhaygaon,129521700.0
2022_06,KAMRUP,Kamalpur,155244385.0
2022_06,KAMRUP,Palasbari,141777000.0
2022_06,KAMRUP,"Rangia
(Pt)",98937900.0
2022_06,KAMRUP METRO,Guwahati,22339619.0
2022_06,KOKRAJHAR,Chapar (Pt),13154245.0
2022_06,KOKRAJHAR,Kokrajhar (Pt),0.0
2022_06,LAKHIMPUR,North Lakhimpur,89761247.0
2022_06,MORIGAON,Laharighat,193573800.0
2022_06,MORIGAON,Marigaon,62255000.0
2022_06,MORIGAON,Mayong,325703790.0
2022_06,NAGAON,Dhing,198480600.0
2022_06,NAGAON,Nagaon,186855227.0
2022_06,NAGAON,Samaguri,58804200.0
2022_06,NALBARI,Nalbari,154520100.0
2022_06,SOUTH SALMARA MANCACHAR,Mankachar,21478500.0
2022_06,TAMULPUR,Tamulpur,0.0
