month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2021_05,BARPETA,Sarthebari,11936367.0
2021_05,CHIRANG,Bijni (Pt),14733572.72
2021_05,DHUBRI,Dhubri (Pt),15394964.76
2021_05,DIBRUGARH,Naharkatiya,17931256.48
2021_05,DIMA HASAO,Haflong,11153505.54
2021_05,GOALPARA,Lakhipur,29497757.66
2021_05,KAMRUP,Azara,0.0
2021_05,KAMRUP METRO,Guwahati,115318042.74
2021_05,KAMRUP METRO,North Guwahati (Pt),46583330.76
2021_05,KOKRAJHAR,Gossaigaon (Pt),17884047.7
2021_05,KOKRAJHAR,Kokrajhar (Pt),104297919.4
2021_05,MORIGAON,Marigaon,38924717.45
2021_05,SONITPUR,Tezpur,0.0
2021_05,TINSUKIA,Margherita,0.0
2021_05,UDALGURI,Dalgaon (Pt),13861334.54
2021_05,UDALGURI,Udalguri,4247067.0
