month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2022_08,BARPETA,Barpeta,53380346.0
2022_08,BISWANATH,Biswanath,119143800.0
2022_08,CHIRANG,Bengtal,22282667.0
2022_08,CHIRANG,Bijni (Pt),44623413.0
2022_08,DIBRUGARH,Dibrugarh East,93140100.0
2022_08,GOLAGHAT,Bokakhat,0.0
2022_08,GOLAGHAT,Sarupathar,82745000.0
2022_08,HAILAKANDI,Katlichara,43597800.0
2022_08,JORHAT,Jorhat West,54990900.0
2022_08,K.ANGLONG,Diphu,53293301.0
2022_08,KAMRUP METRO,Guwahati,37512649.0
2022_08,KOKRAJHAR,Dhubri (Pt),3465000.0
2022_08,KOKRAJHAR,Dotoma,0.0
2022_08,MAJULI,Majuli,76626900.0
2022_08,NAGAON,Nagaon,19933200.0
2022_08,SONITPUR,Tezpur,14849755.0
2022_08,TINSUKIA,Margherita,44375000.0
