month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2022_03,BAJALI,Sarupeta (Pt),9875850.0
2022_03,BAKSA,Baksa,5441779.5
2022_03,BARPETA,Barpeta,29647449.0
2022_03,BONGAIGAON,"Bongaigaon
(Pt)",0.0
2022_03,CACHAR,Silchar,3600000.0
2022_03,DARRANG,Mangaldoi (Pt),98826773.0
2022_03,DHEMAJI,Dhemaji,70884324.0
2022_03,DHEMAJI,Jonai,4882790.34
2022_03,DIBRUGARH,Dibrugarh West,166525900.0
2022_03,DIBRUGARH,Naharkatiya,647285.4
2022_03,DIBRUGARH,Tingkhong,59148310.0
2022_03,GOLAGHAT,Golaghat,50874068.0
2022_03,GOLAGHAT,Sarupathar,45587474.0
2022_03,KAMRUP,Hajo,39046923.0
2022_03,KAMRUP,"Rangia
(Pt)",44999550.0
2022_03,KAMRUP METRO,Guwahati,1018062285.4
2022_03,KOKRAJHAR,Dotoma,5793480.28
2022_03,KOKRAJHAR,Kokrajhar (Pt),14765833.0
2022_03,LAKHIMPUR,North Lakhimpur,73645139.0
2022_03,LAKHIMPUR,Subansiri (Pt-I),113200298.0
2022_03,MAJULI,Majuli,31230424.0
2022_03,SONITPUR,Tezpur,102831334.0
2022_03,UDALGURI,Udalguri,13639309.94
