OBJECTID,stcode11,dtcode11,sdtcode11,stname,dtname,sdtname,Subdt_LGD,Dist_LGD,State_LGD,Shape_Leng,Shape_Area,Area,2015POP_AFFECTED ROW 67G,2015AGRI_LOSS ROW 67J,2015POP_LOST ROW 131C,2015INMATES_IN_RCAMPS ROW121D,2016POP_AFFECTED ,2016AGRI_LOSS ,2016POP_LOST ROW ,2016INMATES_IN_RCAMPS ,2017POP_AFFECTED ,2017AGRI_LOSS ,2017POP_LOST ROW ,2017INMATES_IN_RCAMPS ,2018POP_AFFECTED ,2018AGRI_LOSS ,2018POP_LOST ROW ,2018INMATES_IN_RCAMPS ,2019POP_AFFECTED ,2019AGRI_LOSS ,2019POP_LOST ROW ,2019INMATES_IN_RCAMPS ,2020POP_AFFECTED ,2020AGRI_LOSS ,2020POP_LOST ROW ,2020INMATES_IN_RCAMPS ,2021POP_AFFECTED ,2021AGRI_LOSS ,2021POP_LOST ROW ,2021INMATES_IN_RCAMPS ,2022POP_AFFECTED ,2022AGRI_LOSS ,2022POP_LOST ROW ,2022INMATES_IN_RCAMPS 
2124,18,324,2018,ASSAM,Baksa,Barnagar,2018,616,18,206330.6083,624838698.6,496.977,,,,,,,,,,,,,,,,,,,,,,139.5,,,,,,,,,,
2125,18,324,2024,ASSAM,Baksa,Bajali,2024,616,18,12837.35713,6263701.576,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,18,324,2025,ASSAM,Baksa,Sarupeta,2025,616,18,100887.8247,172115053.6,137.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,18,324,2115,ASSAM,Baksa,Bijni,2115,616,18,40441.41633,26771525.37,21.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,18,324,2131,ASSAM,Baksa,Chandrapur,2131,616,18,58260.49729,44461718.38,35.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,18,324,2137,ASSAM,Baksa,Banekuchi,2137,616,18,13881.68344,8813002.652,7.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,18,324,2139,ASSAM,Baksa,Baganpara,2139,616,18,95736.89044,367035534,291.646,24080,466.7,,,,,,,,,,,,,,,12500,1800,,5676,,,1,,,,,,,,,
2131,18,324,2140,ASSAM,Baksa,Jalah,2140,616,18,181572.5156,351117605.9,279.716,8500,20,,,,,,,,,,,,,,,5240,9602,1,3399,1392,723,,1317,144,,,,,,,
2132,18,324,2141,ASSAM,Baksa,Goreswar,2141,616,18,64178.22365,119910899.8,95.547,15000,326.67,,,,,,,,,,,,,,,2100,,,1810,37466,2153,,37466,,,,,,,,
2133,18,324,2142,ASSAM,Baksa,Barama,2142,616,18,116730.3285,365280430.7,290.512,2500,,,,,,,,,,,,,,,,,1200,1,,,,,,,,,,,,,
2134,18,324,2143,ASSAM,Baksa,Baska,2143,616,18,115854.7788,243817217.1,193.875,,,,,,,,,,,,,,,,,35,48.16,,,196,,,,,,,,,,,
2135,18,324,2144,ASSAM,Baksa,Tamulpur,2144,616,18,167144.421,720545010.6,572.818,42,14.66,,,,,,,,,,,,,,,200,,1,162,444,,,444,,,,,,,,
2136,18,324,2146,ASSAM,Baksa,Pathorighat,2146,616,18,9315.852508,4705577.383,3.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,18,303,2018,ASSAM,Barpeta,Barnagar,2018,280,18,167534.7505,296517806.3,236.511,210,160.53,,,,,,,,,,,5300,,,,39242,1747,,,10488,350,,,,63,1,,,,,
2004,18,303,2019,ASSAM,Barpeta,Kalgachia,2019,280,18,131199.1362,290130992.3,232.226,32520,420,,,,,,,,,,,4830,40,,,258423,1839,2,3001,248523,1575,4,,,1292.1,,,,,,
2005,18,303,2020,ASSAM,Barpeta,Baghbor,2020,280,18,191147.5431,652979745.3,523.462,53100,490,,,,,,,,,,,,,,,187760,3806.5,2,,178900,19830,5,,5358,454.7,1,167,,,,
2006,18,303,2021,ASSAM,Barpeta,Chenga,2021,280,18,128405.6102,382798734,306.891,16098,523,,,,,,,,,,,,,,,155970,3064,1,7464,178000,3386,2,520,21915,822,,632,,,,
2007,18,303,2022,ASSAM,Barpeta,Barpeta,2022,280,18,146354.7831,394729366.9,315.725,31919,2461.98,,,,,,,,,,,3700,20,,,470000,3021.5,5,23700,110300,4250,2,6599,4852,,1,170,,,,
2008,18,303,2023,ASSAM,Barpeta,Sarthebari,2023,280,18,123873.566,327375838.4,261.72,95000,14000,,,,,,,,,,,24534,1716,,,244880,2561,1,5651,139238,1704,4,91,,,,,,,,
2009,18,303,2024,ASSAM,Barpeta,Bajali,2024,280,18,98994.4389,209583195.1,167.13,675,95,,,,,,,,,,,725,1065,,,48675,4635,3,,75000,5312,1,1234,,,,,,,,
2010,18,303,2025,ASSAM,Barpeta,Sarupeta,2025,280,18,140290.2388,242071164.7,193.066,33463,1112,,,,,,,,,,,940,90,,,280000,2752,2,270,231984,800,3,,,,,,,,,
2011,18,303,2139,ASSAM,Barpeta,Baganpara,2139,280,18,51969.24873,51835071.89,41.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,18,319,2109,ASSAM,Bongaigaon,Katlichara,2109,281,18,99957.77604,237129931.1,189.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,18,319,2110,ASSAM,Bongaigaon,Bongaigaon,2110,281,18,136007.351,370986669.2,297.09,573,313,,,,,,,,,,,,,,,27000,,,1785,800,69,,666,,,,,,,,
2089,18,319,2111,ASSAM,Bongaigaon,Boitamari,2111,281,18,167104.5691,434549771.2,347.584,69704,2056,,,,,,,,,,,,,,,73912,1002,,4831,50042,552,1,1122,335,21.5,,,,,,
2090,18,319,2113,ASSAM,Bongaigaon,Bengtol,2113,281,18,108935.1618,106461916.1,85.042,4500,,,,,,,,,,,,,,,,8700,,,1320,,,,,,,,,,,,
2091,18,319,2114,ASSAM,Bongaigaon,Sidli ,2114,281,18,146461.2882,211724934.3,169.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2073,18,316,2095,ASSAM,Cachar,Maibong,2095,282,18,202278.1971,909745644.8,744.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2074,18,316,2096,ASSAM,Cachar,Katigora,2096,282,18,261049.4937,1021565538,837.931,3513,4122,,,,,,,,,,,200000,,1,1787,6000,249,1,384,200,,,,,206,,,,,,
