month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2022_07,BARPETA,Barpeta,20699989.0
2022_07,BONGAIGAON,"Bongaigaon
(Pt)",11925900.0
2022_07,DHEMAJI,Dhemaji,14606746.870000001
2022_07,DHEMAJI,Jonai,21493804.259999998
2022_07,DHEMAJI,Sissibargaon,4992983.91
2022_07,DHUBRI,Dhubri (Pt),0.0
2022_07,GOALPARA,Rangjuli,4985833.31
2022_07,KAMRUP,Azara,0.0
2022_07,KAMRUP,Goroimari,4984985.18
2022_07,KARIMGANJ,Badarpur,44999663.0
2022_07,NAGAON,Nagaon,17994600.0
2022_07,SOUTH SALMARA MANCACHAR,South Salmara,12819459.15
