month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_06,BARPETA,Barpeta,77296509.24
2020_06,DIBRUGARH,Chabua,74389405.04
2020_06,DIBRUGARH,Tengakhat,14264223.45
2020_06,GOALPARA,Balijana,34170859.54
2020_06,KAMRUP,Azara,22830964.39
2020_06,KAMRUP,Hajo,16218500.49
2020_06,KAMRUP METRO,Guwahati,26828754.55
2020_06,MORIGAON,Marigaon,27872527.96
2020_06,NAGAON,Nagaon,52300745.98
2020_06,NALBARI,Nalbari,16605201.33
2020_06,SIVSAGAR,Sibsagar,3670046.0
2020_06,SONITPUR,Tezpur,25961023.91
