month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_08,BONGAIGAON,"Bongaigaon
(Pt)",52499800.0
2020_08,DARRANG,Dalgaon (Pt),13157578.28
2020_08,DHEMAJI,Dhemaji,58286527.1
2020_08,DIBRUGARH,Tingkhong,11616068.99
2020_08,JORHAT,Jorhat West,11599181.0
2020_08,JORHAT,Titabor,20900000.0
2020_08,K.ANGLONG,Diphu,25132325.2
2020_08,KAMRUP METRO,Guwahati,17070767.41
2020_08,LAKHIMPUR,North Lakhimpur,9536685.45
2020_08,LAKHIMPUR,Subansiri (Pt-I),17820157.0
2020_08,MAJULI,Majuli,21848409.0
2020_08,SIVSAGAR,Sibsagar,24601127.950000003
2020_08,SONITPUR,Tezpur,9339319.66
