,Circle,,,,,,,,,,,,
,Jorhat West,1,Tarajan path (near hanuman mandir),,PWD (Roads),Kamala Baria,,Kamala baria village tarajan path near hanuman mandir,,,"Due to last night heavy shower, rising water level of tarajan channel overtopped at 1st Km of the tarajan path (near hanuman mandir)",,
,Total,1,,,,,,,,,,,
