District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Charaideo,5300,3961,4937,14198,4291
,Dhemaji,50,44,45,139,2
,Dibrugarh,1487,1288,1247,4022,135
,Golaghat,0,0,0,0,122
,Sivasagar,15297,12840,10108,38245,1887.5
,Udalguri,0,0,0,0,0
,Total,22134,18133,16337,56604,6437.5
