District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Dhemaji,81,72,89,242,12
,Dibrugarh,0,0,0,0,0
,Dima-Hasao,138,135,127,400,42.88
,Hailakandi,1900,1560,644,4104,20
,Hojai,27744,20884,11823,60451,1740
,Karbi Anglong West,1522,1523,1816,4861,0
,Karimganj,6674,6722,6128,19524,320
,Morigaon,428,416,325,1169,89.1
,Nagaon,79306,62587,71589,213482,5639
,Total,164356,144268,114699,423323,7866.08
