District,Total,Big,Small,Poultry
,Barpeta,0,0,0
,Biswanath,0,0,0
,Bongaigaon,0,0,0
,Cachar,2762,2212,550
,Charaideo,0,0,0
,Darrang,0,0,0
,Dhemaji,13857,10435,3422
,Dhubri,38343,22249,16094
,Dibrugarh,0,0,0
,Goalpara,54407,34645,13171
,Golaghat,1960,1000,960
,Hailakandi,6456,1774,2039
,Hojai,0,0,0
,Kamrup,0,0,0
,Kamrup (M),11690,7190,4500
,Karimganj,3779,2412,1367
,Lakhimpur,0,0,0
,Majuli,0,0,0
,Morigaon,0,0,0
,Nagaon,30113,16287,6081
,Nalbari,0,0,0
,Sivasagar,44752,23194,14204
,Sonitpur,0,0,0
,Tinsukia,0,0,0
,Udalguri,0,0,0
,Total,208119,121398,62388
,District,Total,Big,Small
,Bajali,0,0,0
,Barpeta,0,0,0
,Biswanath,0,0,0
,Bongaigaon,0,0,0
,Cachar,0,0,0
,Charaideo,0,0,0
,Darrang,0,0,0
,Dhemaji,0,0,0
,Dhubri,0,0,0
,Dibrugarh,0,0,0
,Goalpara,0,0,0
,Golaghat,2,1,1
,Hailakandi,0,0,0
,Hojai,0,0,0
,Kamrup,0,0,0
,Kamrup (M),0,0,0
,Karimganj,0,0,0
,Lakhimpur,0,0,0
,Majuli,0,0,0
,Morigaon,0,0,0
,Nagaon,1,0,1
,Nalbari,0,0,0
,Sivasagar,3,0,3
,Sonitpur,0,0,0
,Tinsukia,0,0,0
,Udalguri,0,0,0
,Total,6,1,5
