District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Dhubri,0,0,0,0,0
,Golaghat,2851,2169,784,5804,177.05
,Lakhimpur,0,0,0,0,0
,Sivasagar,89,70,45,204,103
,Sonitpur,0,0,0,0,0
,Total,2990,2283,874,6147,282.05
