District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Darrang,99,89,35,223,20
,Dhemaji,50,44,45,139,2
,Dibrugarh,3583,3361,2459,9403,1973.5
,Golaghat,1548,1335,353,3236,899.2
,Karimganj,0,0,0,0,0
,Sivasagar,212,159,71,442,66
,Tamulpur,0,0,0,0,11.43
,Udalguri,95,59,5,159,10.03
,Total,15820,13011,8905,37736,7444.2
