District,Number,Revenue Circle,Embankment Affected Name,Department,Village,Location,Longitude,Latitude,Remarks
,Biswanath,4,{'Naduar RC part': 1},Biswanath -panpur dyke,Water Resource Deptt.,4 No Bhujmari,4 no bhojmari,93.06,26.67
,Cachar,0,{'Silchar': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Darrang,0,{'Pub- Mangaldai': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dhemaji,0,{'Dhemaji': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dibrugarh,0,{'Moran': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Golaghat,0,{'Khumtai': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Jorhat,0,{'Jorhat West': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Kamrup,0,{'Kamalpur': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Karimganj,0,{'Karimganj': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Kokrajhar,0,{'Bhawraguri': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Lakhimpur,2,{'Subansiri': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Majuli,0,{'Majuli': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Morigaon,0,{'Bhuragaon': 0},Nil,,Nil,Nil,Nil,Nil
,Nagaon,0,{'Kaliabor': 0},Nil,,Nil,Nil,Nil,Nil
,Nalbari,0,{'Tihu': 0},Nil,,Nil,Nil,Nil,Nil
,Sivasagar,0,{'Nazira': 0},Nil,,Nil,Nil,Nil,Nil
,Sonitpur,0,{'Thelamara': 0},Nil,,Nil,Nil,Nil,Nil
,Tamulpur,0,{'Tamulpur': 0},Nil,,Nil,Nil,Nil,Nil
,Tinsukia,0,{'Margherita': 0},Nil,,Nil,Nil,Nil,Nil
,Udalguri,0,{'Khairabari': 0},Nil,,Nil,Nil,Nil,Nil
,Total,6,,,,,,,
