District,Number,Revenue Circle,Embankment Affected Name,Department,Village,Location,Longitude,Latitude,Remarks
,Cachar,0,{'Katigorah': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Darrang,0,{'Mangaldoi': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dhemaji,0,{'Jonai': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dibrugarh,0,{'Chabua': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Goalpara,0,{'Matia': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Kamrup,0,{'Kamalpur': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Karimganj,0,{'Badarpur': 0},Nil,,Nil,Nil,Nil,Nil
,Lakhimpur,0,{'Subansiri': 0},Nil,,Nil,Nil,Nil,Nil
,Sonitpur,0,{'Thelamara': 0},Nil,,Nil,Nil,Nil,Nil
,Tinsukia,0,{'Tinsukia': 0},Nil,,Nil,Nil,Nil,Nil
,Udalguri,0,{'Khairabari': 0},Nil,,Nil,Nil,Nil,Nil
,Total,0,,,,,,,
