District,Number,Revenue Circle,Embankment Breached Name,Department,Village,Location,Longitude,Latitude,Remarks
,Barpeta,0,{'Cheng a': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Biswanath,0,{'Halem': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Bongaigaon,0,{'Bongai gaon': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Cachar,3,{'Silchar': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Charaideo,0,{'Sonari': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Chirang,0,{'Bijni': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Darrang,0,{'Dalgao n': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dhemaji,0,{'Sissibo rgaon': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dhubri,0,{'Dhubri': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dibrugarh,0,{'Dibrug arh West': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Dima-Hasao,0,{'Haflon g': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Goalpara,0,{'Lakhip ur': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Golaghat,0,{'Bokakh at': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Hailakandi,0,{'Hailaka ndi': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Hojai,0,{'Dobok a': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Jorhat,0,{'Teok': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Kamrup,0,{'Chama ria': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Kamrup (M),0,{'Sonap ur': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Karbi Anglong West,0,{'Donka mokam': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Karimganj,1,{'RK Nagar': 1},Joynagar Left Bank of Singla River,Water Resource Deptt.,Patiala,Joynagar Singla River Left Bank,92.43,24.48
,Kokrajhar,0,{'Kokraj har': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Lakhimpur,0,{'North Lakhim pur': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Majuli,0,{'Majuli': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Morigaon,0,{'Bhurag aon': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Nagaon,0,{'Samag uri': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Nalbari,0,{'Barkhe tri': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Sivasagar,0,{'Demo w': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Sonitpur,0,{'Thela mara': 0},Nil,Nil,Nil,Nil,Nil,Nil
,South Salmara,0,{'South Salmara': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Tinsukia,0,{'Margh erita': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Udalguri,0,{'Harisin ga': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Total,4,,,,,,,
