District,Number,Revenue Circle,Bridge Name,Department,Village,Location,Longitude,Latitude,Remarks
,Kokrajhar,0,{'Kokrajhar': 0},Nil,,Nil,Nil,Nil,Nil
,Kamrup (M),0,{'Guwahati': 0},Nil,,Nil,Nil,Nil,Nil
,Nalbari,0,{'Nalbari': 0},Nil,,Nil,Nil,Nil,Nil
,Total,0,,,,,,,
