District,Number,Revenue Circle,Road Name,Department,Village,Location,Longitude,Latitude,Remarks
,Kamrup (M),0,{'Guwahati': 0},Nil,,Nil,Nil,Nil,
,Karbi Anglong,0,{'Diphu': 0},Nil,,Nil,Nil,Nil,
,Total,0,,,,,,,
,District,Number,Revenue,Bridge Name,,Department,Village,Location,
