District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Charaideo,2155,1697,2462,6314,3155
,Dhemaji,50,44,45,139,2
,Dibrugarh,0,0,0,0,0
,Golaghat,0,0,0,0,106
,Sivasagar,19110,15798,12752,47660,1877.5
,Udalguri,0,0,0,0,0
,Total,21315,17539,15259,54113,5140.5
