District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Darrang,99,89,35,223,20
,Dhemaji,50,44,45,139,2
,Dibrugarh,4623,4256,3275,12154,135
,Goalpara,0,0,0,0,0
,Golaghat,920,790,150,1860,165
,Sivasagar,53,42,13,108,58
,Udalguri,0,0,0,0,0
,Total,15210,12148,11345,38703,5319.77
