District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Dhemaji,50,44,45,139,2
,Golaghat,0,0,0,0,86
,Kamrup (M),0,0,0,0,0
,Karimganj,4897,4520,4036,13453,0
,Nagaon,55,40,35,130,78
,Sivasagar,19110,15798,12752,47660,1877.5
,Total,25612,21602,18434,65648,3552.5
