District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Dhemaji,81,72,89,242,12
,Dibrugarh,1570,1237,1050,3857,75.5
,Dima- Hasao,106,105,100,311,0
,Golaghat,0,0,0,0,54
,Hailakandi,11360,11476,1690,24526,14
,Hojai,60921,49040,16852,126813,1231
,Karbi Anglong West,2907,2907,3042,8856,0
,Karimganj,18443,14865,12119,45427,507
,Morigaon,0,0,0,0,26
,Nagaon,100632,73302,105411,279345,2959
,Total,242537,202870,156235,601642,4878.5
