District,Number,Revenue Circle,Embankment Affected Name,Department,Village,Location,Longitude,Latitude,Remarks
,Cachar,0,{'Katigorah': 0},Nil,,Nil,Nil,Nil,
,Charaideo,0,{'Mahmora': 0},Nil,,Nil,Nil,Nil,
,Dhemaji,0,{'Sissiborgaon': 0},Nil,,Nil,Nil,Nil,
,Dhubri,0,{'South Salmara Part': 0},Nil,,Nil,Nil,Nil,
,Dibrugarh,0,{'Moran': 0},Nil,,Nil,Nil,Nil,
,Goalpara,0,{'Balijana': 0},Nil,,Nil,Nil,Nil,
,Golaghat,0,{'Bokakhat': 0},Nil,,Nil,Nil,Nil,
,Hailakandi,0,{'Hailakandi': 0},Nil,,Nil,Nil,Nil,
,Jorhat,0,{'Titabor': 0},Nil,,Nil,Nil,Nil,
,Kamrup,0,{'North Ghy': 0},Nil,,Nil,Nil,Nil,
,Kamrup (M),0,{'Sonapur': 0},Nil,,Nil,Nil,Nil,
,Karimganj,0,{'Patherkandi': 0},Nil,,Nil,Nil,Nil,
,Morigaon,0,{'Mayong': 0},Nil,,Nil,Nil,Nil,
,Nagaon,0,{'Nagaon': 0},Nil,,Nil,Nil,Nil,
,Sivasagar,0,{'Demow': 0},Nil,,Nil,Nil,Nil,
,Sonitpur,0,{'Dhekiajuli': 0},Nil,,Nil,Nil,Nil,
,Udalguri,0,{'Mazbat': 0},Nil,,Nil,Nil,Nil,
,Total,0,,,,,,,
