District,Male,Female,Children,Total Population,Total Crop Area (in Hect.),Population and Crop Area Details
,Dhemaji,81,72,89,242,12
,Dibrugarh,1199,988,455,2642,90.5
,Dima- Hasao,151,148,14,313,45.68
,Golaghat,0,0,0,0,27
,Hailakandi,1547,1340,430,3317,10
,Hojai,41701,34813,13582,90096,1932
,Karbi Anglong West,2664,2664,1583,6911,0
,Karimganj,7279,7178,6255,20712,15
,Morigaon,348,354,286,988,17
,Nagaon,138581,100114,125083,363778,3874
,Total,248452,209634,167232,625318,6023.18
