District,Number,Revenue Circle,Embankment Affected Name,Department,Village,Location,Longitude,Latitude,Remarks
,Barpeta,0,{'Sarthebari': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Cachar,0,{'Katigorah': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Darrang,0,{'Sipajhar': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Goalpara,0,{'Lakhipur': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Hojai,0,{'Hojai': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Kamrup,0,{'Kamalpur': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Karimganj,0,{'Nilambazar': 0},Nil,Nil,Nil,Nil,Nil,Nil
,Nagaon,0,{'Raha': 0},Nil,,Nil,Nil,Nil,Nil
,Nalbari,0,{'Tihu': 0},Nil,,Nil,Nil,Nil,Nil
,Udalguri,0,{'Khairabari': 0},Nil,,Nil,Nil,Nil,Nil
,Total,0,,,,,,,
