District,Number,Revenue Circle,Embankment Breached Name,Department,Village,Location,Longitude,Latitude,Remarks
,Nagaon,0,{'Kampur': 0},Nil,,Nil,Nil,Nil,Nil
,Total,0,,,,,,,
