0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 23-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 23-06-2024,,,,,,,,,,,
"Rivers
flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Kushiyara (Karimganj),,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Distircts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,11,"Kamrup, Bajali, Hojai, Barpeta, Udalguri, Karimganj, Cachar, Nagaon, Nalbari, Goalpara, Darrang",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",25,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,,,
,Barpeta,2,"Sarthebari, Barpeta",,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,3,"Sipajhar, Mangaldoi, Patharighat",,,,,,,,,
,Goalpara,2,"Lakhipur, Matia",,,,,,,,,
,Hojai,1,Hojai,,,,,,,,,
,Kamrup,5,"Kamalpur, Rangia, Boko, North Ghy, Hajo",,,,,,,,,
,Karimganj,5,"Nilambazar, Karimganj, Patherkandi, Badarpur, RK Nagar",,,,,,,,,
,Nagaon,2,"Raha, Kampur",,,,,,,,,
,Nalbari,1,Tihu,,,,,,,,,
,Udalguri,1,Khairabari,,,,,,,,,
,Total,25,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Kamrup,288,"(Kamalpur | 102), (Rangia | 83), (Boko | 44), (North Ghy | 21), (Hajo | 38)",,,,,,,,,
,Bajali,21,"(Sarupeta | 4), (Bajali | 17)",,,,,,,,,
,Hojai,4,"(Hojai | 3), (Doboka | 1)",,,,,,,,,
,Barpeta,42,"(Sarthebari | 36), (Barpeta | 6)",,,,,,,,,
,Udalguri,1,(Khairabari | 1),,,,,,,,,
,Karimganj,248,"(Nilambazar | 106), (Karimganj | 60), (Patherkandi | 10), (Badarpur | 14), (RK Nagar | 58)",,,,,,,,,
,Cachar,55,(Katigorah | 55),,,,,,,,,
,Nagaon,47,"(Raha | 21), (Kampur | 26)",,,,,,,,,
,Nalbari,2,(Tihu | 2),,,,,,,,,
,Goalpara,47,"(Lakhipur | 13), (Matia | 34)",,,,,,,,,
,Darrang,55,"(Sipajhar | 10), (Dalgaon | 1), (Mangaldoi | 14), (Patharighat | 30)",,,,,,,,,
,Total,810,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area,Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,
,Bajali,756,723,86,1565,24.5,"(Sarupeta | Population Affected: 95 | Crop Area: 6.5),
(Bajali | Population Affected: 1470 | Crop Area: 18)",,,,,
,Barpeta,3663,2932,1885,8480,13.5,"(Sarthebari | Population Affected: 8159 | Crop Area: 13.5),
(Barpeta | Population Affected: 321 | Crop Area: 0)",,,,,
,Cachar,20100,18200,14100,52400,0,(Katigorah | Population Affected: 52400 | Crop Area: 0),,,,,
,Darrang,12157,11816,5793,29766,474.05,"(Sipajhar | Population Affected: 133 | Crop Area: 117.8),
(Dalgaon | Population Affected: 0 | Crop Area: 0),
(Mangaldoi | Population Affected: 6802 | Crop Area:
356.25), (Patharighat | Population Affected: 22831 | Crop
Area: 0)",,,,,
,Goalpara,1043,1027,311,2381,106,"(Lakhipur | Population Affected: 2381 | Crop Area: 0),
(Matia | Population Affected: 0 | Crop Area: 106)",,,,,
,Hojai,0,0,0,0,13,"(Hojai | Population Affected: 0 | Crop Area: 13), (Doboka |
Population Affected: 0 | Crop Area: 0)",,,,,
,Kamrup,899,693,96,1688,1172.08,"(Kamalpur | Population Affected: 1517 | Crop Area:
584.02), (Rangia | Population Affected: 0 | Crop Area:
219.96), (Boko | Population Affected: 0 | Crop Area: 59),
(North Ghy | Population Affected: 171 | Crop Area: 98.1),
(Hajo | Population Affected: 0 | Crop Area: 211)",,,,,
