0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 18-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 18-06-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger Level
(as per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Kopili (Kampur),,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Distircts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,15,"Biswanath, Lakhimpur, Hojai, Bongaigaon, Nalbari, Tamulpur, Udalguri, Darrang, Dhemaji, Hailakandi, Karimganj, Goalpara, Nagaon,
Chirang, Kokrajhar",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",28,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Biswanath,2,"Halem, Gohpur",,,,,,,,,
,Bongaigaon,3,"Boitamari, Bongaigaon, Manikpur",,,,,,,,,
,Chirang,1,Sidli,,,,,,,,,
,Darrang,2,"Patharighat, Mangaldoi",,,,,,,,,
,Dhemaji,1,Sissiborgaon,,,,,,,,,
,Goalpara,1,Lakhipur,,,,,,,,,
,Hailakandi,1,Hailakandi,,,,,,,,,
,Hojai,2,"Doboka, Hojai",,,,,,,,,
,Karimganj,4,"Nilambazar, RK Nagar, Karimganj, Badarpur",,,,,,,,,
,Kokrajhar,2,"Bagribari, Kokrajhar",,,,,,,,,
,Lakhimpur,2,"Bihpuria, Narayanpur",,,,,,,,,
,Nagaon,1,Kampur,,,,,,,,,
,Nalbari,3,"Banekuchi, Paschim Nalbari, Tihu",,,,,,,,,
,Tamulpur,2,"Tamulpur, Goreswar",,,,,,,,,
,Udalguri,1,Khairabari,,,,,,,,,
,Total,28,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Biswanath,32,"(Halem | 27), (Gohpur | 5)",,,,,,,,,
,Lakhimpur,17,"(Bihpuria | 2), (Narayanpur | 15)",,,,,,,,,
,Hojai,17,"(Doboka | 9), (Hojai | 8)",,,,,,,,,
,Bongaigaon,53,"(Boitamari | 28), (Bongaigaon | 5), (Manikpur | 20)",,,,,,,,,
,Nalbari,18,"(Banekuchi | 2), (Paschim Nalbari | 6), (Tihu | 10)",,,,,,,,,
,Tamulpur,44,"(Tamulpur | 18), (Goreswar | 26)",,,,,,,,,
,Udalguri,4,(Khairabari | 4),,,,,,,,,
,Darrang,4,"(Patharighat | 3), (Mangaldoi | 1)",,,,,,,,,
,Dhemaji,2,(Sissiborgaon | 2),,,,,,,,,
,Hailakandi,4,(Hailakandi | 4),,,,,,,,,
,Karimganj,225,"(Nilambazar | 82), (RK Nagar | 71), (Karimganj | 50), (Badarpur | 22)",,,,,,,,,
,Goalpara,10,(Lakhipur | 10),,,,,,,,,
,Nagaon,19,(Kampur | 19),,,,,,,,,
,Chirang,1,(Sidli | 1),,,,,,,,,
,Kokrajhar,20,"(Bagribari | 19), (Kokrajhar | 1)",,,,,,,,,
,Total,470,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Childre,Total,Total Crop Area,Population and Crop Area Details,,,,,
,,,,n,Population,,,,,,,
,Biswanath,378,266,174,818,69.5,"(Halem | Population Affected: 818 | Crop Area: 69.5),
(Gohpur | Population Affected: 0 | Crop Area: 0)",,,,,
,Bongaigaon,0,0,0,0,146.5,"(Boitamari | Population Affected: 0 | Crop Area: 52),
(Bongaigaon | Population Affected: 0 | Crop Area: 9.5),
(Manikpur | Population Affected: 0 | Crop Area: 85)",,,,,
,Chirang,0,0,0,0,0,(Sidli | Population Affected: 0 | Crop Area: 0),,,,,
,Darrang,273,250,17,540,12,"(Patharighat | Population Affected: 51 | Crop Area: 0),
(Mangaldoi | Population Affected: 489 | Crop Area: 12)",,,,,
