0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 30-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 30-06-2024,,,,,,,,,,,
"Rivers
flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,"Brahmaputra (Dibrugarh), Brahmaputra (Neamatighat), Dikhou (Sivasagar), Jia-Bharali (Nt
Road Crossing), Beki (Road Bridge), Kushiyara (Karimganj)",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,12,"Kamrup, Karimganj, Tinsukia, Golaghat, Dhemaji, Majuli, Cachar, Lakhimpur, Dibrugarh, Sivasagar, Kokrajhar, Jorhat",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",36,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Dhemaji,4,"Gogamukh, Sissiborgaon, Dhemaji, Jonai",,,,,,,,,
,Dibrugarh,4,"Chabua, Dibrugarh East, Dibrugarh West, Tengakhat",,,,,,,,,
,Golaghat,3,"Khumtai, Dergaon, Bokakhat",,,,,,,,,
,Jorhat,3,"Jorhat East, Teok, Jorhat West",,,,,,,,,
,Kamrup,5,"North Ghy, Rangia, Kayan, Hajo, Kamalpur",,,,,,,,,
,Karimganj,4,"Nilambazar, RK Nagar, Badarpur, Karimganj",,,,,,,,,
,Kokrajhar,1,Gossaigaon,,,,,,,,,
,Lakhimpur,3,"Kadam, Subansiri, Narayanpur",,,,,,,,,
,Majuli,2,"Majuli, Ujani Majuli",,,,,,,,,
,Sivasagar,2,"Sivsagar, Demow",,,,,,,,,
,Tinsukia,4,"Margherita, Sadiya, Tinsukia, Doomdooma",,,,,,,,,
,Total,36,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Kamrup,148,"(North Ghy | 24), (Rangia | 18), (Kayan | 14), (Hajo | 47), (Kamalpur | 45)",,,,,,,,,
,Karimganj,49,"(Nilambazar | 31), (RK Nagar | 5), (Badarpur | 4), (Karimganj | 9)",,,,,,,,,
,Tinsukia,64,"(Margherita | 6), (Sadiya | 8), (Tinsukia | 9), (Doomdooma | 41)",,,,,,,,,
,Golaghat,31,"(Khumtai | 3), (Dergaon | 11), (Bokakhat | 17)",,,,,,,,,
,Dhemaji,163,"(Gogamukh | 7), (Sissiborgaon | 42), (Dhemaji | 14), (Jonai | 100)",,,,,,,,,
,Majuli,53,"(Majuli | 34), (Ujani Majuli | 19)",,,,,,,,,
,Cachar,43,(Katigorah | 43),,,,,,,,,
,Lakhimpur,40,"(Kadam | 3), (Subansiri | 12), (Narayanpur | 25)",,,,,,,,,
,Dibrugarh,38,"(Chabua | 17), (Dibrugarh East | 7), (Dibrugarh West | 12), (Tengakhat | 2)",,,,,,,,,
,Sivasagar,19,"(Sivsagar | 16), (Demow | 3)",,,,,,,,,
,Kokrajhar,3,(Gossaigaon | 3),,,,,,,,,
,Jorhat,20,"(Jorhat East | 9), (Teok | 5), (Jorhat West | 6)",,,,,,,,,
,Total,671,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area,Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,
,Cachar,23565,23780,14550,61895,0,(Katigorah | Population Affected: 61895 | Crop Area: 0),,,,,
,Dhemaji,27415,25760,16077,69252,2438.04,"(Gogamukh | Population Affected: 3579 | Crop Area: 0),
(Sissiborgaon | Population Affected: 17430 | Crop Area:
90), (Dhemaji | Population Affected: 5999 | Crop Area:
291.3), (Jonai | Population Affected: 42244 | Crop Area:
2056.74)",,,,,
,Dibrugarh,6176,5158,3676,15010,715.7,"(Chabua | Population Affected: 12016 | Crop Area: 57.7),
(Dibrugarh East | Population Affected: 823 | Crop Area: 0),
(Dibrugarh West | Population Affected: 1582 | Crop Area:
658), (Tengakhat | Population Affected: 589 | Crop Area: 0)",,,,,
,Goalpara,0,0,0,0,0,(Lakhipur | Population Affected: 0 | Crop Area: 0),,,,,
,Golaghat,2945,1652,322,4919,6,"(Khumtai | Population Affected: 959 | Crop Area: 0),
(Dergaon | Population Affected: 3960 | Crop Area: 4),
(Bokakhat | Population Affected: 0 | Crop Area: 2)",,,,,
,Jorhat,3135,2635,2203,7973,0,"(Jorhat East | Population Affected: 4761 | Crop Area: 0),
(Teok | Population Affected: 2525 | Crop Area: 0), (Jorhat
West | Population Affected: 687 | Crop Area: 0)",,,,,
,Kamrup,2,2,4,8,582.23,,"(North Ghy | Population Affected: 8 | Crop Area: 55.9),
(Rangia | Population Affected: 0 | Crop Area: 71), (Kayan |
Population Affected: 0 | Crop Area: 6.43), (Hajo |
Population Affected: 0 | Crop Area: 300), (Kamalpur |
Population Affected: 0 | Crop Area: 148.9)",,,,
,Karimganj,9185,8122,5575,22882,0,,"(Nilambazar | Population Affected: 8600 | Crop Area: 0),
(RK Nagar | Population Affected: 826 | Crop Area: 0),
(Badarpur | Population Affected: 1019 | Crop Area: 0),
(Karimganj | Population Affected: 12437 | Crop Area: 0)",,,,
,Kokrajhar,0,0,0,0,1,,(Gossaigaon | Population Affected: 0 | Crop Area: 1),,,,
,Lakhimpur,0,0,0,0,107.47,,"(Kadam | Population Affected: 0 | Crop Area: 21),
(Subansiri | Population Affected: 0 | Crop Area: 86.47),
(Narayanpur | Population Affected: 0 | Crop Area: 0)",,,,
,Majuli,15509,11779,7678,34966,234,,"(Majuli | Population Affected: 22603 | Crop Area: 234),
(Ujani Majuli | Population Affected: 12363 | Crop Area: 0)",,,,
,Sivasagar,0,0,0,0,60,,"(Sivsagar | Population Affected: 0 | Crop Area: 40), (Demow
| Population Affected: 0 | Crop Area: 20)",,,,
,Sonitpur,0,0,0,0,0,,(Chariduar | Population Affected: 0 | Crop Area: 0),,,,
,Tinsukia,16813,14434,14034,45281,2402,,"(Margherita | Population Affected: 1274 | Crop Area: 0),
(Sadiya | Population Affected: 7975 | Crop Area: 2376),
(Tinsukia | Population Affected: 2189 | Crop Area: 26),
(Doomdooma | Population Affected: 33843 | Crop Area: 0)",,,,
,Udalguri,0,0,0,0,0,,"(Khairabari | Population Affected: 0 | Crop Area: 0),
(Mazbat | Population Affected: 0 | Crop Area: 0), (Harisinga
| Population Affected: 0 | Crop Area: 0)",,,,
,Total,104745,93322,64119,262186,6546.44,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,
,Cachar,1,1 (Katigorah | 1),,,,0 (Katigorah | 0),,,,,
,Dhemaji,7,"1 (Gogamukh | 0), (Sissiborgaon | 0), (Dhemaji |
0), (Jonai | 1)",,,,"6 (Gogamukh | 0), (Sissiborgaon | 0), (Dhemaji | 0), (Jonai | 6)",,,,,
,Dibrugarh,3,"2 (Chabua | 0), (Dibrugarh East | 0), (Dibrugarh
West | 2), (Tengakhat | 0)",,,,"1 (Chabua | 1), (Dibrugarh East | 0), (Dibrugarh West | 0), (Tengakhat | 0)",,,,,
,Goalpara,0,0 (Lakhipur | 0),,,,0 (Lakhipur | 0),,,,,
,Golaghat,0,"0 (Khumtai | 0), (Dergaon | 0), (Bokakhat | 0)",,,,"0 (Khumtai | 0), (Dergaon | 0), (Bokakhat | 0)",,,,,
,Jorhat,0,"0 (Jorhat East | 0), (Teok | 0), (Jorhat West | 0)",,,,"0 (Jorhat East | 0), (Teok | 0), (Jorhat West | 0)",,,,,
,Kamrup,1,"1 (North Ghy | 1), (Rangia | 0), (Kayan | 0), (Hajo
| 0), (Kamalpur | 0)",,,,"0 (North Ghy | 0), (Rangia | 0), (Kayan | 0), (Hajo | 0), (Kamalpur | 0)",,,,,
,Karimganj,38,"37 (Nilambazar | 12), (RK Nagar | 0), (Badarpur |
7), (Karimganj | 18)",,,,"1 (Nilambazar | 0), (RK Nagar | 1), (Badarpur | 0), (Karimganj | 0)",,,,,
,Kokrajhar,0,0 (Gossaigaon | 0),,,,0 (Gossaigaon | 0),,,,,
,Lakhimpur,0,"0 (Kadam | 0), (Subansiri | 0), (Narayanpur | 0)",,,,"0 (Kadam | 0), (Subansiri | 0), (Narayanpur | 0)",,,,,
,Majuli,0,"0 (Majuli | 0), (Ujani Majuli | 0)",,,,"0 (Majuli | 0), (Ujani Majuli | 0)",,,,,
,Sivasagar,0,"0 (Sivsagar | 0), (Demow | 0)",,,,"0 (Sivsagar | 0), (Demow | 0)",,,,,
,Sonitpur,0,0 (Chariduar | 0),,,,0 (Chariduar | 0),,,,,
,Tinsukia,2,"2 (Margherita | 0), (Sadiya | 0), (Tinsukia | 0),
(Doomdooma | 2)",,,,"0 (Margherita | 0), (Sadiya | 0), (Tinsukia | 0), (Doomdooma | 0)",,,,,
,Udalguri,0,"0 (Khairabari | 0), (Mazbat | 0), (Harisinga | 0)",,,,"0 (Khairabari | 0), (Mazbat | 0), (Harisinga | 0)",,,,,
,Total,52,44,,,,8,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,
,,,,,,,,,/,,,
,,,,,,,,,Lactating,,,
,,,,,,,,,Mother,,,
,Cachar,44,(Katigorah | 44),,,17,14,13,0,0,,
