0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 17-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 17-08-2024,,,,,,,,,,,,
"Rivers
flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Disang (Nanglamuraghat),,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,5,"Dibrugarh, Sivasagar, Dhemaji, Golaghat, Charaideo",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",8,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Charaideo,1,Mahmora,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Dibrugarh,2,"Moran, Tingkhong",,,,,,,,,,
,Golaghat,1,Bokakhat,,,,,,,,,,
,Sivasagar,3,"Nazira, Sivsagar, Demow",,,,,,,,,,
,Total,8,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dibrugarh,13,"(Moran | 5), (Tingkhong | 8)",,,,,,,,,,
,Sivasagar,53,"(Nazira | 1), (Sivsagar | 15), (Demow | 37)",,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,Golaghat,9,(Bokakhat | 9),,,,,,,,,,
,Charaideo,35,(Mahmora | 35),,,,,,,,,,
,Total,111,,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area (in Hect.),,Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,,
,Cachar,0,0,0,0,0,,"(Silchar | Population Affected: 0 | Crop Area: 0),
(Udharbond | Population Affected: 0 | Crop Area: 0),
(Lakhipur | Population Affected: 0 | Crop Area: 0), (Sonai
| Population Affected: 0 | Crop Area: 0), (Katigorah |
Population Affected: 0 | Crop Area: 0)",,,,,
,Charaideo,5300,3961,4937,14198,4291,,"(Mahmora | Population Affected: 14198 | Crop Area:
4291)",,,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,,
,Dibrugarh,1487,1288,1247,4022,135,,"(Dibrugarh West | Population Affected: 0 | Crop Area: 0),
(Moran | Population Affected: 1479 | Crop Area: 30),
(Dibrugarh East | Population Affected: 0 | Crop Area: 0),
(Chabua | Population Affected: 0 | Crop Area: 0),
(Naharkatia | Population Affected: 0 | Crop Area: 0),
(Tengakhat | Population Affected: 0 | Crop Area: 0),
(Tingkhong | Population Affected: 2543 | Crop Area: 105)",,,,,
,Golaghat,0,0,0,0,122,,"(Sarupathar | Population Affected: 0 | Crop Area: 0),
(Bokakhat | Population Affected: 0 | Crop Area: 122)",,,,,
,Sivasagar,15297,12840,10108,38245,1887.5,,"(Nazira | Population Affected: 108 | Crop Area: 35),
(Sivsagar | Population Affected: 4193 | Crop Area: 100),
(Demow | Population Affected: 33944 | Crop Area:
1752.5)",,,,,
,Udalguri,0,0,0,0,0,,"(Udalguri | Population Affected: 0 | Crop Area: 0),
(Harisinga | Population Affected: 0 | Crop Area: 0)",,,,,
,Total,22134,18133,16337,56604,6437.5,,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Cachar,0,"0 (Silchar | 0), (Udharbond | 0), (Lakhipur | 0),
(Sonai | 0), (Katigorah | 0)",,,,"0 (Silchar | 0), (Udharbond | 0), (Lakhipur | 0), (Sonai | 0), (Katigorah | 0)",,,,,,
,Charaideo,7,7 (Mahmora | 7),,,,0 (Mahmora | 0),,,,,,
,Dhemaji,1,1 (Jonai | 1),,,,0 (Jonai | 0),,,,,,
,Dibrugarh,3,"2 (Dibrugarh West | 0), (Moran | 0), (Dibrugarh
East | 0), (Chabua | 0), (Naharkatia | 0),
(Tengakhat | 0), (Tingkhong | 2)",,,,"1 (Dibrugarh West | 0), (Moran | 1), (Dibrugarh East | 0), (Chabua | 0),
(Naharkatia | 0), (Tengakhat | 0), (Tingkhong | 0)",,,,,,
,Golaghat,0,"0 (Sarupathar | 0), (Bokakhat | 0)",,,,"0 (Sarupathar | 0), (Bokakhat | 0)",,,,,,
,Sivasagar,37,"10 (Nazira | 0), (Sivsagar | 0), (Demow | 10)",,,,"27 (Nazira | 0), (Sivsagar | 0), (Demow | 27)",,,,,,
,Udalguri,0,"0 (Udalguri | 0), (Harisinga | 0)",,,,"0 (Udalguri | 0), (Harisinga | 0)",,,,,,
,Total,48,20,,,,28,,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Cachar,0,"(Silchar | 0), (Udharbond | 0),
(Lakhipur | 0), (Sonai | 0), (Katigorah
| 0)",,,0,0,0,0,0,,,
,Charaideo,1651,(Mahmora | 1651),,,546,631,474,0,0,,,
,Dhemaji,122,(Jonai | 122),,,42,35,45,0,0,,,
,Dibrugarh,247,"(Dibrugarh West | 0), (Moran | 0),
(Dibrugarh East | 0), (Chabua | 0),
(Naharkatia | 0), (Tengakhat | 0),
(Tingkhong | 247)",,,105,98,44,0,0,,,
,Golaghat,0,"(Sarupathar | 0), (Bokakhat | 0)",,,0,0,0,0,0,,,
,Sivasagar,937,"(Nazira | 0), (Sivsagar | 0), (Demow |
937)",,,403,338,196,0,0,,,
,Udalguri,0,"(Udalguri | 0), (Harisinga | 0)",,,0,0,0,0,0,,,
,Total,2957,,,,1096,1102,759,0,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,Cachar,0,"(Silchar | 0), (Udharbond | 0),
(Lakhipur | 0), (Sonai | 0), (Katigorah
| 0)",,,0,0,0,0,0,0,,
,Charaideo,0,(Mahmora | 0),,,0,0,0,0,0,0,,
,Dhemaji,0,(Jonai | 0),,,0,0,0,0,0,0,,
,Dibrugarh,241,"(Dibrugarh West | 0), (Moran | 241),
(Dibrugarh East | 0), (Chabua | 0),
(Naharkatia | 0), (Tengakhat | 0),
(Tingkhong | 0)",,,90,78,73,0,0,0,,
,Golaghat,0,"(Sarupathar | 0), (Bokakhat | 0)",,,0,0,0,0,0,0,,
,Sivasagar,24437,"(Nazira | 0), (Sivsagar | 0), (Demow |
24437)",,,9633,7988,6816,0,0,0,,
,Udalguri,0,"(Udalguri | 0), (Harisinga | 0)",,,0,0,0,0,0,0,,
,Total,24678,,,,9723,8066,6889,0,0,0,,
"Human Lives
Lost -
Confirmed",District,Total,Flood,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,Death,Drowning,,,Male,Female,,,,,
,,,,(Non Flood),,,,,,,,,
,Dibrugarh,0,0,0,0,0,0,0,0,"0 (Dibrugarh West | 0), (Moran |
0), (Dibrugarh East | 0), (Chabua |
0), (Naharkatia | 0), (Tengakhat |
0), (Tingkhong | 0)",,,
,Udalguri,0,0,0,0,0,0,0,0,"0 (Udalguri | 0), (Harisinga | 0)",,,
,Sivasagar,0,0,0,0,0,0,0,0,"0 (Nazira | 0), (Sivsagar | 0),
(Demow | 0)",,,
,Dhemaji,0,0,0,0,0,0,0,0,0 (Jonai | 0),,,
,Golaghat,0,0,0,0,0,0,0,0,"0 (Sarupathar | 0), (Bokakhat | 0)",,,
,Charaideo,2,2,0,2,0,0,0,0,2 (Mahmora | 2),,,
,Cachar,0,0,0,0,0,0,0,0,"0 (Silchar | 0), (Udharbond | 0),
(Lakhipur | 0), (Sonai | 0),
(Katigorah | 0)",,,
,Total,2,2,0,2,0,0,0,0,,,,
,,,,,,,,,,,,,
