0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 24-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 24-06-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger
Level (as per
CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Kushiyara (Karimganj),,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,9,"Kamrup, Goalpara, Bajali, Karimganj, Cachar, Darrang, Nagaon, Barpeta, Hojai",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",21,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Bajali,2,"Bajali, Sarupeta",,,,,,,,,
,Barpeta,1,Sarthebari,,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,2,"Patharighat, Sipajhar",,,,,,,,,
,Goalpara,1,Lakhipur,,,,,,,,,
,Hojai,1,Hojai,,,,,,,,,
,Kamrup,6,"Kamalpur, Rangia, Boko, North Ghy, Hajo, Kayan",,,,,,,,,
,Karimganj,5,"Nilambazar, Patherkandi, Badarpur, RK Nagar, Karimganj",,,,,,,,,
,Nagaon,2,"Kampur, Raha",,,,,,,,,
,Total,21,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Kamrup,239,"(Kamalpur | 101), (Rangia | 41), (Boko | 17), (North Ghy | 21), (Hajo | 31), (Kayan | 28)",,,,,,,,,
,Udalguri,2,"(Khairabari | 1), (Udalguri | 1)",,,,,,,,,
,Goalpara,7,(Lakhipur | 7),,,,,,,,,
,Sonitpur,1,(Chariduar | 1),,,,,,,,,
,Bajali,7,"(Bajali | 6), (Sarupeta | 1)",,,,,,,,,
,Karimganj,244,"(Nilambazar | 106), (Patherkandi | 8), (Badarpur | 12), (RK Nagar | 58), (Karimganj | 60)",,,,,,,,,
,Cachar,55,(Katigorah | 55),,,,,,,,,
,Darrang,18,"(Patharighat | 15), (Sipajhar | 3)",,,,,,,,,
,Nagaon,33,"(Kampur | 14), (Raha | 19)",,,,,,,,,
,Jorhat,1,(Titabor | 1),,,,,,,,,
,Barpeta,32,(Sarthebari | 32),,,,,,,,,
,Hojai,2,"(Doboka | 1), (Hojai | 1)",,,,,,,,,
,Total,641,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Childre,Total,Total Crop Area,Population and Crop Area Details,,,,,
,,,,n,Population,,,,,,,
,Bajali,335,308,46,689,2,"(Bajali | Population Affected: 651 | Crop Area: 2), (Sarupeta |
Population Affected: 38 | Crop Area: 0)",,,,,
,Barpeta,2359,1957,1278,5594,0,(Sarthebari | Population Affected: 5594 | Crop Area: 0),,,,,
,Cachar,20100,18200,14100,52400,0,(Katigorah | Population Affected: 52400 | Crop Area: 0),,,,,
,Darrang,4560,4256,1986,10802,0,"(Patharighat | Population Affected: 10802 | Crop Area: 0),
(Sipajhar | Population Affected: 0 | Crop Area: 0)",,,,,
,Goalpara,421,375,127,923,0,(Lakhipur | Population Affected: 923 | Crop Area: 0),,,,,
,Hojai,0,0,0,0,4,"(Doboka | Population Affected: 0 | Crop Area: 0), (Hojai |
Population Affected: 0 | Crop Area: 4)",,,,,
,Jorhat,0,0,0,0,0,(Titabor | Population Affected: 0 | Crop Area: 0),,,,,
,Kamrup,1941,1305,283,3529,1025.44,"(Kamalpur | Population Affected: 3358 | Crop Area: 594.34),
(Rangia | Population Affected: 0 | Crop Area: 138), (Boko |
Population Affected: 0 | Crop Area: 21), (North Ghy |
Population Affected: 171 | Crop Area: 102.1), (Hajo |
Population Affected: 0 | Crop Area: 170), (Kayan | Population
Affected: 0 | Crop Area: 0)",,,,,
,Karimganj,38012,33506,24922,96440,0,"(Nilambazar | Population Affected: 26188 | Crop Area: 0),
(Patherkandi | Population Affected: 2844 | Crop Area: 0),
(Badarpur | Population Affected: 4511 | Crop Area: 0), (RK",,,,,
,,,,,,,,"Nagar | Population Affected: 23091 | Crop Area: 0), (Karimganj
| Population Affected: 39806 | Crop Area: 0)",,,,
,Nagaon,0,0,0,0,1242,,"(Kampur | Population Affected: 0 | Crop Area: 350), (Raha |
Population Affected: 0 | Crop Area: 892)",,,,
,Sonitpur,0,0,0,0,0,,(Chariduar | Population Affected: 0 | Crop Area: 0),,,,
,Udalguri,0,0,0,0,0,,"(Khairabari | Population Affected: 0 | Crop Area: 0), (Udalguri |
Population Affected: 0 | Crop Area: 0)",,,,
,Total,67728,59907,42742,170377,2273.44,,,,,,
"Relief
Camps /
Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,
,Bajali,2,"1 (Bajali | 1), (Sarupeta | 0)",,,,"1 (Bajali | 0), (Sarupeta | 1)",,,,,
,Barpeta,0,0 (Sarthebari | 0),,,,0 (Sarthebari | 0),,,,,
,Cachar,19,6 (Katigorah | 6),,,,13 (Katigorah | 13),,,,,
,Darrang,0,"0 (Patharighat | 0), (Sipajhar | 0)",,,,"0 (Patharighat | 0), (Sipajhar | 0)",,,,,
,Goalpara,2,2 (Lakhipur | 2),,,,0 (Lakhipur | 0),,,,,
,Hojai,0,"0 (Doboka | 0), (Hojai | 0)",,,,"0 (Doboka | 0), (Hojai | 0)",,,,,
,Jorhat,0,0 (Titabor | 0),,,,0 (Titabor | 0),,,,,
,Kamrup,12,"3 (Kamalpur | 2), (Rangia | 0), (Boko | 0),
(North Ghy | 1), (Hajo | 0), (Kayan | 0)",,,,"9 (Kamalpur | 2), (Rangia | 5), (Boko | 0), (North Ghy | 2), (Hajo | 0), (Kayan | 0)",,,,,
,Karimganj,105,"90 (Nilambazar | 20), (Patherkandi | 0),
(Badarpur | 13), (RK Nagar | 20),
(Karimganj | 37)",,,,"15 (Nilambazar | 15), (Patherkandi | 0), (Badarpur | 0), (RK Nagar | 0), (Karimganj |
0)",,,,,
,Nagaon,0,"0 (Kampur | 0), (Raha | 0)",,,,"0 (Kampur | 0), (Raha | 0)",,,,,
,Sonitpur,0,0 (Chariduar | 0),,,,0 (Chariduar | 0),,,,,
,Udalguri,0,"0 (Khairabari | 0), (Udalguri | 0)",,,,"0 (Khairabari | 0), (Udalguri | 0)",,,,,
,Total,140,102,,,,38,,,,,
"Inmates In
Relief
Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,
,,,,,,,,,/,,,
,,,,,,,,,Lactating,,,
,,,,,,,,,Mother,,,
,Bajali,6,"(Bajali | 6), (Sarupeta | 0)",,,1,4,1,0,0,,
,Barpeta,0,(Sarthebari | 0),,,0,0,0,0,0,,
,Cachar,300,(Katigorah | 300),,,74,64,162,0,0,,
,Darrang,0,"(Patharighat | 0), (Sipajhar | 0)",,,0,0,0,0,0,,
