0,1,2,3,4,5,6,7,8,9,10,11,12,13
,Kamrup,318,"(Kamalpur | 28), (Chamaria | 45), (North Ghy | 14), (Nagarbera | 24), (Rangia | 15), (Hajo | 111), (Palashbari | 39), (Goroimari | 42)",,,,,,,,,,
,"Goalpar
a",274,"(Matia | 43), (Lakhipur | 176), (Balijana | 38), (Rongjuli | 17)",,,,,,,,,,
,"Karimga
nj",46,"(Badarpur | 7), (Karimganj | 14), (Nilambazar | 25)",,,,,,,,,,
,"Lakhimp
ur",118,"(Subansiri | 32), (Bihpuria | 11), (Kadam | 5), (North Lakhimpur | 41), (Narayanpur | 29)",,,,,,,,,,
,"Hailakan
di",9,(Algapur | 9),,,,,,,,,,
,"Dibrugar
h",91,"(Moran | 30), (Naharkatia | 6), (Chabua | 2), (Dibrugarh West | 35), (Tingkhong | 4), (Dibrugarh East | 1), (Tengakhat | 13)",,,,,,,,,,
,"Charaid
eo",46,"(Mahmora | 42), (Sapekhati | 1), (Sonari | 3)",,,,,,,,,,
,"South
Salmara",57,"(Mankachar | 20), (South Salmara | 37)",,,,,,,,,,
,Nalbari,60,(Barkhetri | 60),,,,,,,,,,
,Dhemaji,112,"(Dhemaji | 5), (Gogamukh | 1), (Sissiborgaon | 31), (Jonai | 75)",,,,,,,,,,
,"Morigao
n",261,"(Morigaon | 40), (Bhuragaon | 79), (Laharighat | 29), (Mayong | 113)",,,,,,,,,,
,Nagaon,199,"(Samaguri | 31), (Dhing | 15), (Kampur | 26), (Kaliabor | 57), (Raha | 46), (Nagaon | 24)",,,,,,,,,,
,"Sivasaga
r",151,"(Sivsagar | 70), (Demow | 55), (Sonari RC part | 1), (Nazira | 25)",,,,,,,,,,
,"Golagha
t",101,"(Khumtai | 22), (Bokakhat | 61), (Dergaon | 18)",,,,,,,,,,
,Sonitpur,4,"(Tezpur | 3), (Dhekiajuli | 1)",,,,,,,,,,
,"Biswana
th",17,(Halem | 17),,,,,,,,,,
,"Kokrajh
ar",18,"(Dotma | 11), (Bagribari | 7)",,,,,,,,,,
,Barpeta,184,"(Baghbar | 84), (Barpeta | 5), (Chenga | 52), (Kalgachia | 43)",,,,,,,,,,
,Darrang,73,"(Dalgaon | 4), (Mangaldoi | 28), (Sipajhar | 7), (Pub-Mangaldai | 34)",,,,,,,,,,
,Tinsukia,17,"(Margherita | 15), (Sadiya | 2)",,,,,,,,,,
,"Kamrup
(M)",25,"(Chandrapur | 10), (Sonapur | 8), (Azara | 7)",,,,,,,,,,
,Majuli,76,"(Ujani Majuli | 8), (Majuli | 68)",,,,,,,,,,
,Jorhat,26,"(Jorhat East | 5), (Teok | 9), (Jorhat West | 12)",,,,,,,,,,
,Chirang,3,(Bijni | 3),,,,,,,,,,
,Total,2779,,,,,,,,,,,
"Populatio
n And
Crop Area
Affected",District,Male,Female,Childre,Total,Total Crop Area (in,Population and Crop Area Details,,,,,,
,,,,n,Population,Hect.),,,,,,,
,Barpeta,45425,40431,30218,116074,1917.46,"(Baghbar | Population Affected: 61361 | Crop Area: 1496.46), (Barpeta |
Population Affected: 626 | Crop Area: 0), (Chenga | Population Affected: 35976
| Crop Area: 420), (Kalgachia | Population Affected: 18111 | Crop Area: 1)",,,,,,
,"Biswana
th",2078,1665,2140,5883,0,(Halem | Population Affected: 5883 | Crop Area: 0),,,,,,
,"Bongaig
aon",0,0,0,0,0,(Srijangram | Population Affected: 0 | Crop Area: 0),,,,,,
,Cachar,60827,62405,58313,181545,0,"(Silchar | Population Affected: 30700 | Crop Area: 0), (Katigorah | Population
Affected: 144520 | Crop Area: 0), (Sonai | Population Affected: 6325 | Crop
Area: 0)",,,,,,
,"Charaid
eo",15087,12193,9637,36917,178,"(Mahmora | Population Affected: 33924 | Crop Area: 168), (Sapekhati |
Population Affected: 0 | Crop Area: 10), (Sonari | Population Affected: 2993 |
Crop Area: 0)",,,,,,
,Chirang,111,128,97,336,0,(Bijni | Population Affected: 336 | Crop Area: 0),,,,,,
,Darrang,62938,25036,5248,93222,895.5,"(Patharighat | Population Affected: 0 | Crop Area: 0), (Dalgaon | Population
Affected: 1480 | Crop Area: 25), (Mangaldoi | Population Affected: 38160 | Crop
Area: 369.5), (Sipajhar | Population Affected: 10200 | Crop Area: 187), (Pub-
Mangaldai | Population Affected: 43382 | Crop Area: 314)",,,,,,
,Dhemaji,22414,18968,14101,55483,2812.38,"(Dhemaji | Population Affected: 2181 | Crop Area: 1616), (Gogamukh |
Population Affected: 0 | Crop Area: 0), (Sissiborgaon | Population Affected:
17467 | Crop Area: 302.8), (Jonai | Population Affected: 35835 | Crop Area:
893.58)",,,,,,
,Dhubri,134707,124264,95074,354045,1877.26,"(Dhubri | Population Affected: 40958 | Crop Area: 179.2), (Gauripur |
Population Affected: 20260 | Crop Area: 100.86), (Golakganj | Population
Affected: 0 | Crop Area: 150), (South Salmara Part | Population Affected:
271933 | Crop Area: 1184), (Bilasipara | Population Affected: 251 | Crop Area:
0), (Athani | Population Affected: 20643 | Crop Area: 203.7), (Chapar |",,,,,,
,,,,,,,"Population Affected: 0 | Crop Area: 37.5), (Agamoni | Population Affected: 0 |
Crop Area: 22)",,,,,,
,"Dibrugar
h",9502,8209,5243,22954,3037.8,"(Moran | Population Affected: 11500 | Crop Area: 248), (Naharkatia |
Population Affected: 424 | Crop Area: 7), (Chabua | Population Affected: 3857 |
Crop Area: 55.6), (Dibrugarh West | Population Affected: 5836 | Crop Area:
2226), (Tingkhong | Population Affected: 356 | Crop Area: 31.7), (Dibrugarh East
| Population Affected: 0 | Crop Area: 171), (Tengakhat | Population Affected:
981 | Crop Area: 298.5)",,,,,,
,"Goalpar
a",26266,24361,29590,80217,1320.9,"(Matia | Population Affected: 9666 | Crop Area: 128), (Lakhipur | Population
Affected: 68413 | Crop Area: 1139), (Balijana | Population Affected: 2138 | Crop
Area: 0), (Rongjuli | Population Affected: 0 | Crop Area: 53.9)",,,,,,
,"Golagha
t",52034,44930,12514,109478,468.5,"(Khumtai | Population Affected: 15960 | Crop Area: 102), (Bokakhat |
Population Affected: 82917 | Crop Area: 120), (Dergaon | Population Affected:
10601 | Crop Area: 246.5)",,,,,,
,"Hailakan
di",1955,1975,1420,5350,20,"(Hailakandi | Population Affected: 0 | Crop Area: 0), (Algapur | Population
Affected: 5350 | Crop Area: 20), (Katlicherra | Population Affected: 0 | Crop
Area: 0), (Lala | Population Affected: 0 | Crop Area: 0)",,,,,,
,Hojai,0,0,0,0,0,(Doboka | Population Affected: 0 | Crop Area: 0),,,,,,
,Jorhat,6817,5953,3868,16638,284,"(Jorhat East | Population Affected: 483 | Crop Area: 0), (Teok | Population
Affected: 2367 | Crop Area: 284), (Jorhat West | Population Affected: 13788 |
Crop Area: 0)",,,,,,
,Kamrup,5795,4945,1903,12643,5041.8,"(Kamalpur | Population Affected: 0 | Crop Area: 50.8), (Chamaria | Population
Affected: 0 | Crop Area: 1039.5), (North Ghy | Population Affected: 0 | Crop
Area: 15), (Nagarbera | Population Affected: 0 | Crop Area: 324), (Rangia |
Population Affected: 0 | Crop Area: 51), (Hajo | Population Affected: 955 | Crop
Area: 2200), (Palashbari | Population Affected: 5088 | Crop Area: 350),
(Goroimari | Population Affected: 6600 | Crop Area: 1011.5)",,,,,,
,"Kamrup
(M)",13336,8795,2386,24517,22,"(Chandrapur | Population Affected: 1639 | Crop Area: 22), (Sonapur |
Population Affected: 22878 | Crop Area: 0), (Azara | Population Affected: 0 |
Crop Area: 0)",,,,,,
,"Karbi
Anglong
West",0,0,0,0,0,(Donkamokam | Population Affected: 0 | Crop Area: 0),,,,,,
,"Karimga
nj",10004,8750,6679,25433,0,"(Patherkandi | Population Affected: 0 | Crop Area: 0), (Badarpur | Population
Affected: 4202 | Crop Area: 0), (Karimganj | Population Affected: 17551 | Crop
Area: 0), (Nilambazar | Population Affected: 3680 | Crop Area: 0)",,,,,,
,"Kokrajh
ar",256,169,86,511,81,"(Kokrajhar | Population Affected: 0 | Crop Area: 0), (Dotma | Population
Affected: 511 | Crop Area: 81), (Bagribari | Population Affected: 0 | Crop Area:
0)",,,,,,
,"Lakhimp
ur",27395,21959,5184,54538,607,"(Subansiri | Population Affected: 1734 | Crop Area: 607), (Bihpuria | Population
Affected: 0 | Crop Area: 0), (Kadam | Population Affected: 0 | Crop Area: 0),
(North Lakhimpur | Population Affected: 38904 | Crop Area: 0), (Narayanpur |
Population Affected: 13900 | Crop Area: 0)",,,,,,
,Majuli,32817,23303,17118,73238,47,"(Ujani Majuli | Population Affected: 1828 | Crop Area: 47), (Majuli | Population
Affected: 71410 | Crop Area: 0)",,,,,,
,"Morigao
n",22549,23417,21833,67799,1940,"(Morigaon | Population Affected: 3819 | Crop Area: 420), (Bhuragaon |
Population Affected: 46717 | Crop Area: 566), (Laharighat | Population
Affected: 6018 | Crop Area: 0), (Mayong | Population Affected: 11245 | Crop
Area: 954)",,,,,,
,Nagaon,30581,25433,19821,75835,18437.8,"(Samaguri | Population Affected: 15668 | Crop Area: 1135), (Dhing | Population
Affected: 56 | Crop Area: 299), (Kampur | Population Affected: 0 | Crop Area:
504), (Kaliabor | Population Affected: 53084 | Crop Area: 14279.8), (Raha |
Population Affected: 2494 | Crop Area: 1125), (Nagaon | Population Affected:
4533 | Crop Area: 1095)",,,,,,
,Nalbari,24260,22680,23300,70240,115,(Barkhetri | Population Affected: 70240 | Crop Area: 115),,,,,,
,"Sivasaga
r",27179,24228,85140,136547,154,"(Sivsagar | Population Affected: 24794 | Crop Area: 0), (Demow | Population
Affected: 111610 | Crop Area: 154), (Sonari RC part | Population Affected: 143 |
Crop Area: 0), (Nazira | Population Affected: 0 | Crop Area: 0)",,,,,,
,Sonitpur,19,9,5,33,27.9,"(Tezpur | Population Affected: 0 | Crop Area: 25), (Thelamara | Population
Affected: 0 | Crop Area: 0), (Dhekiajuli | Population Affected: 33 | Crop Area:
2.9)",,,,,,
,"South
Salmara",30787,30835,32010,93632,585,"(Mankachar | Population Affected: 36176 | Crop Area: 0), (South Salmara |
Population Affected: 57456 | Crop Area: 585)",,,,,,
,Tinsukia,1965,1285,1241,4491,0,"(Tinsukia | Population Affected: 0 | Crop Area: 0), (Margherita | Population
Affected: 3515 | Crop Area: 0), (Sadiya | Population Affected: 976 | Crop Area:
0)",,,,,,
,Udalguri,0,0,0,0,0,(Khairabari | Population Affected: 0 | Crop Area: 0),,,,,,
,Total,667104,566326,48416,1717599,39870.3,,,,,,,
,,,,9,,,,,,,,,
"Relief
Camps /
Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Barpeta,10,"1 (Baghbar | 1), (Barpeta | 0), (Chenga | 0),
(Kalgachia | 0)",,,,"9 (Baghbar | 1), (Barpeta | 0), (Chenga | 7), (Kalgachia | 1)",,,,,,
,"Biswana
th",15,0 (Halem | 0),,,,15 (Halem | 15),,,,,,
,"Bongaig
aon",0,0 (Srijangram | 0),,,,0 (Srijangram | 0),,,,,,
,Cachar,73,"62 (Silchar | 47), (Katigorah | 14), (Sonai | 1)",,,,"11 (Silchar | 0), (Katigorah | 11), (Sonai | 0)",,,,,,
,"Charaid
eo",24,"5 (Mahmora | 3), (Sapekhati | 0), (Sonari |
2)",,,,"19 (Mahmora | 17), (Sapekhati | 0), (Sonari | 2)",,,,,,
,Chirang,3,3 (Bijni | 3),,,,0 (Bijni | 0),,,,,,
,Darrang,3,"0 (Patharighat | 0), (Dalgaon | 0),
(Mangaldoi | 0), (Sipajhar | 0), (Pub-
Mangaldai | 0)",,,,"3 (Patharighat | 0), (Dalgaon | 1), (Mangaldoi | 0), (Sipajhar | 0), (Pub-Mangaldai | 2)",,,,,,
,Dhemaji,8,"1 (Dhemaji | 0), (Gogamukh | 0),
(Sissiborgaon | 0), (Jonai | 1)",,,,"7 (Dhemaji | 2), (Gogamukh | 0), (Sissiborgaon | 1), (Jonai | 4)",,,,,,
,Dhubri,23,"9 (Dhubri | 9), (Gauripur | 0), (Golakganj |
0), (South Salmara Part | 0), (Bilasipara | 0),
(Athani | 0), (Chapar | 0), (Agamoni | 0)",,,,"14 (Dhubri | 1), (Gauripur | 1), (Golakganj | 10), (South Salmara Part | 0), (Bilasipara | 1),
(Athani | 1), (Chapar | 0), (Agamoni | 0)",,,,,,
,"Dibrugar
h",28,"16 (Moran | 4), (Naharkatia | 1), (Chabua |
0), (Dibrugarh West | 3), (Tingkhong | 1),
(Dibrugarh East | 0), (Tengakhat | 7)",,,,"12 (Moran | 5), (Naharkatia | 1), (Chabua | 2), (Dibrugarh West | 3), (Tingkhong | 0),
(Dibrugarh East | 0), (Tengakhat | 1)",,,,,,
,"Goalpar
a",14,"12 (Matia | 2), (Lakhipur | 0), (Balijana | 10),
(Rongjuli | 0)",,,,"2 (Matia | 2), (Lakhipur | 0), (Balijana | 0), (Rongjuli | 0)",,,,,,
,"Golagha
t",14,"11 (Khumtai | 0), (Bokakhat | 11), (Dergaon
| 0)",,,,"3 (Khumtai | 0), (Bokakhat | 1), (Dergaon | 2)",,,,,,
,"Hailakan
di",7,"1 (Hailakandi | 0), (Algapur | 1), (Katlicherra
| 0), (Lala | 0)",,,,"6 (Hailakandi | 0), (Algapur | 6), (Katlicherra | 0), (Lala | 0)",,,,,,
,Hojai,0,0 (Doboka | 0),,,,0 (Doboka | 0),,,,,,
,Jorhat,0,"0 (Jorhat East | 0), (Teok | 0), (Jorhat West |
0)",,,,"0 (Jorhat East | 0), (Teok | 0), (Jorhat West | 0)",,,,,,
,Kamrup,13,"10 (Kamalpur | 0), (Chamaria | 0), (North
Ghy | 0), (Nagarbera | 0), (Rangia | 0), (Hajo
| 7), (Palashbari | 3), (Goroimari | 0)",,,,"3 (Kamalpur | 0), (Chamaria | 0), (North Ghy | 0), (Nagarbera | 0), (Rangia | 0), (Hajo | 1),
(Palashbari | 2), (Goroimari | 0)",,,,,,
,"Kamrup
(M)",6,"0 (Chandrapur | 0), (Sonapur | 0), (Azara |
0)",,,,"6 (Chandrapur | 0), (Sonapur | 0), (Azara | 6)",,,,,,
,"Karbi
Anglong
West",0,0 (Donkamokam | 0),,,,0 (Donkamokam | 0),,,,,,
,"Karimga
nj",40,"40 (Patherkandi | 0), (Badarpur | 7),
(Karimganj | 20), (Nilambazar | 13)",,,,"0 (Patherkandi | 0), (Badarpur | 0), (Karimganj | 0), (Nilambazar | 0)",,,,,,
,"Kokrajh
ar",5,"0 (Kokrajhar | 0), (Dotma | 0), (Bagribari | 0)",,,,"5 (Kokrajhar | 0), (Dotma | 0), (Bagribari | 5)",,,,,,
,"Lakhimp
ur",11,"0 (Subansiri | 0), (Bihpuria | 0), (Kadam | 0),
(North Lakhimpur | 0), (Narayanpur | 0)",,,,"11 (Subansiri | 7), (Bihpuria | 2), (Kadam | 1), (North Lakhimpur | 1), (Narayanpur | 0)",,,,,,
,Majuli,12,"1 (Ujani Majuli | 0), (Majuli | 1)",,,,"11 (Ujani Majuli | 0), (Majuli | 11)",,,,,,
,"Morigao
n",26,"0 (Morigaon | 0), (Bhuragaon | 0),
(Laharighat | 0), (Mayong | 0)",,,,"26 (Morigaon | 17), (Bhuragaon | 4), (Laharighat | 4), (Mayong | 1)",,,,,,
,Nagaon,62,"25 (Samaguri | 2), (Dhing | 1), (Kampur | 0),
(Kaliabor | 11), (Raha | 4), (Nagaon | 7)",,,,"37 (Samaguri | 6), (Dhing | 0), (Kampur | 0), (Kaliabor | 16), (Raha | 12), (Nagaon | 3)",,,,,,
,Nalbari,2,0 (Barkhetri | 0),,,,2 (Barkhetri | 2),,,,,,
,"Sivasaga
r",82,"24 (Sivsagar | 4), (Demow | 20), (Sonari RC
part | 0), (Nazira | 0)",,,,"58 (Sivsagar | 29), (Demow | 29), (Sonari RC part | 0), (Nazira | 0)",,,,,,
,Sonitpur,0,"0 (Tezpur | 0), (Thelamara | 0), (Dhekiajuli |
0)",,,,"0 (Tezpur | 0), (Thelamara | 0), (Dhekiajuli | 0)",,,,,,
,"South
Salmara",7,"0 (Mankachar | 0), (South Salmara | 0)",,,,"7 (Mankachar | 7), (South Salmara | 0)",,,,,,
,Tinsukia,19,"19 (Tinsukia | 0), (Margherita | 19), (Sadiya
| 0)",,,,"0 (Tinsukia | 0), (Margherita | 0), (Sadiya | 0)",,,,,,
,Udalguri,0,0 (Khairabari | 0),,,,0 (Khairabari | 0),,,,,,
,Total,507,240,,,,267,,,,,,
"Inmates
In Relief
Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant /,Person with Disability,,,
,,,,,,,,,Lactating Mother,,,,
,Barpeta,173,"(Baghbar | 173), (Barpeta | 0),
(Chenga | 0), (Kalgachia | 0)",,,65,66,42,0,0,,,
,"Biswana
th",0,(Halem | 0),0,0,0,0,0,,,,,
,"Bongaig
aon",0,(Srijangram | 0),0,0,0,0,0,,,,,
,Cachar,17448,"(Silchar | 14608), (Katigorah |
2825), (Sonai | 15)",6984,6696,3768,0,0,,,,,
,"Charaid
eo",368,"(Mahmora | 246), (Sapekhati | 0),
(Sonari | 122)",146,146,76,0,0,,,,,
,Chirang,304,(Bijni | 304),111,96,97,0,0,,,,,
,Darrang,0,"(Patharighat | 0), (Dalgaon | 0),
(Mangaldoi | 0), (Sipajhar | 0),
(Pub-Mangaldai | 0)",0,0,0,0,0,,,,,
,Dhemaji,95,"(Dhemaji | 0), (Gogamukh | 0),
(Sissiborgaon | 0), (Jonai | 95)",28,28,39,0,0,,,,,
,Dhubri,3218,"(Dhubri | 3218), (Gauripur | 0),
(Golakganj | 0), (South Salmara
Part | 0), (Bilasipara | 0), (Athani |
0), (Chapar | 0), (Agamoni | 0)",1044,1309,865,0,0,,,,,
,"Dibrugar
h",1738,"(Moran | 299), (Naharkatia | 124),
(Chabua | 0), (Dibrugarh West |
632), (Tingkhong | 142),
(Dibrugarh East | 0), (Tengakhat |
541)",679,678,381,0,0,,,,,
,"Goalpar
a",3491,"(Matia | 1379), (Lakhipur | 0),
(Balijana | 2112), (Rongjuli | 0)",962,1473,1056,0,0,,,,,
,"Golagha
t",3960,"(Khumtai | 0), (Bokakhat | 3960),
(Dergaon | 0)",1808,1705,447,0,0,,,,,
,"Hailakan
di",426,"(Hailakandi | 0), (Algapur | 426),
(Katlicherra | 0), (Lala | 0)",245,105,76,0,0,,,,,
,Hojai,0,(Doboka | 0),0,0,0,0,0,,,,,
,Jorhat,0,"(Jorhat East | 0), (Teok | 0),
(Jorhat West | 0)",0,0,0,0,0,,,,,
,Kamrup,1113,"(Kamalpur | 0), (Chamaria | 0),
(North Ghy | 0), (Nagarbera | 0),
(Rangia | 0), (Hajo | 953),
(Palashbari | 160), (Goroimari | 0)",445,545,123,0,0,,,,,
,"Kamrup
(M)",0,"(Chandrapur | 0), (Sonapur | 0),
(Azara | 0)",0,0,0,0,0,,,,,
,"Karbi
Anglong
West",0,(Donkamokam | 0),0,0,0,0,0,,,,,
,"Karimga
nj",3108,"(Patherkandi | 0), (Badarpur |
284), (Karimganj | 2393),
(Nilambazar | 431)",1271,1059,778,0,0,,,,,
,"Kokrajh
ar",0,"(Kokrajhar | 0), (Dotma | 0),
(Bagribari | 0)",0,0,0,0,0,,,,,
,"Lakhimp
ur",0,"(Subansiri | 0), (Bihpuria | 0),
(Kadam | 0), (North Lakhimpur |
0), (Narayanpur | 0)",0,0,0,0,0,,,,,
,Majuli,24,"(Ujani Majuli | 0), (Majuli | 24)",8,5,11,0,0,,,,,
,"Morigao
n",0,"(Morigaon | 0), (Bhuragaon | 0),
(Laharighat | 0), (Mayong | 0)",0,0,0,0,0,,,,,
,Nagaon,6984,"(Samaguri | 496), (Dhing | 55),
(Kampur | 0), (Kaliabor | 3957),
(Raha | 512), (Nagaon | 1964)",2847,2459,1678,0,0,,,,,
,Nalbari,0,(Barkhetri | 0),0,0,0,0,0,,,,,
,"Sivasaga
r",3660,"(Sivsagar | 678), (Demow | 2982),
(Sonari RC part | 0), (Nazira | 0)",1514,1478,668,0,0,,,,,
,Sonitpur,0,"(Tezpur | 0), (Thelamara | 0),
(Dhekiajuli | 0)",0,0,0,0,0,,,,,
,"South
Salmara",0,"(Mankachar | 0), (South Salmara |
0)",0,0,0,0,0,,,,,
,Tinsukia,1911,"(Tinsukia | 0), (Margherita |
1911), (Sadiya | 0)",659,761,491,0,0,,,,,
,Udalguri,0,(Khairabari | 0),0,0,0,0,0,,,,,
,Total,48021,,18816,18609,10596,0,0,,,,,
,District,Total,Revenue Circlewise,Male,Female,Children,Animals,,,,,,
"Non
Camp
Inmates
in Relief
Distributi
on
Centers",,,,,,,Big,Small,Poultry,,,,
,Barpeta,173,"(Baghbar | 173), (Barpeta | 0),
(Chenga | 0), (Kalgachia | 0)",65,66,42,25194,13202,0,,,,
,"Biswana
th",0,(Halem | 0),0,0,0,5058,3365,360,,,,
,"Bongaig
aon",0,(Srijangram | 0),0,0,0,0,0,0,,,,
,Cachar,9160,"(Silchar | 0), (Katigorah | 9160),
(Sonai | 0)",3229,2571,3360,0,0,0,,,,
,"Charaid
eo",2992,"(Mahmora | 0), (Sapekhati | 0),
(Sonari | 2992)",1526,1286,180,5090,4075,9175,,,,
,Chirang,0,(Bijni | 0),0,0,0,0,0,0,,,,
,Darrang,6002,"(Patharighat | 0), (Dalgaon |
6002), (Mangaldoi | 0), (Sipajhar |
0), (Pub-Mangaldai | 0)",2500,2401,1101,26200,5080,0,,,,
,Dhemaji,947,"(Dhemaji | 947), (Gogamukh | 0),
(Sissiborgaon | 0), (Jonai | 0)",388,388,171,6304,2516,0,,,,
,Dhubri,0,"(Dhubri | 0), (Gauripur | 0),
(Golakganj | 0), (South Salmara
Part | 0), (Bilasipara | 0), (Athani |
0), (Chapar | 0), (Agamoni | 0)",0,0,0,0,0,0,,,,
,"Dibrugar
h",530,"(Moran | 0), (Naharkatia | 530),
(Chabua | 0), (Dibrugarh West |
0), (Tingkhong | 0), (Dibrugarh
East | 0), (Tengakhat | 0)",167,133,230,18732,9521,0,,,,
,"Goalpar
a",0,"(Matia | 0), (Lakhipur | 0),
(Balijana | 0), (Rongjuli | 0)",0,0,0,9500,3800,0,,,,
,"Golagha
t",2015,"(Khumtai | 0), (Bokakhat | 2015),
(Dergaon | 0)",745,680,590,2697,1526,0,,,,
,"Hailakan
di",5350,"(Hailakandi | 0), (Algapur | 5350),
(Katlicherra | 0), (Lala | 0)",2965,1900,485,0,0,0,,,,
,Hojai,0,(Doboka | 0),0,0,0,0,0,0,,,,
,Jorhat,0,"(Jorhat East | 0), (Teok | 0),
(Jorhat West | 0)",0,0,0,0,0,0,,,,
,Kamrup,5031,"(Kamalpur | 0), (Chamaria | 0),
(North Ghy | 0), (Nagarbera | 0),
(Rangia | 0), (Hajo | 0),
(Palashbari | 5031), (Goroimari |
0)",1865,1665,1501,131,407,0,,,,
,"Kamrup
(M)",0,"(Chandrapur | 0), (Sonapur | 0),
(Azara | 0)",0,0,0,0,0,0,,,,
,"Karbi
Anglong
West",0,(Donkamokam | 0),0,0,0,0,0,0,,,,
,"Karimga
nj",0,"(Patherkandi | 0), (Badarpur | 0),
(Karimganj | 0), (Nilambazar | 0)",0,0,0,0,0,0,,,,
,"Kokrajh
ar",0,"(Kokrajhar | 0), (Dotma | 0),
(Bagribari | 0)",0,0,0,5961,2954,0,,,,
,"Lakhimp
ur",1734,"(Subansiri | 1734), (Bihpuria | 0),
(Kadam | 0), (North Lakhimpur |
0), (Narayanpur | 0)",695,609,430,11858,6160,0,,,,
,Majuli,24803,"(Ujani Majuli | 0), (Majuli | 24803)",8973,8266,7564,655,683,0,,,,
,"Morigao
n",11023,"(Morigaon | 0), (Bhuragaon | 0),
(Laharighat | 11023), (Mayong |
0)",4011,3783,3229,6600,7098,0,,,,
