0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 27-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 27-06-2024,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,Kushiyara (Karimganj),,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
District Affected,No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,7,"Kamrup, Karimganj, Cachar, Darrang, Barpeta, Lakhimpur, Dhemaji",,,,,,,,,,
"No. Of Revenue
Circles Affected",15,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Barpeta,1,Sarthebari,,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,1,Patharighat,,,,,,,,,
,Dhemaji,1,Dhemaji,,,,,,,,,
,Kamrup,5,"Rangia, Kamalpur, North Ghy, Hajo, Kayan",,,,,,,,,
,Karimganj,5,"Badarpur, Patherkandi, Nilambazar, RK Nagar, Karimganj",,,,,,,,,
,Lakhimpur,1,North Lakhimpur,,,,,,,,,
,Total,15,,,,,,,,,,
Villages Affected,District,Total,Revenue Circle,,,,,,,,,
,Kamrup,184,"(Rangia | 19), (Kamalpur | 79), (North Ghy | 24), (Hajo | 34), (Kayan | 28)",,,,,,,,,
,Karimganj,135,"(Badarpur | 5), (Patherkandi | 1), (Nilambazar | 58), (RK Nagar | 54), (Karimganj | 17)",,,,,,,,,
,Cachar,63,(Katigorah | 63),,,,,,,,,
,Lakhimpur,10,"(Subansiri | 1), (North Lakhimpur | 9)",,,,,,,,,
,Darrang,4,(Patharighat | 4),,,,,,,,,
,Barpeta,21,"(Barpeta | 1), (Sarthebari | 19), (Barnagar | 1)",,,,,,,,,
,Dhemaji,2,(Dhemaji | 2),,,,,,,,,
,Total,419,,,,,,,,,,
"Population And
Crop Area
Affected",District,Male,Female,Children,Total,Total Crop Area,,Population and Crop Area Details,,,,
,,,,,Population,,,,,,,
,Barpeta,0,0,0,0,0,,"(Barpeta | Population Affected: 0 | Crop Area: 0),
(Sarthebari | Population Affected: 0 | Crop Area: 0),
(Barnagar | Population Affected: 0 | Crop Area: 0)",,,,
,Bongaigaon,0,0,0,0,0,,(Bongaigaon | Population Affected: 0 | Crop Area: 0),,,,
,Cachar,27850,28670,18350,74870,0,,(Katigorah | Population Affected: 74870 | Crop Area: 0),,,,
,Darrang,123,101,44,268,0,,(Patharighat | Population Affected: 268 | Crop Area: 0),,,,
,Dhemaji,360,347,133,840,0,,(Dhemaji | Population Affected: 840 | Crop Area: 0),,,,
,Kamrup,221,131,44,396,606.57,,"(Rangia | Population Affected: 0 | Crop Area: 102),
(Kamalpur | Population Affected: 366 | Crop Area:
222.07), (North Ghy | Population Affected: 30 | Crop Area:
77), (Hajo | Population Affected: 0 | Crop Area: 198),
(Kayan | Population Affected: 0 | Crop Area: 7.5)",,,,
,Karimganj,14475,14190,10518,39183,0,,"(Badarpur | Population Affected: 2316 | Crop Area: 0),
(Patherkandi | Population Affected: 648 | Crop Area: 0),
(Nilambazar | Population Affected: 12146 | Crop Area: 0),
(RK Nagar | Population Affected: 5964 | Crop Area: 0),
(Karimganj | Population Affected: 18109 | Crop Area: 0)",,,,
,Lakhimpur,0,0,0,0,87,,"(Subansiri | Population Affected: 0 | Crop Area: 0), (North
Lakhimpur | Population Affected: 0 | Crop Area: 87)",,,,
,Udalguri,0,0,0,0,0,,(Khairabari | Population Affected: 0 | Crop Area: 0),,,,
,Total,43029,43439,29089,115557,693.57,,,,,,
"Relief Camps /
Centres Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,
,Barpeta,0,"0 (Barpeta | 0), (Sarthebari | 0), (Barnagar | 0)",,,,"0 (Barpeta | 0), (Sarthebari | 0), (Barnagar | 0)",,,,,
,Bongaigaon,0,0 (Bongaigaon | 0),,,,0 (Bongaigaon | 0),,,,,
,Cachar,3,3 (Katigorah | 3),,,,0 (Katigorah | 0),,,,,
,Darrang,0,0 (Patharighat | 0),,,,0 (Patharighat | 0),,,,,
,Dhemaji,0,0 (Dhemaji | 0),,,,0 (Dhemaji | 0),,,,,
,Kamrup,7,"2 (Rangia | 0), (Kamalpur | 1), (North Ghy | 1),
(Hajo | 0), (Kayan | 0)",,,,"5 (Rangia | 1), (Kamalpur | 2), (North Ghy | 0), (Hajo | 0), (Kayan | 2)",,,,,
