0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 06-07-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 06-07-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger
Level (as per
CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,"Brahmaputra (Neamatighat), Brahmaputra (Tezpur), Brahmaputra (Dhubri), Brahmaputra
(Goalpara), Burhidihing (Chenimari(Khowang)), Dikhou (Sivasagar), Disang
(Nanglamuraghat), Dhansiri (S) (Numaligarh), Jia-Bharali (Nt Road Crossing), Kopili
(Dharamtul), Sankosh (Golokganj), Barak (A P Ghat), Barak (B P Ghat), Kushiyara
(Karimganj)",,,,,,,,
,Rivers flowing above highest flood level,,,Nil,,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,29,"Dhubri, Cachar, Hailakandi, Kamrup, Goalpara, Charaideo, Biswanath, Barpeta, Nalbari, Bongaigaon, Dibrugarh, Golaghat, Hojai, Lakhimpur,
Dhemaji, South Salmara, Nagaon, Morigaon, Karimganj, Chirang, Kokrajhar, Darrang, Sivasagar, Jorhat, Sonitpur, Karbi Anglong, Tinsukia,
Majuli, Kamrup (M)",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",107,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Barpeta,4,"Chenga, Kalgachia, Baghbar, Barpeta",,,,,,,,,
,Biswanath,3,"Gohpur, Halem, Biswanath",,,,,,,,,
,Bongaigaon,2,"Srijangram, Boitamari",,,,,,,,,
,Cachar,3,"Silchar, Sonai, Katigorah",,,,,,,,,
,Charaideo,3,"Mahmora, Sapekhati, Sonari",,,,,,,,,
,Chirang,2,"Bijni, Bengtal",,,,,,,,,
,Darrang,4,"Dalgaon, Pub-Mangaldai, Sipajhar, Mangaldoi",,,,,,,,,
,Dhemaji,4,"Sissiborgaon, Gogamukh, Jonai, Dhemaji",,,,,,,,,
,Dhubri,8,"Dhubri, Gauripur, Bilasipara, Chapar, Athani, Agamoni, Golakganj, South Salmara Part",,,,,,,,,
,Dibrugarh,7,"Tingkhong, Tengakhat, Dibrugarh West, Moran, Naharkatia, Chabua, Dibrugarh East",,,,,,,,,
,Goalpara,4,"Matia, Lakhipur, Rongjuli, Balijana",,,,,,,,,
,Golaghat,4,"Khumtai, Bokakhat, Dergaon, Sarupathar",,,,,,,,,
,Hailakandi,3,"Lala, Hailakandi, Algapur",,,,,,,,,
,Hojai,3,"Doboka, Lanka, Hojai",,,,,,,,,
,Jorhat,3,"Teok, Jorhat West, Jorhat East",,,,,,,,,
,Kamrup,8,"Chamaria, Kamalpur, Nagarbera, North Ghy, Hajo, Palashbari, Rangia, Goroimari",,,,,,,,,
,"Kamrup
(M)",4,"Chandrapur, Azara, Sonapur, Dispur",,,,,,,,,
,"Karbi
Anglong",1,Phuloni,,,,,,,,,
