0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 21-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 21-06-2024,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,"Kopili (Kampur), Kopili (Dharamtul), Barak (B P Ghat), Kushiyara (Karimganj)",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
District Affected,No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,19,"Kamrup, Tamulpur, Hailakandi, Udalguri, Hojai, Dhubri, Barpeta, Biswanath, Nalbari, Bongaigaon, Baksa, Karimganj, South Salmara,
Goalpara, Darrang, Bajali, Nagaon, Cachar, Kamrup (M)",,,,,,,,,,
"No. Of Revenue
Circles Affected",50,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Bajali,2,"Bajali, Sarupeta",,,,,,,,,
,Baksa,1,Jalah,,,,,,,,,
,Barpeta,1,Sarthebari,,,,,,,,,
,Biswanath,2,"Halem, Gohpur",,,,,,,,,
,Bongaigaon,3,"Srijangram, Bongaigaon, Boitamari",,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,5,"Dalgaon, Patharighat, Sipajhar, Pub-Mangaldai, Mangaldoi",,,,,,,,,
,Dhubri,1,Chapar,,,,,,,,,
,Goalpara,5,"Lakhipur, Rongjuli, Balijana, Dudhnoi, Matia",,,,,,,,,
,Hailakandi,2,"Algapur, Hailakandi",,,,,,,,,
,Hojai,3,"Doboka, Hojai, Lanka",,,,,,,,,
,Kamrup,6,"Rangia, Boko, Kayan, Hajo, North Ghy, Kamalpur",,,,,,,,,
,Kamrup (M),1,Azara,,,,,,,,,
,Karimganj,5,"Nilambazar, Badarpur, Karimganj, Patherkandi, RK Nagar",,,,,,,,,
,Nagaon,2,"Raha, Kampur",,,,,,,,,
,Nalbari,5,"Banekuchi, Ghograpar, Barbhag, Tihu, Paschim Nalbari",,,,,,,,,
,South Salmara,1,Mankachar,,,,,,,,,
,Tamulpur,2,"Tamulpur, Goreswar",,,,,,,,,
,Udalguri,2,"Khairabari, Harisinga",,,,,,,,,
,Total,50,,,,,,,,,,
Villages Affected,District,Total,Revenue Circle,,,,,,,,,
,Kamrup,296,"(Rangia | 83), (Boko | 60), (Kayan | 26), (Hajo | 25), (North Ghy | 18), (Kamalpur | 84)",,,,,,,,,
,Tamulpur,28,"(Tamulpur | 5), (Goreswar | 23)",,,,,,,,,
,Hailakandi,11,"(Algapur | 6), (Hailakandi | 5)",,,,,,,,,
,Udalguri,27,"(Khairabari | 23), (Mazbat | 1), (Harisinga | 2), (Kalaigaon | 1)",,,,,,,,,
,Hojai,18,"(Doboka | 9), (Hojai | 5), (Lanka | 4)",,,,,,,,,
,Dhubri,1,(Chapar | 1),,,,,,,,,
,Barpeta,54,(Sarthebari | 54),,,,,,,,,
,Biswanath,11,"(Halem | 10), (Gohpur | 1)",,,,,,,,,
,Nalbari,84,"(Banekuchi | 3), (Ghograpar | 38), (Barbhag | 12), (Tihu | 21), (Paschim Nalbari | 10)",,,,,,,,,
,Bongaigaon,139,"(Srijangram | 82), (Bongaigaon | 16), (Boitamari | 41)",,,,,,,,,
,Baksa,5,(Jalah | 5),,,,,,,,,
,Karimganj,280,"(Nilambazar | 106), (Badarpur | 23), (Karimganj | 54), (Patherkandi | 26), (RK Nagar | 71)",,,,,,,,,
,South Salmara,13,(Mankachar | 13),,,,,,,,,
,Goalpara,114,"(Lakhipur | 45), (Rongjuli | 4), (Balijana | 10), (Dudhnoi | 12), (Matia | 43)",,,,,,,,,
,Darrang,105,"(Dalgaon | 8), (Patharighat | 41), (Sipajhar | 29), (Pub-Mangaldai | 9), (Mangaldoi | 18)",,,,,,,,,
,Lakhimpur,4,"(Subansiri | 1), (Nowboicha | 1), (Bihpuria | 1), (Dhakuakhana | 1)",,,,,,,,,
,Bajali,49,"(Bajali | 37), (Sarupeta | 12)",,,,,,,,,
,Nagaon,44,"(Raha | 18), (Kampur | 26)",,,,,,,,,
,Cachar,36,(Katigorah | 36),,,,,,,,,
