0,1,2,3,4,5,6,7,8,9,10,11,12,13
Nagaon,30507,25774,19731,76012,15531.5,,,,,,,,
Nalbari,8130,7340,8650,24120,115,,,,,,,,
Sivasagar,19497,18828,8699,47024,903,,,,,,,,
Tamulpur,0,0,0,0,0,,,,,,,,
,Tinsukia,0,0,0,0,0,,,,,,,
,Total,244629,204531,148444,597604,25367.61,,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,,,,,,,,,,,,,
,Barpeta,0,0 (Barpeta | 0),,,,,,,,,,
,Biswanath,0,0 (Halem | 0),,,,,,,,,,
,Cachar,37,"25 (Silchar | 21), (Katigorah | 4), (Sonai | 0),
(Udharbond | 0)",,,,,,,,,,
,Charaideo,0,0 (Mahmora | 0),,,,,,,,,,
,Chirang,1,1 (Bijni | 1),,,,,,,,,,
,Darrang,0,"0 (Dalgaon | 0), (Pub-Mangaldai | 0), (Mangaldoi | 0)",,,,,,,,,,
,Dhemaji,1,"1 (Sissiborgaon | 0), (Jonai | 1), (Dhemaji | 0)",,,,,,,,,,
,Dhubri,4,"3 (South Salmara Part | 0), (Athani | 0), (Dhubri | 3)",,,,,,,,,,
,Dibrugarh,9,"8 (Tingkhong | 0), (Dibrugarh West | 2), (Moran | 5),
(Tengakhat | 1)",,,,,,,,,,
,Goalpara,10,"10 (Lakhipur | 0), (Balijana | 10)",,,,,,,,,,
,Golaghat,10,"5 (Khumtai | 0), (Bokakhat | 5), (Dergaon | 0)",,,,,,,,,,
,Hailakandi,0,"0 (Lala | 0), (Hailakandi | 0), (Katlicherra | 0),
(Algapur | 0)",,,,,,,,,,
,Hojai,0,0 (Doboka | 0),,,,,,,,,,
,Jorhat,0,"0 (Jorhat West | 0), (Jorhat East | 0), (Teok | 0)",,,,,,,,,,
,Kamrup,6,"6 (Palashbari | 0), (Rangia | 0), (Kamalpur | 0),
(Chamaria | 0), (North Ghy | 0), (Goroimari | 0),
(Nagarbera | 0), (Hajo | 6)",,,,,,,,,,
,"Kamrup
(M)",0,"0 (Sonapur | 0), (Chandrapur | 0)",,,,,,,,,,
,Karimganj,31,"31 (Karimganj | 18), (Nilambazar | 12), (Badarpur |
1), (RK Nagar | 0)",,,,,,,,,,
,Majuli,2,"0 (Ujani Majuli | 0), (Majuli | 0)",,,,,,,,,,
,Morigaon,1,"0 (Morigaon | 0), (Mayong | 0), (Laharighat | 0),
(Bhuragaon | 0)",,,,,,,,,,
,Nagaon,40,"24 (Nagaon | 10), (Samaguri | 2), (Kaliabor | 11),
(Raha | 1)",,,,,,,,,,
,Nalbari,0,0 (Barkhetri | 0),,,,,,,,,,
,Sivasagar,20,"20 (Sivsagar | 0), (Demow | 20), (Nazira | 0), (Sonari
RC part | 0)",,,,,,,,,,
,Tamulpur,0,0 (Goreswar | 0),,,,,,,,,,
,Tinsukia,0,"0 (Tinsukia |
0)",,,,,,,,,,
,Total,172,134,,,,38,,,,,,
,District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,,,,,,,,,,,,,
,Barpeta,0,(Barpeta | 0),,,0,0,0,0,,,,
,Biswanath,0,(Halem | 0),,,0,0,0,0,,,,
,Cachar,11644,"(Silchar | 11344), (Katigorah | 300),
(Sonai | 0), (Udharbond | 0)",,,4915,4637,2092,0,,,,
,Charaideo,0,(Mahmora | 0),,,0,0,0,0,,,,
,Chirang,83,(Bijni | 83),,,24,32,27,0,,,,
,Darrang,0,"(Dalgaon | 0), (Pub-Mangaldai | 0),
(Mangaldoi | 0)",,,0,0,0,0,,,,
,Dhemaji,104,"(Sissiborgaon | 0), (Jonai | 104),
(Dhemaji | 0)",,,29,33,42,0,,,,
,Dhubri,1702,"(South Salmara Part | 0), (Athani | 0),
(Dhubri | 1702)",,,627,694,381,0,,,,
,Dibrugarh,540,"(Tingkhong | 0), (Dibrugarh West |
213), (Moran | 316), (Tengakhat | 11)",,,242,187,111,0,,,,
,Goalpara,1494,"(Lakhipur | 0), (Balijana | 1494)",,,282,818,394,0,,,,
,Golaghat,417,"(Khumtai | 0), (Bokakhat | 417),
(Dergaon | 0)",,,163,183,71,0,,,,
,Hailakandi,0,"(Lala | 0), (Hailakandi | 0), (Katlicherra |
0), (Algapur | 0)",,,0,0,0,0,,,,
,Hojai,0,(Doboka | 0),,,0,0,0,0,,,,
,Jorhat,0,"(Jorhat West | 0), (Jorhat East | 0),
(Teok | 0)",,,0,0,0,0,,,,
,Kamrup,410,"(Palashbari | 0), (Rangia | 0), (Kamalpur
| 0), (Chamaria | 0), (North Ghy | 0),
(Goroimari | 0), (Nagarbera | 0), (Hajo |
410)",,,165,208,37,0,,,,
,"Kamrup
(M)",0,"(Sonapur | 0), (Chandrapur | 0)",,,0,0,0,0,,,,
,Karimganj,2724,"(Karimganj | 2357), (Nilambazar | 267),
(Badarpur | 100), (RK Nagar | 0)",,,1083,866,775,0,,,,
,Majuli,0,"(Ujani Majuli | 0), (Majuli | 0)",,,0,0,0,0,,,,
,Morigaon,0,"(Morigaon | 0), (Mayong | 0),
(Laharighat | 0), (Bhuragaon | 0)",,,0,0,0,0,,,,
,Nagaon,7353,"(Nagaon | 2559), (Samaguri | 549),
(Kaliabor | 4132), (Raha | 113)",,,2991,2632,1730,0,,,,
,Nalbari,0,(Barkhetri | 0),,,0,0,0,0,,,,
,Sivasagar,3592,"(Sivsagar | 0), (Demow | 3592), (Nazira
| 0), (Sonari RC part | 0)",,,1506,1451,635,0,,,,
,Tamulpur,0,(Goreswar | 0),,,0,0,0,0,,,,
,Tinsukia,0,(Tinsukia | 0),,,0,0,0,0,,,,
,Total,30063,,,,12027,11741,6295,0,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,,,,,,,,,,,,,
,Barpeta,0,(Barpeta | 0),,,0,0,0,0,0,,,
,Biswanath,0,(Halem | 0),,,0,0,0,0,0,,,
,Cachar,11400,"(Silchar | 0), (Katigorah | 11400), (Sonai
| 0), (Udharbond | 0)",,,3850,3850,3700,0,0,,,
,Charaideo,0,(Mahmora | 0),,,0,0,0,0,0,,,
,Chirang,0,(Bijni | 0),,,0,0,0,0,0,,,
,Darrang,0,"(Dalgaon | 0), (Pub-Mangaldai | 0),
(Mangaldoi | 0)",,,0,0,0,0,0,,,
,Dhemaji,0,"(Sissiborgaon | 0), (Jonai | 0), (Dhemaji
| 0)",,,0,0,0,0,0,,,
,Dhubri,0,"(South Salmara Part | 0), (Athani | 0),
(Dhubri | 0)",,,0,0,0,884,315,,,
,Dibrugarh,1379,"(Tingkhong | 0), (Dibrugarh West |
1379), (Moran | 0), (Tengakhat | 0)",,,714,454,211,0,0,,,
,Goalpara,0,"(Lakhipur | 0), (Balijana | 0)",,,0,0,0,0,0,,,
,Golaghat,9111,"(Khumtai | 0), (Bokakhat | 9111),
(Dergaon | 0)",,,3475,2696,2940,486,339,,,
,Hailakandi,0,"(Lala | 0), (Hailakandi | 0), (Katlicherra |
0), (Algapur | 0)",,,0,0,0,0,0,,,
,Hojai,0,(Doboka | 0),,,0,0,0,0,0,,,
,Jorhat,0,"(Jorhat West | 0), (Jorhat East | 0),
(Teok | 0)",,,0,0,0,0,0,,,
,Kamrup,0,"(Palashbari | 0), (Rangia | 0), (Kamalpur
| 0), (Chamaria | 0), (North Ghy | 0),
(Goroimari | 0), (Nagarbera | 0), (Hajo |
0)",,,0,0,0,0,0,,,
,"Kamrup
(M)",0,"(Sonapur | 0), (Chandrapur | 0)",,,0,0,0,0,0,,,
,Karimganj,0,"(Karimganj | 0), (Nilambazar | 0),
(Badarpur | 0), (RK Nagar | 0)",,,0,0,0,0,0,,,
,Majuli,68,"(Ujani Majuli | 68), (Majuli | 0)",,,0,0,68,0,0,,,
,Morigaon,0,"(Morigaon | 0), (Mayong | 0),
(Laharighat | 0), (Bhuragaon | 0)",,,0,0,0,0,0,,,
,Nagaon,6795,"(Nagaon | 0), (Samaguri | 1642),
(Kaliabor | 5153), (Raha | 0)",,,2912,2735,1148,0,0,,,
,Nalbari,0,(Barkhetri | 0),,,0,0,0,0,0,,,
,Sivasagar,0,"(Sivsagar | 0), (Demow | 0), (Nazira | 0),
(Sonari RC part | 0)",,,0,0,0,0,0,,,
,Tamulpur,0,(Goreswar | 0),,,0,0,0,0,0,,,
,Tinsukia,0,(Tinsukia | 0),,,0,0,0,0,0,,,
,Total,28753,,,,10951,9735,8067,1370,654,0,,
"Human Lives
Lost -
Confirmed",District,Total,Flood Death,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,,Drowning,,,Male,Female,,,,,
,,,,(Non,,,,,,,,,
,,,,Flood),,,,,,,,,
,,,,,,,,,,,,,
,Cachar,0,0,0,0,0,0,0,0,,,,
,Nalbari,0,0,0,0,0,0,0,0,,,,
,Kamrup,0,0,0,0,0,0,0,0,,,,
,Golaghat,0,0,0,0,0,0,0,0,,,,
,Morigaon,0,0,0,0,0,0,0,0,,,,
,Chirang,0,0,0,0,0,0,0,0,,,,
,Dibrugarh,0,0,0,0,0,0,0,0,,,,
,Hailakandi,0,0,0,0,0,0,0,0,,,,
,Dhubri,0,0,0,0,0,0,0,0,,,,
,Tinsukia,0,0,0,0,0,0,0,0,,,,
,Goalpara,0,0,0,0,0,0,0,0,,,,
,Nagaon,0,0,0,0,0,0,0,0,,,,
,Hojai,0,0,0,0,0,0,0,0,,,,
,Karimganj,2,2,0,1,0,1,0,0,,,,
,"Kamrup
(M)",0,0,0,0,0,0,0,0,,,,
,Tamulpur,0,0,0,0,0,0,0,0,,,,
,Dhemaji,0,0,0,0,0,0,0,0,,,,
,Majuli,0,0,0,0,0,0,0,0,,,,
,Barpeta,0,0,0,0,0,0,0,0,,,,
,Darrang,0,0,0,0,0,0,0,0,,,,
,Sivasagar,0,0,0,0,0,0,0,0,,,,
,Jorhat,0,0,0,0,0,0,0,0,,,,
,Biswanath,0,0,0,0,0,0,0,0,,,,
,Charaideo,0,0,0,0,0,0,0,0,,,,
,Total,2,2,0,1,0,1,0,0,,,,
,District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,,,,,,,,,,,,,
,Cachar,0,0,0,0,0,0,,,,,,
,Nalbari,0,0,0,0,0,0,,,,,,
,Kamrup,0,0,0,0,0,0,,,,,,
,Golaghat,0,0,0,0,0,0,,,,,,
,Morigaon,0,0,0,0,0,0,,,,,,
,Chirang,0,0,0,0,0,0,,,,,,
,Dibrugarh,0,0,0,0,0,0,,,,,,
,Hailakandi,0,0,0,0,0,0,,,,,,
,Dhubri,0,0,0,0,0,0,,,,,,
,Tinsukia,0,0,0,0,0,0,,,,,,
,Goalpara,0,0,0,0,0,0,,,,,,
,Nagaon,0,0,0,0,0,0,,,,,,
,Hojai,0,0,0,0,0,0,,,,,,
,Karimganj,0,0,0,0,0,0,,,,,,
,"Kamrup
(M)",0,0,0,0,0,0,,,,,,
,Tamulpur,0,0,0,0,0,0,,,,,,
,Dhemaji,0,0,0,0,0,0,,,,,,
,Majuli,0,0,0,0,0,0,,,,,,
,Barpeta,0,0,0,0,0,0,,,,,,
,Darrang,0,0,0,0,0,0,,,,,,
,Sivasagar,0,0,0,0,0,0,,,,,,
,Jorhat,0,0,0,0,0,0,,,,,,
,Biswanath,0,0,0,0,0,0,,,,,,
,Charaideo,0,0,0,0,0,0,,,,,,
,Total,0,0,0,0,0,0,,,,,,
"Animals
Affected",District,Total,Big,Small,Poultry,,,,,,,,
,,,,,,,,,,,,,
,Barpeta,0,0,0,,,,,,,,,
,Biswanath,0,0,0,,,,,,,,,
,Cachar,0,0,0,,,,,,,,,
,Charaideo,0,0,0,,,,,,,,,
,Chirang,0,0,0,,,,,,,,,
,Darrang,0,0,0,,,,,,,,,
,Dhemaji,23433,15941,7492,,,,,,,,,
,Dhubri,33839,20194,13645,,,,,,,,,
,Dibrugarh,0,0,0,,,,,,,,,
,Goalpara,64644,39512,15898,,,,,,,,,
,Golaghat,825,486,339,,,,,,,,,
,Hailakandi,0,0,0,,,,,,,,,
,Hojai,0,0,0,,,,,,,,,
,Jorhat,0,0,0,,,,,,,,,
,Kamrup,0,0,0,,,,,,,,,
,"Kamrup
(M)",13500,8000,5500,,,,,,,,,
,Karimganj,0,0,0,,,,,,,,,
,Majuli,0,0,0,,,,,,,,,
,Morigaon,29319,9531,7116,,,,,,,,,
,Nagaon,36185,21351,8257,,,,,,,,,
,Nalbari,41370,26380,14990,,,,,,,,,
,Sivasagar,40597,32456,7865,,,,,,,,,
,Tamulpur,0,0,0,,,,,,,,,
,Tinsukia,0,0,0,,,,,,,,,
,Total,283712,173851,81102,28759,,,,,,,,
,District,Total,Big,Small,Poultry,,,,,,,,
,,,,,,,,,,,,,
,Barpeta,0,0,0,,,,,,,,,
,Biswanath,0,0,0,,,,,,,,,
,Cachar,3,3,0,,,,,,,,,
,Charaideo,0,0,0,,,,,,,,,
,Chirang,0,0,0,,,,,,,,,
,Darrang,0,0,0,,,,,,,,,
,Dhemaji,0,0,0,,,,,,,,,
,Dhubri,0,0,0,,,,,,,,,
,Dibrugarh,0,0,0,,,,,,,,,
,Goalpara,0,0,0,,,,,,,,,
,Golaghat,0,0,0,,,,,,,,,
,Hailakandi,0,0,0,,,,,,,,,
,Hojai,0,0,0,,,,,,,,,
,Jorhat,0,0,0,,,,,,,,,
,Kamrup,0,0,0,,,,,,,,,
,"Kamrup
(M)",0,0,0,,,,,,,,,
,Karimganj,7,1,6,,,,,,,,,
,Majuli,0,0,0,,,,,,,,,
,Morigaon,0,0,0,,,,,,,,,
,Nagaon,222,3,6,,,,,,,,,
,Nalbari,0,0,0,,,,,,,,,
,Sivasagar,0,0,0,,,,,,,,,
,Tamulpur,0,0,0,,,,,,,,,
,Tinsukia,0,0,0,,,,,,,,,
,Total,232,7,12,213,,,,,,,,
"Houses
Damaged",District,Fully,Fully Pukka,Fully Total,,Partially,Partially Pukka,Partially Total,,,,,
,,Kuccha,,,,Kuccha,,,,,,,
,,,,,,,,,,,,,
,Cachar,0,0,0,,0,0,,,,,,
,Nalbari,0,0,0,,0,0,,,,,,
,Kamrup,0,0,0,,0,0,,,,,,
,Golaghat,0,0,0,,0,0,,,,,,
,Morigaon,0,0,0,,0,0,,,,,,
,Chirang,4,0,4,,30,0,,,,,,
,Dibrugarh,0,0,0,,0,0,,,,,,
,Hailakandi,0,0,0,,0,0,,,,,,
,Dhubri,0,0,0,,0,0,,,,,,
,Tinsukia,0,0,0,,0,0,,,,,,
,Goalpara,0,0,0,,0,0,,,,,,
,Nagaon,0,0,0,,0,0,,,,,,
,Hojai,0,0,0,,0,0,,,,,,
,Karimganj,157,0,157,,5264,1316,,,,,,
,"Kamrup
(M)",0,0,0,,0,0,,,,,,
,Tamulpur,0,0,0,,0,0,,,,,,
,Dhemaji,0,0,0,,0,0,,,,,,
,Majuli,0,0,0,,0,0,,,,,,
,Barpeta,0,0,0,,0,0,,,,,,
,Darrang,0,0,0,,0,0,,,,,,
,Sivasagar,0,0,0,,21,2,,,,,,
,Jorhat,0,0,0,,0,0,,,,,,
,Biswanath,0,0,0,,0,0,,,,,,
,Charaideo,0,0,0,,30,0,,,,,,
,Total,161,0,161,,5345,1318,6663,,,,,
,District,Others Huts,,,Others Cattle Shed,,,Others Total,,,,,
,,,,,,,,,,,,,
,Cachar,0,,,0,,,,,,,,
,Nalbari,0,,,0,,,,,,,,
,Kamrup,0,,,0,,,,,,,,
,Golaghat,0,,,0,,,,,,,,
,Morigaon,0,,,0,,,,,,,,
,Chirang,0,,,10,,,,,,,,
,Dibrugarh,0,,,0,,,,,,,,
,Hailakandi,0,,,0,,,,,,,,
,Dhubri,0,,,0,,,,,,,,
,Tinsukia,0,,,0,,,,,,,,
,Goalpara,0,,,0,,,,,,,,
,Nagaon,0,,,0,,,,,,,,
,Hojai,0,,,0,,,,,,,,
,Karimganj,0,,,0,,,,,,,,
,"Kamrup
(M)",0,,,0,,,,,,,,
,Tamulpur,0,,,0,,,,,,,,
,Dhemaji,0,,,0,,,,,,,,
,Majuli,0,,,0,,,,,,,,
,Barpeta,0,,,0,,,,,,,,
,Darrang,0,,,0,,,,,,,,
,Sivasagar,3,,,3,,,,,,,,
,Jorhat,1,,,0,,,,,,,,
,Biswanath,0,,,0,,,,,,,,
,Charaideo,0,,,0,,,,,,,,
,Total,4,,,13,,,17,,,,,
"Rescue
Operation",District,Agency,,,Other Agencies Involved,,Medical Team,Boats,Person,Animal,Helicopters,Person Evacuated,
,,,,,,,Deployed,Deployed,Evacuated,Evacuated,Deployed,By Helicopters,
,,,,,,,,,By Boats,By Boats,,,
,,,,,,,,,,,,,
,Barpeta,,,,,,0,0,0,0,0,,
,Biswanath,,,,Medical,,1,0,0,0,0,,
,Cachar,,,,,,0,0,0,0,0,,
,Charaideo,,,,,,0,0,0,0,0,,
,Chirang,,,,,,0,0,0,0,0,,
,Darrang,,,,,,0,0,0,0,0,,
,Dhemaji,,,,,,1,0,0,0,0,,
,Dhubri,Circle Office/Local Administration,,,,,1,5,0,0,0,,
,Dibrugarh,,,,Nil,,19,0,0,0,0,,
,Goalpara,,,,,,0,0,0,0,0,,
,Golaghat,,,,,,0,0,0,0,0,,
,Hailakandi,,,,,,0,0,0,0,0,,
,Hojai,,,,,,0,0,0,0,0,,
,Jorhat,,,,,,0,0,0,0,0,,
,Kamrup,,,,,,0,0,0,0,0,,
,"Kamrup
(M)",,,,,,0,0,0,0,0,,
,Karimganj,,,,,,0,0,0,0,0,,
,Majuli,,,,Nil,,1,0,0,0,0,,
,Morigaon,,,,,,0,0,0,0,0,,
,Nagaon,,,,0,,8,0,0,0,0,,
,Nalbari,,,,,,0,0,0,0,0,,
,Sivasagar,,,,,,0,0,0,0,0,,
,Tamulpur,,,,,,0,0,0,0,0,,
,Tinsukia,,,,,,0,0,0,0,0,,
,Total,,,,,,31,5,0,0,0,0,
,District,Rice (in Q),Dal (in Q),Salt (in,M. Oil (in L),Cattle Feed -,Cattle Feed -,Cattle Feed - Rice Bran (in Q),,,,,
,,,,Q),,Green,Wheat Bran (in Q),,,,,,
,,,,,,Fooder (in Q),,,,,,,
,,,,,,,,,,,,,
,Barpeta,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Biswanath,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Cachar,270.00,58.00,16.50,1650.00,0.00,985.00,,,,,,
,Charaideo,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Chirang,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Darrang,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Dhemaji,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Dhubri,0.00,0.00,0.00,0.00,0.00,89.01,,,,,,
,Dibrugarh,23.56,4.14,0.58,70.00,0.00,0.00,,,,,,
,Goalpara,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Golaghat,151.67,28.69,8.60,860.04,0.00,0.00,,,,,,
,Hailakandi,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Hojai,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Jorhat,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Kamrup,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,"Kamrup
(M)",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Karimganj,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Majuli,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Morigaon,32.83,0.00,0.00,0.00,0.00,0.00,,,,,,
,Nagaon,116.42,20.12,3.14,0.00,0.00,138.00,,,,,,
,Nalbari,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Sivasagar,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Tamulpur,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Tinsukia,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
,Total,594.48,110.95,28.82,2580.04,0,1212.01,60,,,,,
"Relief
Distributed -
Others",District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,,,
,,,,,,,,,,,,,
,Barpeta,,,,,,,,,,,,
,Biswanath,,,,,,,,,,,,
,Cachar,0.00-L,,0.00-Kg,,,,,,,,,
,Charaideo,,,,,,,,,,,,
,Chirang,,,,,,,,,,,,
,Darrang,,,,,,,,,,,,
,Dhemaji,,,,,,,,,,,,
,Dhubri,0.00-L,,0.00-Pkt,,,,,,,,,
,Dibrugarh,0.00-L,,0.00-Kg,,,,,,,,,
,Goalpara,0.00-L,,0.00-Kg,,,,,,,,,
,Golaghat,0.00-Pkt,,0.00-Pkt,,,,,,,,,
,Hailakandi,,,,,,,,,,,,
,Hojai,,,,,,,,,,,,
,Jorhat,,,,,,,,,,,,
,Kamrup,,,,,,,,,,,,
,"Kamrup
(M)",,,,,,,,,,,,
,Karimganj,,,,,,,,,,,,
,Majuli,,,,,,,,,,,,
,Morigaon,0.00-Q,,0.00-Q,,,,,,,,,
,Nagaon,869.00-L,,0.00-Kg,,,,,,,,,
,Nalbari,,,,,,,,,,,,
,Sivasagar,,,,,,,,,,,,
,Tamulpur,,,,,,,,,,,,
,Tinsukia,,,,,,,,,,,,
,District,Number,Revenue,Road Name,,Department,Village,Location,Longitude,Latitude,Remarks,,
,,,Circle,,,,,,,,,,
,,,,,,,,,,,,,
,Barpeta,0,(Barpeta | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,Biswanath,0,(Halem | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,Cachar,0,(Silchar | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Katigorah | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Sonai | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Udharbond |
0)",Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,Charaideo,0,(Mahmora | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,Chirang,0,(Bijni | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,Darrang,0,(Dalgaon | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Pub-
Mangaldai | 0)",Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Mangaldoi |
0)",Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
,Dhemaji,2,"(Sissiborgaon
| 1)","L098-NH 52 to Kamchi
Nagaon Road ( PMGSY
Package No.AS04-259 )",,PWD (Roads),KamchiGaon,"At 3rd KM, Kamchi
Nagaon",94.62,27.56,"2 nos. culvert
damages on
11.07.2024 by
flood. Population
effected is 1000.on
14-07-2024",,
,,,(Jonai | 0),Nil,,Nil,Nil,Nil,Nil,Nil,Nil,,
