0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 02-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 02-06-2024,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,"Kopili (Dharamtul), Kopili (Kampur)",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
District Affected,No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,13,"Hailakandi, Karimganj, Hojai, Dhemaji, Kamrup, Dibrugarh, Nagaon, Morigaon, Cachar, South Salmara, Karbi Anglong West, Golaghat, Dima-
Hasao",,,,,,,,,,
"No. Of Revenue
Circles Affected",28,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Cachar,5,"Lakhipur, Silchar, Udharbond, Katigorah, Sonai",,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,
,Dibrugarh,1,Chabua,,,,,,,,,
,Dima-Hasao,1,Haflong,,,,,,,,,
,Golaghat,1,Bokakhat,,,,,,,,,
,Hailakandi,4,"Lala, Katlicherra, Algapur, Hailakandi",,,,,,,,,
,Hojai,3,"Doboka, Hojai, Lanka",,,,,,,,,
,Kamrup,1,Boko,,,,,,,,,
,"Karbi
Anglong
West",1,Donkamokam,,,,,,,,,
,Karimganj,5,"Patherkandi, Nilambazar, RK Nagar, Badarpur, Karimganj",,,,,,,,,
,Morigaon,1,Morigaon,,,,,,,,,
,Nagaon,3,"Kampur, Raha, Nagaon",,,,,,,,,
,"South
Salmara",1,Mankachar,,,,,,,,,
,Total,28,,,,,,,,,,
Villages Affected,District,Total,Revenue Circle,,,,,,,,,
,Hailakandi,33,"(Lala | 10), (Katlicherra | 8), (Algapur | 5), (Hailakandi | 10)",,,,,,,,,
,Karimganj,113,"(Patherkandi | 11), (Nilambazar | 26), (RK Nagar | 66), (Badarpur | 5), (Karimganj | 5)",,,,,,,,,
,Hojai,57,"(Doboka | 21), (Hojai | 30), (Lanka | 6)",,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,
,Kamrup,2,(Boko | 2),,,,,,,,,
,Dibrugarh,1,(Chabua | 1),,,,,,,,,
