0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 28-06-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 28-06-2024,,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Nil,,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,5,"Kamrup, Dhemaji, Karimganj, Cachar, Barpeta",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",14,,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Barpeta,1,Sarthebari,,,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,,
,Dhemaji,3,"Jonai, Gogamukh, Dhemaji",,,,,,,,,,
,Kamrup,5,"North Ghy, Kayan, Kamalpur, Rangia, Hajo",,,,,,,,,,
,Karimganj,4,"Karimganj, Badarpur, Nilambazar, RK Nagar",,,,,,,,,,
,Total,14,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Kamrup,168,"(North Ghy | 24), (Kayan | 13), (Kamalpur | 75), (Rangia | 19), (Hajo | 37)",,,,,,,,,,
,Barpeta,9,(Sarthebari | 9),,,,,,,,,,
,Dhemaji,15,"(Jonai | 12), (Gogamukh | 1), (Dhemaji | 2)",,,,,,,,,,
,Karimganj,128,"(Karimganj | 12), (Badarpur | 4), (Nilambazar | 58), (RK Nagar | 54)",,,,,,,,,,
,Cachar,63,(Katigorah | 63),,,,,,,,,,
,Total,383,,,,,,,,,,,
"Population
And Crop Area
Affected",District,Male,Female,Childre,Total,Total Crop Area,,Population and Crop Area Details,,,,,
,,,,n,Populatio,,,,,,,,
,,,,,n,,,,,,,,
,Barpeta,0,0,0,0,0,,"(Barpeta | Population Affected: 0 | Crop Area: 0), (Sarthebari |
Population Affected: 0 | Crop Area: 0)",,,,,
,Bongaigaon,0,0,0,0,0,,(Bongaigaon | Population Affected: 0 | Crop Area: 0),,,,,
,Cachar,27850,28670,18350,74870,0,,(Katigorah | Population Affected: 74870 | Crop Area: 0),,,,,
,Dhemaji,1417,1340,622,3379,92.75,,"(Jonai | Population Affected: 2539 | Crop Area: 92.75), (Gogamukh |
Population Affected: 0 | Crop Area: 0), (Dhemaji | Population
Affected: 840 | Crop Area: 0)",,,,,
,Hailakandi,0,0,0,0,0,,(Hailakandi | Population Affected: 0 | Crop Area: 0),,,,,
,Kamrup,2,2,4,8,590.27,,"(North Ghy | Population Affected: 8 | Crop Area: 77), (Kayan |
Population Affected: 0 | Crop Area: 7.5), (Kamalpur | Population
Affected: 0 | Crop Area: 213.77), (Rangia | Population Affected: 0 |
Crop Area: 89), (Hajo | Population Affected: 0 | Crop Area: 203)",,,,,
,Karimganj,11892,10462,6774,29128,0,,"(Karimganj | Population Affected: 15109 | Crop Area: 0), (Badarpur |
Population Affected: 1731 | Crop Area: 0), (Nilambazar | Population
Affected: 10346 | Crop Area: 0), (RK Nagar | Population Affected:
1942 | Crop Area: 0)",,,,,
,Lakhimpur,0,0,0,0,0,,(Subansiri | Population Affected: 0 | Crop Area: 0),,,,,
,Total,41161,40474,25750,107385,683.02,,,,,,,
"Relief Camps /
Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Barpeta,0,"0 (Barpeta | 0), (Sarthebari | 0)",,,,"0 (Barpeta | 0), (Sarthebari | 0)",,,,,,
,Bongaigaon,0,0 (Bongaigaon | 0),,,,0 (Bongaigaon | 0),,,,,,
,Cachar,19,3 (Katigorah | 3),,,,16 (Katigorah | 16),,,,,,
,Dhemaji,0,"0 (Jonai | 0), (Gogamukh | 0), (Dhemaji | 0)",,,,"0 (Jonai | 0), (Gogamukh | 0), (Dhemaji | 0)",,,,,,
,Hailakandi,0,0 (Hailakandi | 0),,,,0 (Hailakandi | 0),,,,,,
,Kamrup,7,"1 (North Ghy | 1), (Kayan | 0), (Kamalpur |
0), (Rangia | 0), (Hajo | 0)",,,,"6 (North Ghy | 0), (Kayan | 0), (Kamalpur | 4), (Rangia | 0), (Hajo | 2)",,,,,,
,Karimganj,103,"96 (Karimganj | 61), (Badarpur | 9),
(Nilambazar | 14), (RK Nagar | 12)",,,,"7 (Karimganj | 0), (Badarpur | 0), (Nilambazar | 0), (RK Nagar | 7)",,,,,,
,Lakhimpur,0,0 (Subansiri | 0),,,,0 (Subansiri | 0),,,,,,
,Total,129,100,,,,29,,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Barpeta,0,"(Barpeta | 0), (Sarthebari | 0)",,,0,0,0,0,0,,,
,Bongaigaon,0,(Bongaigaon | 0),,,0,0,0,0,0,,,
,Cachar,163,(Katigorah | 163),,,66,39,58,0,0,,,
,Dhemaji,0,"(Jonai | 0), (Gogamukh | 0),
(Dhemaji | 0)",,,0,0,0,0,0,,,
,Hailakandi,0,(Hailakandi | 0),,,0,0,0,0,0,,,
,Kamrup,8,"(North Ghy | 8), (Kayan | 0),
(Kamalpur | 0), (Rangia | 0), (Hajo
| 0)",,,2,1,4,1,0,,,
,Karimganj,13902,"(Karimganj | 11712), (Badarpur |
458), (Nilambazar | 548), (RK
Nagar | 1184)",,,5321,4842,3736,2,1,,,
,Lakhimpur,0,(Subansiri | 0),,,0,0,0,0,0,,,
,Total,14073,,,,5389,4882,3798,3,1,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,Barpeta,0,"(Barpeta | 0), (Sarthebari | 0)",,,0,0,0,0,0,0,,
,Bongaigaon,0,(Bongaigaon | 0),,,0,0,0,0,0,0,,
,Cachar,10518,(Katigorah | 10518),,,3073,3323,4122,0,0,0,,
,Dhemaji,0,"(Jonai | 0), (Gogamukh | 0),
(Dhemaji | 0)",,,0,0,0,0,0,0,,
,Hailakandi,0,(Hailakandi | 0),,,0,0,0,0,0,0,,
,Kamrup,0,"(North Ghy | 0), (Kayan | 0),
(Kamalpur | 0), (Rangia | 0), (Hajo
| 0)",,,0,0,0,0,0,0,,
,Karimganj,0,"(Karimganj | 0), (Badarpur | 0),
(Nilambazar | 0), (RK Nagar | 0)",,,0,0,0,2424,2140,0,,
,Lakhimpur,0,(Subansiri | 0),,,0,0,0,0,0,0,,
,Total,10518,,,,3073,3323,4122,2424,2140,0,,
"Human Lives
Lost -
Confirmed",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,Hailakandi,0,0,0,0,0,0,0 (Hailakandi | 0),,,,,
,Kamrup,0,0,0,0,0,0,"0 (North Ghy | 0), (Kayan | 0), (Kamalpur | 0), (Rangia | 0), (Hajo | 0)",,,,,
,Barpeta,1,1,0,0,0,0,"1 (Barpeta | 0), (Sarthebari | 1)",,,,,
,Dhemaji,0,0,0,0,0,0,"0 (Jonai | 0), (Gogamukh | 0), (Dhemaji | 0)",,,,,
,Lakhimpur,0,0,0,0,0,0,0 (Subansiri | 0),,,,,
,Bongaigaon,0,0,0,0,0,0,0 (Bongaigaon | 0),,,,,
,Karimganj,0,0,0,0,0,0,"0 (Karimganj | 0), (Badarpur | 0), (Nilambazar | 0), (RK Nagar | 0)",,,,,
,Cachar,0,0,0,0,0,0,0 (Katigorah | 0),,,,,
,Total,1,1,0,0,0,0,,,,,,
"Human Lives
Lost - Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,Hailakandi,0,0,0,0,0,0,0 (Hailakandi | 0),,,,,
,Kamrup,0,0,0,0,0,0,"0 (North Ghy | 0), (Kayan | 0), (Kamalpur | 0), (Rangia | 0), (Hajo | 0)",,,,,
,Barpeta,0,0,0,0,0,0,"0 (Barpeta | 0), (Sarthebari | 0)",,,,,
,Dhemaji,0,0,0,0,0,0,"0 (Jonai | 0), (Gogamukh | 0), (Dhemaji | 0)",,,,,
,Lakhimpur,0,0,0,0,0,0,0 (Subansiri | 0),,,,,
,Bongaigaon,0,0,0,0,0,0,0 (Bongaigaon | 0),,,,,
,Karimganj,0,0,0,0,0,0,"0 (Karimganj | 0), (Badarpur | 0), (Nilambazar | 0), (RK Nagar | 0)",,,,,
,Cachar,0,0,0,0,0,0,0 (Katigorah | 0),,,,,
,Total,0,0,0,0,0,0,,,,,,
"Animals
Affected",District,Total,Big,Small,Poultry,,,,,,,,
,Barpeta,4389,2163,1587,639,,,,,,,,
,Bongaigaon,0,0,0,0,,,,,,,,
,Cachar,0,0,0,0,,,,,,,,
,Dhemaji,1588,562,382,644,,,,,,,,
,Hailakandi,0,0,0,0,,,,,,,,
,Kamrup,60933,28460,16973,15500,,,,,,,,
,Karimganj,16283,8061,3525,4697,,,,,,,,
,Lakhimpur,0,0,0,0,,,,,,,,
,Total,83193,39246,22467,21480,,,,,,,,
,District,Total,Big,Small,Poultry,,,,,,,,
"Animals
Washed Away",Barpeta,0,0,0,0,,,,,,,,
,Bongaigaon,0,0,0,0,,,,,,,,
,Cachar,0,0,0,0,,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,,
,Hailakandi,0,0,0,0,,,,,,,,
,Kamrup,0,0,0,0,,,,,,,,
,Karimganj,0,0,0,0,,,,,,,,
,Lakhimpur,0,0,0,0,,,,,,,,
,Total,0,0,0,0,,,,,,,,
"Houses
Damaged",District,Fully Kuccha,Fully Pukka,Fully Total,,Partially,Partially,Partially Total,,,,,
,,,,,,Kuccha,Pukka,,,,,,
,Hailakandi,0,0,0,,0,0,0,,,,,
,Kamrup,0,0,0,,263,14,277,,,,,
,Barpeta,0,0,0,,0,0,0,,,,,
,Dhemaji,0,0,0,,0,0,0,,,,,
,Lakhimpur,0,0,0,,0,0,0,,,,,
,Bongaigaon,0,0,0,,0,0,0,,,,,
,Karimganj,0,0,0,,0,0,0,,,,,
,Cachar,0,0,0,,0,0,0,,,,,
,Total,0,0,0,,263,14,277,,,,,
"Houses
Damaged
Others",District,Others Huts,,,Others Cattle Shed,,,Others Total,,,,,
,Hailakandi,0,,,0,,,0,,,,,
,Kamrup,0,,,17,,,17,,,,,
,Barpeta,0,,,0,,,0,,,,,
,Dhemaji,0,,,0,,,0,,,,,
,Lakhimpur,0,,,0,,,0,,,,,
,Bongaigaon,0,,,0,,,0,,,,,
,Karimganj,0,,,0,,,0,,,,,
,Cachar,0,,,0,,,0,,,,,
,Total,0,,,17,,,17,,,,,
