0,1,2,3,4,5,6,7,8,9,10,11,12
,Dhubri,546,"(Bilasipara | 34), (Dhubri | 101), (Agamoni | 14), (Chapar | 63), (South Salmara Part | 164), (Gauripur | 52), (Golakganj | 6),
(Athani | 112)",,,,,,,,,
,Nagaon,197,"(Nagaon | 14), (Kaliabor | 51), (Kampur | 57), (Raha | 38), (Samaguri | 22), (Dhing | 15)",,,,,,,,,
,Karimganj,80,"(Patherkandi | 2), (Karimganj | 26), (Nilambazar | 25), (Badarpur | 27)",,,,,,,,,
,Morigaon,277,"(Bhuragaon | 79), (Morigaon | 56), (Mayong | 113), (Laharighat | 29)",,,,,,,,,
,Goalpara,291,"(Lakhipur | 185), (Matia | 46), (Rongjuli | 12), (Balijana | 48)",,,,,,,,,
,Dibrugarh,164,"(Tengakhat | 58), (Naharkatia | 22), (Chabua | 4), (Moran | 27), (Tingkhong | 10), (Dibrugarh West | 37), (Dibrugarh East | 6)",,,,,,,,,
,Nalbari,98,"(Barkhetri | 59), (Barbhag | 38), (Tihu | 1)",,,,,,,,,
,Dhemaji,161,"(Dhemaji | 4), (Sissiborgaon | 55), (Gogamukh | 5), (Jonai | 97)",,,,,,,,,
,Bongaigaon,23,"(Srijangram | 3), (Manikpur | 2), (Boitamari | 18)",,,,,,,,,
,Lakhimpur,141,"(Bihpuria | 12), (Kadam | 12), (Dhakuakhana | 1), (Subansiri | 5), (North Lakhimpur | 66), (Narayanpur | 45)",,,,,,,,,
,Jorhat,45,"(Jorhat East | 10), (Teok | 17), (Jorhat West | 18)",,,,,,,,,
,Sonitpur,62,"(Dhekiajuli | 7), (Thelamara | 1), (Naduar | 7), (Chariduar | 2), (Tezpur | 45)",,,,,,,,,
,Kokrajhar,17,"(Bhawraguri | 1), (Bagribari | 16)",,,,,,,,,
,"South
Salmara",66,"(Mankachar | 29), (South Salmara | 37)",,,,,,,,,
,Tinsukia,75,"(Doomdooma | 2), (Tinsukia | 1), (Sadiya | 11), (Margherita | 61)",,,,,,,,,
,Charaideo,45,"(Sonari | 9), (Mahmora | 36)",,,,,,,,,
,Barpeta,179,"(Barpeta | 5), (Baghbar | 78), (Kalgachia | 44), (Chenga | 52)",,,,,,,,,
,Darrang,108,"(Dalgaon | 23), (Pub-Mangaldai | 34), (Mangaldoi | 31), (Sipajhar | 20)",,,,,,,,,
,"Karbi
Anglong",1,(Phuloni | 1),,,,,,,,,
,Golaghat,95,"(Khumtai | 21), (Sarupathar | 3), (Bokakhat | 54), (Dergaon | 17)",,,,,,,,,
,Sivasagar,125,"(Demow | 44), (Sonari RC part | 2), (Nazira | 19), (Sivsagar | 60)",,,,,,,,,
,Chirang,4,(Bijni | 4),,,,,,,,,
,Majuli,70,"(Majuli | 67), (Ujani Majuli | 3)",,,,,,,,,
,Biswanath,36,"(Halem | 18), (Naduar RC part | 7), (Gohpur | 6), (Biswanath | 5)",,,,,,,,,
,"Karbi
Anglong
West",1,(Donkamokam | 1),,,,,,,,,
,Kamrup (M),20,"(Chandrapur | 11), (Sonapur | 9)",,,,,,,,,
,Total,3518,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Children,Total,Total Crop Area (In,Population and Crop Area Details,,,,,
,,,,,Population,Hect.),,,,,,
,Barpeta,62447,45316,31636,139399,1571.5,"(Barpeta | Population Affected: 608 | Crop Area: 0), (Baghbar |
Population Affected: 63454 | Crop Area: 1069.8), (Kalgachia |
Population Affected: 18111 | Crop Area: 73.7), (Chenga |
Population Affected: 57226 | Crop Area: 428)",,,,,
,Biswanath,2994,1944,2070,7008,146.1,"(Halem | Population Affected: 4003 | Crop Area: 12), (Naduar RC
part | Population Affected: 279 | Crop Area: 78.5), (Gohpur |
Population Affected: 2726 | Crop Area: 55.6), (Biswanath |
Population Affected: 0 | Crop Area: 0)",,,,,
,Bongaigaon,577,485,449,1511,419.4,"(Srijangram | Population Affected: 1108 | Crop Area: 0), (Manikpur
| Population Affected: 0 | Crop Area: 11), (Boitamari | Population
Affected: 403 | Crop Area: 408.4)",,,,,
,Cachar,59019,59902,56310,175231,78,"(Silchar | Population Affected: 24100 | Crop Area: 0), (Sonai |
Population Affected: 10608 | Crop Area: 21), (Katigorah |
Population Affected: 140523 | Crop Area: 57)",,,,,
,Charaideo,20835,17091,13960,51886,51.5,"(Sonari | Population Affected: 7681 | Crop Area: 51.5), (Sapekhati |
Population Affected: 0 | Crop Area: 0), (Mahmora | Population
Affected: 44205 | Crop Area: 0)",,,,,
,Chirang,295,371,283,949,0,(Bijni | Population Affected: 949 | Crop Area: 0),,,,,
,Darrang,91023,78586,16499,186108,1737.5,"(Patharighat | Population Affected: 0 | Crop Area: 0), (Dalgaon |
Population Affected: 25976 | Crop Area: 25), (Pub-Mangaldai |
Population Affected: 78550 | Crop Area: 614), (Mangaldoi |
Population Affected: 43560 | Crop Area: 920.5), (Sipajhar |
Population Affected: 38022 | Crop Area: 178)",,,,,
,Dhemaji,35166,32716,23238,91120,2336.62,"(Dhemaji | Population Affected: 1545 | Crop Area: 362),
(Sissiborgaon | Population Affected: 40474 | Crop Area: 700),
(Gogamukh | Population Affected: 2835 | Crop Area: 71), (Jonai |
Population Affected: 46266 | Crop Area: 1203.62)",,,,,
,Dhubri,323500,293856,158365,775721,2354.15,"(Bilasipara | Population Affected: 110704 | Crop Area: 165.5),
(Dhubri | Population Affected: 192562 | Crop Area: 144.3),
(Agamoni | Population Affected: 0 | Crop Area: 128), (Chapar |
Population Affected: 25788 | Crop Area: 81), (South Salmara Part |
Population Affected: 271933 | Crop Area: 1184), (Gauripur |
Population Affected: 126842 | Crop Area: 69), (Golakganj |",,,,,
,,,,,,,"Population Affected: 0 | Crop Area: 36.5), (Athani | Population
Affected: 47892 | Crop Area: 545.85)",,,,,
,Dibrugarh,15707,14237,7610,37554,3119.46,"(Tengakhat | Population Affected: 11755 | Crop Area: 298.5),
(Naharkatia | Population Affected: 3796 | Crop Area: 7), (Chabua |
Population Affected: 4070 | Crop Area: 62.6), (Moran | Population
Affected: 9832 | Crop Area: 467.66), (Tingkhong | Population
Affected: 1463 | Crop Area: 18), (Dibrugarh West | Population
Affected: 6517 | Crop Area: 2098), (Dibrugarh East | Population
Affected: 121 | Crop Area: 167.7)",,,,,
,Goalpara,35926,33886,25947,95759,1696.75,"(Lakhipur | Population Affected: 69075 | Crop Area: 1139), (Matia |
Population Affected: 24546 | Crop Area: 178), (Rongjuli |
Population Affected: 0 | Crop Area: 0), (Balijana | Population
Affected: 2138 | Crop Area: 379.75)",,,,,
,Golaghat,48466,39739,11048,99253,459.09,"(Khumtai | Population Affected: 8733 | Crop Area: 94), (Sarupathar
| Population Affected: 0 | Crop Area: 8.09), (Bokakhat | Population
Affected: 79919 | Crop Area: 101), (Dergaon | Population Affected:
10601 | Crop Area: 256)",,,,,
,Hailakandi,3290,2865,1022,7177,20,"(Lala | Population Affected: 1165 | Crop Area: 0), (Hailakandi |
Population Affected: 2925 | Crop Area: 0), (Katlicherra | Population
Affected: 147 | Crop Area: 0), (Algapur | Population Affected: 2940
| Crop Area: 20)",,,,,
,Hojai,3828,2806,1415,8049,302,"(Doboka | Population Affected: 5400 | Crop Area: 135), (Hojai |
Population Affected: 2649 | Crop Area: 126), (Lanka | Population
Affected: 0 | Crop Area: 41)",,,,,
,Jorhat,14711,12900,8754,36365,0,"(Jorhat East | Population Affected: 2964 | Crop Area: 0), (Teok |
Population Affected: 7687 | Crop Area: 0), (Jorhat West |
Population Affected: 25714 | Crop Area: 0)",,,,,
,Kamrup,6824,6068,2596,15488,2827.8,"(Kamalpur | Population Affected: 0 | Crop Area: 81.3), (Chamaria |
Population Affected: 0 | Crop Area: 1020.5), (North Ghy |
Population Affected: 1078 | Crop Area: 52), (Palashbari | Population
Affected: 6855 | Crop Area: 45), (Hajo | Population Affected: 955 |
Crop Area: 1250), (Nagarbera | Population Affected: 0 | Crop Area:
320), (Goroimari | Population Affected: 6600 | Crop Area: 0),
(Rangia | Population Affected: 0 | Crop Area: 59)",,,,,
,Kamrup (M),20667,13647,4806,39120,89.5,"(Chandrapur | Population Affected: 14242 | Crop Area: 33),
(Sonapur | Population Affected: 24878 | Crop Area: 56.5)",,,,,
,"Karbi
Anglong",463,472,603,1538,0.5,(Phuloni | Population Affected: 1538 | Crop Area: 0.5),,,,,
,"Karbi
Anglong
West",77,78,89,244,0,(Donkamokam | Population Affected: 244 | Crop Area: 0),,,,,
,Karimganj,22904,19104,15916,57924,0,"(RK Nagar | Population Affected: 0 | Crop Area: 0), (Patherkandi |
Population Affected: 849 | Crop Area: 0), (Karimganj | Population
Affected: 21401 | Crop Area: 0), (Nilambazar | Population Affected:
8170 | Crop Area: 0), (Badarpur | Population Affected: 27504 |
Crop Area: 0)",,,,,
,Kokrajhar,2716,1952,692,5360,29,"(Bhawraguri | Population Affected: 0 | Crop Area: 10), (Gossaigaon
| Population Affected: 0 | Crop Area: 0), (Bagribari | Population
Affected: 5360 | Crop Area: 19)",,,,,
,Lakhimpur,35293,25262,4571,65126,304,"(Bihpuria | Population Affected: 6284 | Crop Area: 43), (Kadam |
Population Affected: 0 | Crop Area: 141), (Dhakuakhana |
Population Affected: 48 | Crop Area: 0), (Subansiri | Population
Affected: 444 | Crop Area: 120), (North Lakhimpur | Population
Affected: 58350 | Crop Area: 0), (Narayanpur | Population Affected:
0 | Crop Area: 0)",,,,,
,Majuli,30914,21603,16251,68768,18796.2,"(Majuli | Population Affected: 68224 | Crop Area: 18073.2), (Ujani
Majuli | Population Affected: 544 | Crop Area: 723)",,,,,
,Morigaon,50361,47425,48259,146045,2019.5,"(Bhuragaon | Population Affected: 46717 | Crop Area: 566.5),
(Morigaon | Population Affected: 1805 | Crop Area: 424), (Mayong
| Population Affected: 87963 | Crop Area: 954), (Laharighat |
Population Affected: 9560 | Crop Area: 75)",,,,,
,Nagaon,26994,22189,17542,66725,18363.5,"(Nagaon | Population Affected: 60 | Crop Area: 1031), (Kaliabor |
Population Affected: 52060 | Crop Area: 14001), (Kampur |
Population Affected: 870 | Crop Area: 889), (Raha | Population
Affected: 327 | Crop Area: 927), (Samaguri | Population Affected:
13189 | Crop Area: 772.5), (Dhing | Population Affected: 219 | Crop
Area: 743)",,,,,
,Nalbari,36391,34022,34959,105372,300.7,,"(Barkhetri | Population Affected: 105366 | Crop Area: 115),
(Barbhag | Population Affected: 0 | Crop Area: 163.5), (Tihu |
Population Affected: 6 | Crop Area: 22.2)",,,,
,Sivasagar,23589,20951,13027,57567,663,,"(Demow | Population Affected: 32360 | Crop Area: 140), (Sonari RC
part | Population Affected: 80 | Crop Area: 0), (Nazira | Population
Affected: 4841 | Crop Area: 100), (Sivsagar | Population Affected:
20286 | Crop Area: 423)",,,,
,Sonitpur,17745,15397,16484,49626,271.1,,"(Dhekiajuli | Population Affected: 643 | Crop Area: 4.8), (Thelamara
| Population Affected: 0 | Crop Area: 0), (Naduar | Population
Affected: 12494 | Crop Area: 6.3), (Chariduar | Population Affected:
148 | Crop Area: 0), (Tezpur | Population Affected: 36341 | Crop
Area: 260)",,,,
,"South
Salmara",6504,6053,7039,19596,577,,"(Mankachar | Population Affected: 16604 | Crop Area: 0), (South
Salmara | Population Affected: 2992 | Crop Area: 577)",,,,
,Tinsukia,3134,3080,2919,9133,4957.1,,"(Doomdooma | Population Affected: 99 | Crop Area: 1019.1),
(Tinsukia | Population Affected: 298 | Crop Area: 49), (Sadiya |
Population Affected: 180 | Crop Area: 1199), (Margherita |
Population Affected: 8556 | Crop Area: 2690)",,,,
,Udalguri,0,0,0,0,0,,"(Khairabari | Population Affected: 0 | Crop Area: 0), (Harisinga |
Population Affected: 0 | Crop Area: 0)",,,,
,Total,1002360,874003,544359,2420722,63490.97,,,,,,
"Relief
Camps /
Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,
,Barpeta,14,"1 (Barpeta | 0), (Baghbar | 1), (Kalgachia |
0), (Chenga | 0)",,,,"13 (Barpeta | 0), (Baghbar | 13), (Kalgachia | 0), (Chenga | 0)",,,,,
,Biswanath,12,"0 (Halem | 0), (Naduar RC part | 0), (Gohpur
| 0), (Biswanath | 0)",,,,"12 (Halem | 7), (Naduar RC part | 0), (Gohpur | 1), (Biswanath | 4)",,,,,
,Bongaigaon,6,"3 (Srijangram | 1), (Manikpur | 0),
(Boitamari | 2)",,,,"3 (Srijangram | 2), (Manikpur | 0), (Boitamari | 1)",,,,,
,Cachar,141,"66 (Silchar | 38), (Sonai | 13), (Katigorah |
15)",,,,"75 (Silchar | 41), (Sonai | 2), (Katigorah | 32)",,,,,
,Charaideo,9,"4 (Sonari | 1), (Sapekhati | 0), (Mahmora |
3)",,,,"5 (Sonari | 1), (Sapekhati | 0), (Mahmora | 4)",,,,,
,Chirang,0,0 (Bijni | 0),,,,0 (Bijni | 0),,,,,
,Darrang,27,"0 (Patharighat | 0), (Dalgaon | 0), (Pub-
Mangaldai | 0), (Mangaldoi | 0), (Sipajhar |
0)",,,,"27 (Patharighat | 0), (Dalgaon | 2), (Pub-Mangaldai | 7), (Mangaldoi | 8), (Sipajhar
| 10)",,,,,
,Dhemaji,8,"1 (Dhemaji | 0), (Sissiborgaon | 0),
(Gogamukh | 0), (Jonai | 1)",,,,"7 (Dhemaji | 0), (Sissiborgaon | 1), (Gogamukh | 0), (Jonai | 6)",,,,,
,Dhubri,60,"20 (Bilasipara | 0), (Dhubri | 14), (Agamoni |
0), (Chapar | 4), (South Salmara Part | 0),
(Gauripur | 2), (Golakganj | 0), (Athani | 0)",,,,"40 (Bilasipara | 26), (Dhubri | 9), (Agamoni | 0), (Chapar | 1), (South Salmara Part |
0), (Gauripur | 4), (Golakganj | 0), (Athani | 0)",,,,,
,Dibrugarh,54,"26 (Tengakhat | 11), (Naharkatia | 3),
(Chabua | 0), (Moran | 4), (Tingkhong | 3),
(Dibrugarh West | 5), (Dibrugarh East | 0)",,,,"28 (Tengakhat | 13), (Naharkatia | 7), (Chabua | 1), (Moran | 2), (Tingkhong | 2),
(Dibrugarh West | 1), (Dibrugarh East | 2)",,,,,
,Goalpara,17,"13 (Lakhipur | 0), (Matia | 3), (Rongjuli | 0),
(Balijana | 10)",,,,"4 (Lakhipur | 1), (Matia | 3), (Rongjuli | 0), (Balijana | 0)",,,,,
,Golaghat,18,"13 (Khumtai | 0), (Sarupathar | 0),
(Bokakhat | 13), (Dergaon | 0)",,,,"5 (Khumtai | 0), (Sarupathar | 0), (Bokakhat | 5), (Dergaon | 0)",,,,,
,Hailakandi,10,"8 (Lala | 0), (Hailakandi | 4), (Katlicherra |
2), (Algapur | 2)",,,,"2 (Lala | 0), (Hailakandi | 2), (Katlicherra | 0), (Algapur | 0)",,,,,
,Hojai,16,"12 (Doboka | 6), (Hojai | 6), (Lanka | 0)",,,,"4 (Doboka | 2), (Hojai | 2), (Lanka | 0)",,,,,
,Jorhat,1,"0 (Jorhat East | 0), (Teok | 0), (Jorhat West |
0)",,,,"1 (Jorhat East | 0), (Teok | 0), (Jorhat West | 1)",,,,,
,Kamrup,27,"9 (Kamalpur | 0), (Chamaria | 0), (North Ghy
| 0), (Palashbari | 2), (Hajo | 7), (Nagarbera
| 0), (Goroimari | 0), (Rangia | 0)",,,,"18 (Kamalpur | 0), (Chamaria | 0), (North Ghy | 2), (Palashbari | 13), (Hajo | 3),
(Nagarbera | 0), (Goroimari | 0), (Rangia | 0)",,,,,
,Kamrup (M),11,"0 (Chandrapur | 0), (Sonapur | 0)",,,,"11 (Chandrapur | 2), (Sonapur | 9)",,,,,
,"Karbi
Anglong",2,2 (Phuloni | 2),,,,0 (Phuloni | 0),,,,,
,"Karbi
Anglong
West",2,0 (Donkamokam | 0),,,,2 (Donkamokam | 2),,,,,
,Karimganj,50,"48 (RK Nagar | 0), (Patherkandi | 0),
(Karimganj | 23), (Nilambazar | 13),
(Badarpur | 12)",,,,"2 (RK Nagar | 0), (Patherkandi | 0), (Karimganj | 0), (Nilambazar | 0), (Badarpur |
2)",,,,,
,Kokrajhar,0,"0 (Bhawraguri | 0), (Gossaigaon | 0),
(Bagribari | 0)",,,,"0 (Bhawraguri | 0), (Gossaigaon | 0), (Bagribari | 0)",,,,,
,Lakhimpur,7,"0 (Bihpuria | 0), (Kadam | 0), (Dhakuakhana
| 0), (Subansiri | 0), (North Lakhimpur | 0),
(Narayanpur | 0)",,"7 (Bihpuria | 2), (Kadam | 0), (Dhakuakhana | 0), (Subansiri | 0), (North Lakhimpur
| 3), (Narayanpur | 2)",,,,,,,
,Majuli,2,"1 (Majuli | 1), (Ujani Majuli | 0)",,"1 (Majuli | 0), (Ujani Majuli | 1)",,,,,,,
,Morigaon,19,"0 (Bhuragaon | 0), (Morigaon | 0), (Mayong
| 0), (Laharighat | 0)",,"19 (Bhuragaon | 10), (Morigaon | 5), (Mayong | 1), (Laharighat | 3)",,,,,,,
,Nagaon,30,"14 (Nagaon | 1), (Kaliabor | 8), (Kampur |
0), (Raha | 3), (Samaguri | 0), (Dhing | 2)",,"16 (Nagaon | 0), (Kaliabor | 6), (Kampur | 1), (Raha | 0), (Samaguri | 9), (Dhing | 0)",,,,,,,
,Nalbari,1,"1 (Barkhetri | 1), (Barbhag | 0), (Tihu | 0)",,"0 (Barkhetri | 0), (Barbhag | 0), (Tihu | 0)",,,,,,,
,Sivasagar,25,"8 (Demow | 1), (Sonari RC part | 0), (Nazira
| 2), (Sivsagar | 5)",,"17 (Demow | 16), (Sonari RC part | 1), (Nazira | 0), (Sivsagar | 0)",,,,,,,
,Sonitpur,3,"1 (Dhekiajuli | 0), (Thelamara | 0), (Naduar |
1), (Chariduar | 0), (Tezpur | 0)",,"2 (Dhekiajuli | 0), (Thelamara | 0), (Naduar | 0), (Chariduar | 1), (Tezpur | 1)",,,,,,,
,"South
Salmara",17,"1 (Mankachar | 1), (South Salmara | 0)",,"16 (Mankachar | 16), (South Salmara | 0)",,,,,,,
,Tinsukia,23,"21 (Doomdooma | 2), (Tinsukia | 2), (Sadiya
| 1), (Margherita | 16)",,"2 (Doomdooma | 2), (Tinsukia | 0), (Sadiya | 0), (Margherita | 0)",,,,,,,
,Udalguri,0,"0 (Khairabari | 0), (Harisinga | 0)",,"0 (Khairabari | 0), (Harisinga | 0)",,,,,,,
,Total,612,273,,339,,,,,,,
"Inmates In
Relief
Camps",District,Total,Revenue Circlewise,Male,Female,Children,Pregnant /,Person with Disability,,,,
,,,,,,,Lactating,,,,,
,,,,,,,Mother,,,,,
,Barpeta,152,"(Barpeta | 0), (Baghbar | 152),
(Kalgachia | 0), (Chenga | 0)",59,60,33,0,0,,,,
,Biswanath,0,"(Halem | 0), (Naduar RC part | 0),
(Gohpur | 0), (Biswanath | 0)",0,0,0,0,0,,,,
,Bongaigaon,883,"(Srijangram | 588), (Manikpur |
0), (Boitamari | 295)",346,269,252,16,0,,,,
,Cachar,13311,"(Silchar | 10546), (Sonai | 670),
(Katigorah | 2095)",5296,5134,2842,39,0,,,,
,Charaideo,439,"(Sonari | 59), (Sapekhati | 0),
(Mahmora | 380)",117,169,148,3,2,,,,
,Chirang,0,(Bijni | 0),0,0,0,0,0,,,,
,Darrang,0,"(Patharighat | 0), (Dalgaon | 0),
(Pub-Mangaldai | 0), (Mangaldoi
| 0), (Sipajhar | 0)",0,0,0,0,0,,,,
,Dhemaji,104,"(Dhemaji | 0), (Sissiborgaon | 0),
(Gogamukh | 0), (Jonai | 104)",29,28,40,7,0,,,,
,Dhubri,3627,"(Bilasipara | 0), (Dhubri | 2512),
(Agamoni | 0), (Chapar | 845),
(South Salmara Part | 0),
(Gauripur | 270), (Golakganj | 0),
(Athani | 0)",1369,1688,570,0,0,,,,
,Dibrugarh,3380,"(Tengakhat | 897), (Naharkatia |
1084), (Chabua | 0), (Moran |
265), (Tingkhong | 377),
(Dibrugarh West | 757),
(Dibrugarh East | 0)",1605,1114,566,59,36,,,,
,Goalpara,4493,"(Lakhipur | 0), (Matia | 2375),
(Rongjuli | 0), (Balijana | 2118)",1308,1793,1392,0,0,,,,
,Golaghat,4698,"(Khumtai | 0), (Sarupathar | 0),
(Bokakhat | 4698), (Dergaon | 0)",2022,2141,510,21,4,,,,
,Hailakandi,1333,"(Lala | 0), (Hailakandi | 445),
(Katlicherra | 147), (Algapur |
741)",487,519,325,1,1,,,,
,Hojai,1386,"(Doboka | 756), (Hojai | 630),
(Lanka | 0)",636,466,280,0,4,,,,
,Jorhat,0,"(Jorhat East | 0), (Teok | 0),
(Jorhat West | 0)",0,0,0,0,0,,,,
,Kamrup,1547,"(Kamalpur | 0), (Chamaria | 0),
(North Ghy | 0), (Palashbari |
592), (Hajo | 955), (Nagarbera |
0), (Goroimari | 0), (Rangia | 0)",591,658,289,7,2,,,,
,Kamrup (M),0,"(Chandrapur | 0), (Sonapur | 0)",0,0,0,0,0,,,,
,"Karbi
Anglong",132,(Phuloni | 132),42,50,31,5,4,,,,
,"Karbi
Anglong
West",0,(Donkamokam | 0),0,0,0,0,0,,,,
,Karimganj,3218,"(RK Nagar | 0), (Patherkandi | 0),
(Karimganj | 1930), (Nilambazar |
433), (Badarpur | 855)",1361,1054,801,2,0,,,,
,Kokrajhar,0,"(Bhawraguri | 0), (Gossaigaon |
0), (Bagribari | 0)",0,0,0,0,0,,,,
,Lakhimpur,0,"(Bihpuria | 0), (Kadam | 0),
(Dhakuakhana | 0), (Subansiri |
0), (North Lakhimpur | 0),
(Narayanpur | 0)",0,0,0,0,0,,,,
,Majuli,32,"(Majuli | 32), (Ujani Majuli | 0)",11,7,13,1,0,,,,
,Morigaon,0,"(Bhuragaon | 0), (Morigaon | 0),
(Mayong | 0), (Laharighat | 0)",0,0,0,0,0,,,,
,Nagaon,3482,"(Nagaon | 35), (Kaliabor | 2901),
(Kampur | 0), (Raha | 327),
(Samaguri | 0), (Dhing | 219)",1385,1222,850,24,1,,,,
,Nalbari,43,"(Barkhetri | 43), (Barbhag | 0),
(Tihu | 0)",21,11,11,0,0,,,,
,Sivasagar,1000,"(Demow | 112), (Sonari RC part |
0), (Nazira | 63), (Sivsagar | 825)",351,417,207,23,2,,,,
,Sonitpur,69,"(Dhekiajuli | 0), (Thelamara | 0),
(Naduar | 69), (Chariduar | 0),
(Tezpur | 0)",18,35,7,9,0,,,,
,"South
Salmara",175,"(Mankachar | 175), (South
Salmara | 0)",54,57,57,5,2,,,,
,Tinsukia,3599,"(Doomdooma | 99), (Tinsukia |
266), (Sadiya | 11), (Margherita |
3223)",1596,1171,832,0,0,,,,
,Udalguri,0,"(Khairabari | 0), (Harisinga | 0)",0,0,0,0,0,,,,
,Total,47103,,18704,18063,10056,222,58,,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,Male,Female,Children,Animals,,,,,
,,,,,,,Big,Small,Poultry,,,
,Barpeta,91,"(Barpeta | 0), (Baghbar | 91),
(Kalgachia | 0), (Chenga | 0)",32,36,23,15261,16131,0,,,
,Biswanath,0,"(Halem | 0), (Naduar RC part | 0),
(Gohpur | 0), (Biswanath | 0)",0,0,0,18867,9257,0,,,
