0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 02-07-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 02-07-2024,,,,,,,,,,,
"Rivers
flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,"Brahmaputra (Neamatighat), Brahmaputra (Tezpur), Brahmaputra (Guwahati), Brahmaputra
(Dhubri), Subansiri (Badatighat), Burhidihing (Chenimari(Khowang)), Dikhou (Sivasagar),
Disang (Nanglamuraghat), Dhansiri (S) (Numaligarh), Jia-Bharali (Nt Road Crossing), Puthimari
(Nh Road Crossing), Kopili (Kampur), Beki (Road Bridge), Kushiyara (Karimganj), Barak (BP
Ghat), Dhaleswari (Gharmura)",,,,,,,
,Rivers flowing above highest flood level,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,28,"Kamrup, Tamulpur, Chirang, Morigaon, Lakhimpur, Biswanath, Dibrugarh, Karimganj, Udalguri, Nagaon, Bongaigaon, Sonitpur, Golaghat, Hojai,
Darrang, Charaideo, Nalbari, Jorhat, Sivasagar, Karbi Anglong, Goalpara, Dhemaji, Majuli, Tinsukia, Kokrajhar, Barpeta, Cachar, Kamrup (M)",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",84,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,,Total,Revenue Circle,,,,,,,,
,Barpeta,,2,"Chenga, Baghbar",,,,,,,,
,Biswanath,,4,"Biswanath, Halem, Gohpur, Naduar RC part",,,,,,,,
,Bongaigaon,,3,"Boitamari, Srijangram, Manikpur",,,,,,,,
,Cachar,,2,"Katigorah, Silchar",,,,,,,,
,Charaideo,,3,"Sapekhati, Sonari, Mahmora",,,,,,,,
,Chirang,,1,Bijni,,,,,,,,
,Darrang,,5,"Patharighat, Mangaldoi, Pub-Mangaldai, Sipajhar, Dalgaon",,,,,,,,
,Dhemaji,,4,"Dhemaji, Jonai, Gogamukh, Sissiborgaon",,,,,,,,
,Dibrugarh,,7,"Chabua, Naharkatia, Moran, Tengakhat, Dibrugarh West, Dibrugarh East, Tingkhong",,,,,,,,
,Goalpara,,1,Balijana,,,,,,,,
,Golaghat,,3,"Dergaon, Bokakhat, Khumtai",,,,,,,,
,Hojai,,1,Hojai,,,,,,,,
,Jorhat,,3,"Jorhat West, Teok, Jorhat East",,,,,,,,
,Kamrup,,6,"Kamalpur, North Ghy, Kayan, Rangia, Palashbari, Hajo",,,,,,,,
,Kamrup (M),,2,"Azara, Chandrapur",,,,,,,,
,"Karbi
Anglong",,1,Phuloni,,,,,,,,
,Karimganj,,4,"Karimganj, Patherkandi, Nilambazar, Badarpur",,,,,,,,
