0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 03-07-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 03-07-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger
Level (as per
CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,"Brahmaputra (Neamatighat), Brahmaputra (Tezpur), Brahmaputra (Dhubri),
Brahmaputra (Guwahati), Brahmaputra (Goalpara), Subansiri (Badatighat), Dikhou
(Sivasagar), Disang (Nanglamuraghat), Dhansiri (S) (Numaligarh), Kopili (Kampur),
Kopili (Dharamtul),Barak (Fulertal), Barak (AP Ghat), Barak BP Ghat), Dhaleswari
(Gharmura), Katakhal (Matizuri), Kushiyara (Karimganj)",,,,,,,,
,Rivers flowing above highest flood level,,,Burhidihing (Chenimari(Khowang)),,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,29,"Goalpara, Nagaon, Nalbari, Kamrup, Morigaon, Dibrugarh, Sonitpur, Lakhimpur, South Salmara, Dhubri, Jorhat, Charaideo, Hojai,
Karimganj, Sivasagar, Bongaigaon, Barpeta, Dhemaji, Hailakandi, Golaghat, Darrang, Biswanath, Cachar, Kamrup (M), Tinsukia, Karbi
Anglong, Chirang, Karbi Anglong West, Majuli",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",105,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Barpeta,4,"Kalgachia, Barpeta, Baghbar, Chenga",,,,,,,,,
,Biswanath,4,"Halem, Gohpur, Biswanath, Naduar RC part",,,,,,,,,
,Bongaigaon,1,Srijangram,,,,,,,,,
,Cachar,3,"Silchar, Katigorah, Sonai",,,,,,,,,
,Charaideo,3,"Sapekhati, Mahmora, Sonari",,,,,,,,,
,Chirang,1,Bijni,,,,,,,,,
,Darrang,4,"Mangaldoi, Pub-Mangaldai, Dalgaon, Sipajhar",,,,,,,,,
,Dhemaji,4,"Jonai, Sissiborgaon, Gogamukh, Dhemaji",,,,,,,,,
,Dhubri,5,"Dhubri, South Salmara Part, Chapar, Athani, Gauripur",,,,,,,,,
,Dibrugarh,7,"Chabua, Naharkatia, Moran, Dibrugarh East, Tingkhong, Tengakhat, Dibrugarh West",,,,,,,,,
,Goalpara,3,"Lakhipur, Matia, Balijana",,,,,,,,,
,Golaghat,5,"Golaghat, Bokakhat, Dergaon, Sarupathar, Khumtai",,,,,,,,,
,Hailakandi,4,"Hailakandi, Algapur, Lala, Katlicherra",,,,,,,,,
,Hojai,2,"Doboka, Hojai",,,,,,,,,
,Jorhat,3,"Jorhat West, Teok, Jorhat East",,,,,,,,,
,Kamrup,8,"Kamalpur, North Ghy, Chamaria, Kayan, Rangia, Hajo, Goroimari, Palashbari",,,,,,,,,
,"Kamrup
(M)",4,"Azara, Guwahati, Chandrapur, Sonapur",,,,,,,,,
,"Karbi
Anglong",1,Phuloni,,,,,,,,,
,"Karbi
Anglong
West",1,Donkamokam,,,,,,,,,
,Karimganj,4,"Nilambazar, Patherkandi, Badarpur, Karimganj",,,,,,,,,
,Lakhimpur,7,"North Lakhimpur, Subansiri, Bihpuria, Dhakuakhana, Kadam, Narayanpur, Nowboicha",,,,,,,,,
,Majuli,2,"Majuli, Ujani Majuli",,,,,,,,,
,Morigaon,3,"Bhuragaon, Laharighat, Mayong",,,,,,,,,
,Nagaon,5,"Samaguri, Kampur, Dhing, Kaliabor, Raha",,,,,,,,,
,Nalbari,2,"Barkhetri, Tihu",,,,,,,,,
,Sivasagar,4,"Nazira, Sonari RC part, Demow, Sivsagar",,,,,,,,,
,Sonitpur,5,"Naduar, Thelamara, Chariduar, Tezpur, Dhekiajuli",,,,,,,,,
,"South
Salmara",2,"Mankachar, South Salmara",,,,,,,,,
,Tinsukia,4,"Margherita, Sadiya, Doomdooma, Tinsukia",,,,,,,,,
,Total,105,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Goalpara,192,"(Lakhipur | 119), (Matia | 24), (Balijana | 49)",,,,,,,,,
,Nagaon,88,"(Samaguri | 9), (Kampur | 14), (Dhing | 15), (Kaliabor | 32), (Raha | 18)",,,,,,,,,
,Nalbari,56,"(Barkhetri | 55), (Tihu | 1)",,,,,,,,,
,Kamrup,281,"(Kamalpur | 45), (North Ghy | 26), (Chamaria | 28), (Kayan | 12), (Rangia | 16), (Hajo | 72), (Goroimari | 40), (Palashbari |
42)",,,,,,,,,
,Morigaon,194,"(Bhuragaon | 53), (Laharighat | 28), (Mayong | 113)",,,,,,,,,
,Dibrugarh,162,"(Chabua | 8), (Naharkatia | 34), (Moran | 25), (Dibrugarh East | 7), (Tingkhong | 13), (Tengakhat | 42), (Dibrugarh West |
33)",,,,,,,,,
,Sonitpur,77,"(Naduar | 8), (Thelamara | 10), (Chariduar | 5), (Tezpur | 45), (Dhekiajuli | 9)",,,,,,,,,
,Lakhimpur,234,"(North Lakhimpur | 79), (Subansiri | 29), (Bihpuria | 40), (Dhakuakhana | 14), (Kadam | 3), (Narayanpur | 34), (Nowboicha
| 35)",,,,,,,,,
,"South
Salmara",32,"(Mankachar | 14), (South Salmara | 18)",,,,,,,,,
,Dhubri,268,"(Dhubri | 19), (South Salmara Part | 163), (Chapar | 13), (Athani | 62), (Gauripur | 11)",,,,,,,,,
,"Bongaigao
n",52,(Srijangram | 52),,,,,,,,,
,Jorhat,48,"(Jorhat West | 11), (Teok | 19), (Jorhat East | 18)",,,,,,,,,
,Charaideo,45,"(Sapekhati | 20), (Mahmora | 18), (Sonari | 7)",,,,,,,,,
,Hojai,36,"(Doboka | 11), (Hojai | 25)",,,,,,,,,
,Karimganj,49,"(Nilambazar | 26), (Patherkandi | 3), (Badarpur | 11), (Karimganj | 9)",,,,,,,,,
,Sivasagar,113,"(Nazira | 25), (Sonari RC part | 2), (Demow | 31), (Sivsagar | 55)",,,,,,,,,
,Darrang,129,"(Mangaldoi | 34), (Pub-Mangaldai | 34), (Dalgaon | 23), (Sipajhar | 38)",,,,,,,,,
,Barpeta,102,"(Kalgachia | 11), (Barpeta | 5), (Baghbar | 39), (Chenga | 47)",,,,,,,,,
,Dhemaji,169,"(Jonai | 113), (Sissiborgaon | 49), (Gogamukh | 2), (Dhemaji | 5)",,,,,,,,,
,Hailakandi,38,"(Hailakandi | 10), (Algapur | 3), (Lala | 15), (Katlicherra | 10)",,,,,,,,,
,Golaghat,88,"(Golaghat | 1), (Bokakhat | 52), (Dergaon | 11), (Sarupathar | 3), (Khumtai | 21)",,,,,,,,,
,Biswanath,85,"(Halem | 54), (Gohpur | 15), (Biswanath | 9), (Naduar RC part | 7)",,,,,,,,,
,Cachar,115,"(Silchar | 20), (Katigorah | 83), (Sonai | 12)",,,,,,,,,
,"Kamrup
(M)",40,"(Azara | 2), (Guwahati | 3), (Chandrapur | 27), (Sonapur | 8)",,,,,,,,,
,Tinsukia,44,"(Margherita | 21), (Sadiya | 2), (Doomdooma | 14), (Tinsukia | 7)",,,,,,,,,
,"Karbi
Anglong",1,(Phuloni | 1),,,,,,,,,
,Chirang,1,(Bijni | 1),,,,,,,,,
,"Karbi
Anglong
West",4,(Donkamokam | 4),,,,,,,,,
,Majuli,57,"(Majuli | 51), (Ujani Majuli | 6)",,,,,,,,,
,Total,2800,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Childre,Total,Total Crop Area (In Hect.),Population and Crop Area Details,,,,,
,,,,n,Population,,,,,,,
,Barpeta,39159,22797,16976,78932,765,"(Kalgachia | Population Affected: 0 | Crop Area: 15),
(Barpeta | Population Affected: 1230 | Crop Area: 35),
(Baghbar | Population Affected: 28130 | Crop Area:
651), (Chenga | Population Affected: 49572 | Crop Area:
64)",,,,,
,Biswanath,21988,16837,13552,52377,662.2,"(Halem | Population Affected: 27536 | Crop Area:
200.9), (Gohpur | Population Affected: 20787 | Crop
Area: 408.3), (Biswanath | Population Affected: 3775 |
Crop Area: 53), (Naduar RC part | Population Affected:
279 | Crop Area: 0)",,,,,
,"Bongaigao
n",0,0,0,0,337.5,"(Bongaigaon | Population Affected: 0 | Crop Area: 0),
(Manikpur | Population Affected: 0 | Crop Area: 0),
(Srijangram | Population Affected: 0 | Crop Area: 337.5)",,,,,
,Cachar,37590,39441,28531,105562,105.5,"(Silchar | Population Affected: 12307 | Crop Area: 86.5),
(Katigorah | Population Affected: 92825 | Crop Area:
19), (Sonai | Population Affected: 430 | Crop Area: 0)",,,,,
,Charaideo,16670,12862,8549,38081,211,"(Sapekhati | Population Affected: 7525 | Crop Area:
199), (Mahmora | Population Affected: 23307 | Crop
Area: 0), (Sonari | Population Affected: 7249 | Crop
Area: 12)",,,,,
,Chirang,27,34,26,87,0,(Bijni | Population Affected: 87 | Crop Area: 0),,,,,
,Darrang,84786,77792,21160,183738,1105.48,"(Patharighat | Population Affected: 0 | Crop Area: 0),
(Mangaldoi | Population Affected: 50000 | Crop Area:
817), (Pub-Mangaldai | Population Affected: 86175 |
Crop Area: 149), (Dalgaon | Population Affected: 16236
| Crop Area: 35), (Sipajhar | Population Affected: 31327
| Crop Area: 104.48)",,,,,
,Dhemaji,22791,20955,23453,67199,1636.84,"(Jonai | Population Affected: 54038 | Crop Area:
1311.14), (Sissiborgaon | Population Affected: 10962 |
Crop Area: 115), (Gogamukh | Population Affected: 200
| Crop Area: 0), (Dhemaji | Population Affected: 1999 |
Crop Area: 210.7)",,,,,
,Dhubri,83748,75005,64457,223210,1217.3,"(Dhubri | Population Affected: 10894 | Crop Area: 29.5),
(South Salmara Part | Population Affected: 212316 |
Crop Area: 890), (Chapar | Population Affected: 0 | Crop
Area: 43), (Athani | Population Affected: 0 | Crop Area:
235.26), (Gauripur | Population Affected: 0 | Crop Area:
19.54)",,,,,
,Dibrugarh,18404,16802,10540,45746,2893.53,"(Chabua | Population Affected: 6948 | Crop Area: 82.3),
(Naharkatia | Population Affected: 5502 | Crop Area:
388.1), (Moran | Population Affected: 6756 | Crop Area:
324.51), (Dibrugarh East | Population Affected: 953 |
Crop Area: 0), (Tingkhong | Population Affected: 1503 |
Crop Area: 175.52), (Tengakhat | Population Affected:
17415 | Crop Area: 316.1), (Dibrugarh West |
Population Affected: 6669 | Crop Area: 1607)",,,,,
,Goalpara,17248,15549,10679,43476,145,"(Lakhipur | Population Affected: 40925 | Crop Area: 0),
(Matia | Population Affected: 1252 | Crop Area: 125),
(Balijana | Population Affected: 1299 | Crop Area: 20)",,,,,
,Golaghat,51920,42471,12203,106594,456.93,"(Golaghat | Population Affected: 12 | Crop Area: 0),
(Bokakhat | Population Affected: 79919 | Crop Area:
13), (Dergaon | Population Affected: 10601 | Crop Area:
259.5), (Sarupathar | Population Affected: 102 | Crop
Area: 16.93), (Khumtai | Population Affected: 15960 |
Crop Area: 167.5)",,,,,
,Hailakandi,2222,1853,2947,7022,21,"(Hailakandi | Population Affected: 500 | Crop Area: 16),
(Algapur | Population Affected: 360 | Crop Area: 5),
(Lala | Population Affected: 2520 | Crop Area: 0),
(Katlicherra | Population Affected: 3642 | Crop Area: 0)",,,,,
,Hojai,5949,3220,1585,10754,314,"(Doboka | Population Affected: 884 | Crop Area: 74),
(Hojai | Population Affected: 9870 | Crop Area: 240)",,,,,
,Jorhat,13181,11989,7232,32402,187,"(Jorhat West | Population Affected: 10069 | Crop Area:
0), (Teok | Population Affected: 12179 | Crop Area: 23),
(Jorhat East | Population Affected: 10154 | Crop Area:
164)",,,,,
,Kamrup,2677,2523,2030,7230,1312.13,"(Kamalpur | Population Affected: 0 | Crop Area: 80.3),
(North Ghy | Population Affected: 296 | Crop Area: 51),
(Chamaria | Population Affected: 0 | Crop Area: 99.5),
(Kayan | Population Affected: 0 | Crop Area: 2.33),
(Rangia | Population Affected: 0 | Crop Area: 59), (Hajo
| Population Affected: 79 | Crop Area: 975), (Goroimari
| Population Affected: 0 | Crop Area: 0), (Palashbari |
Population Affected: 6855 | Crop Area: 45)",,,,,
,"Kamrup
(M)",17107,12645,5197,34949,306,"(Azara | Population Affected: 0 | Crop Area: 143),
(Guwahati | Population Affected: 1010 | Crop Area: 0),
(Chandrapur | Population Affected: 28689 | Crop Area:
23), (Sonapur | Population Affected: 5250 | Crop Area:
140)",,,,,
,"Karbi
Anglong",463,472,603,1538,0,(Phuloni | Population Affected: 1538 | Crop Area: 0),,,,,
,"Karbi
Anglong
West",1271,1272,1525,4068,0,"(Donkamokam | Population Affected: 4068 | Crop Area:
0)",,,,,
,Karimganj,11552,11325,8151,31028,0,"(Nilambazar | Population Affected: 8200 | Crop Area: 0),
(Patherkandi | Population Affected: 1165 | Crop Area:
0), (Badarpur | Population Affected: 9226 | Crop Area:
0), (Karimganj | Population Affected: 12437 | Crop Area:
0)",,,,,
,Lakhimpur,80717,61210,24136,166063,1510.5,"(North Lakhimpur | Population Affected: 84721 | Crop
Area: 239.5), (Subansiri | Population Affected: 1123 |
Crop Area: 543), (Bihpuria | Population Affected: 18439
| Crop Area: 246), (Dhakuakhana | Population Affected:
1190 | Crop Area: 482), (Kadam | Population Affected: 0
| Crop Area: 0), (Narayanpur | Population Affected:
20823 | Crop Area: 0), (Nowboicha | Population
Affected: 39767 | Crop Area: 0)",,,,,
,Majuli,23171,17165,14068,54404,4946,"(Majuli | Population Affected: 52030 | Crop Area: 2823),
(Ujani Majuli | Population Affected: 2374 | Crop Area:
2123)",,,,,
,Morigaon,18871,19670,16918,55459,12963,"(Bhuragaon | Population Affected: 44355 | Crop Area:
244), (Laharighat | Population Affected: 10889 | Crop",,,,,
,,,,,,,,"Area: 65), (Mayong | Population Affected: 215 | Crop
Area: 12654)",,,,
,Nagaon,13125,11251,9670,34046,2531,,"(Samaguri | Population Affected: 12045 | Crop Area:
160), (Kampur | Population Affected: 0 | Crop Area:
134), (Dhing | Population Affected: 149 | Crop Area:
1041), (Kaliabor | Population Affected: 21852 | Crop
Area: 632), (Raha | Population Affected: 0 | Crop Area:
564)",,,,
,Nalbari,36389,34019,34958,105366,104.2,,"(Barkhetri | Population Affected: 105366 | Crop Area:
82), (Tihu | Population Affected: 0 | Crop Area: 22.2)",,,,
,Sivasagar,23334,20341,10848,54523,601,,"(Nazira | Population Affected: 10306 | Crop Area: 100),
(Sonari RC part | Population Affected: 1527 | Crop Area:
0), (Demow | Population Affected: 22964 | Crop Area:
101), (Sivsagar | Population Affected: 19726 | Crop
Area: 400)",,,,
