0,1,2,3,4,5,6,7,8,9,10,11,12
,"Hailakand
i",3,,,,,,,,,,
,Dhemaji,136,,,,,,,,,,
,Majuli,30,,,,,,,,,,
,Sivasagar,143,,,,,,,,,,
,"South
Salmara",27,,,,,,,,,,
,Karimganj,22,,,,,,,,,,
,Darrang,40,,,,,,,,,,
,Barpeta,50,,,,,,,,,,
,"Kamrup
(M)",17,,,,,,,,,,
,"Biswanat
h",7,,,,,,,,,,
,Chirang,1,,,,,,,,,,
,Jorhat,6,,,,,,,,,,
,Total,1705,,,,,,,,,,
,,,,,,,,,,,,
,District,Male,Female,Children,Total,Total Crop Area (in Hect.),Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,
,Barpeta,5728,4454,3840,14022,403,,,,,,
,"Biswanat
h",0,0,0,0,14,,,,,,
,"Bongaiga
on",0,0,0,0,0,,,,,,
,Cachar,51946,52160,44503,148609,0,,,,,,
"Charaide
o",0,0,0,0,0,,,,,,,
Chirang,24,40,28,92,0,,,,,,,
Darrang,29120,7024,1669,37813,140,,,,,,,
Dhemaji,26849,26093,15701,68643,1965.4,,,,,,,
Dhubri,49090,46915,31829,127834,977.26,,,,,,,
Dibrugarh,5594,4472,2471,12537,2377.5,,,,,,,
"Dima-
Hasao",0,0,0,0,0,,,,,,,
Goalpara,21935,20486,24665,67086,86,,,,,,,
Golaghat,40571,36141,7177,83889,464.5,,,,,,,
"Hailakand
i",305,245,77,627,0,,,,,,,
Hojai,0,0,0,0,0,,,,,,,
Jorhat,637,494,307,1438,0,,,,,,,
Kamrup,175,221,49,445,3069.7,,,,,,,
"Kamrup
(M)",11109,8540,2021,21670,10,,,,,,,
Karimganj,5730,4950,2971,13651,0,,,,,,,
Kokrajhar,0,0,0,0,0,,,,,,,
Majuli,7527,5555,3415,16497,0,,,,,,,
Morigaon,5011,5119,4015,14145,1720,,,,,,,
Nagaon,35436,30316,22968,88720,17075.3,,,,,,,
,,,,,,,,,,,,
Nalbari,12130,11340,11650,35120,141,,,,,,,
Sivasagar,22043,20616,9832,52491,943,,,,,,,
"South
Salmara",12456,12054,10212,34722,0,,,,,,,
Tinsukia,0,0,0,0,0,,,,,,,
Total,343416,297235,199400,840051,29386.66,,,,,,,
,,,,,,,,,,,,
District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,,,,,,,,,,,,
Barpeta,0,"0 (Chenga | 0), (Kalgachia | 0), (Baghbar | 0)",,,,,,,,,,
"Biswanat
h",0,0 (Halem | 0),,,,,,,,,,
"Bongaiga
on",0,0 (Srijangram | 0),,,,,,,,,,
Cachar,46,"41 (Sonai | 0), (Katigorah | 4), (Silchar | 37),
(Udharbond | 0)",,,,,,,,,,
"Charaide
o",0,"0 (Sonari | 0), (Sapekhati | 0), (Mahmora | 0)",,,,,,,,,,
Chirang,1,1 (Bijni | 1),,,,,,,,,,
Darrang,0,"0 (Pub-Mangaldai | 0), (Mangaldoi | 0), (Dalgaon
| 0)",,,,,,,,,,
Dhemaji,15,"1 (Dhemaji | 0), (Sissiborgaon | 0), (Jonai | 1),
(Gogamukh | 0)",,,,,,,,,,
Dhubri,15,"12 (Dhubri | 10), (Gauripur | 2), (Chapar | 0),
(South Salmara Part | 0), (Athani | 0)",,,,,,,,,,
Dibrugarh,13,"11 (Tingkhong | 1), (Dibrugarh West | 2),
(Naharkatia | 0), (Moran | 5), (Tengakhat | 3)",,,,,,,,,,
"Dima-
Hasao",0,0 (Haflong | 0),,,,,,,,,,
Goalpara,13,"13 (Matia | 3), (Lakhipur | 0), (Balijana | 10)",,,,,,,,,,
Golaghat,6,"6 (Khumtai | 0), (Bokakhat | 6), (Dergaon | 0)",,,,,,,,,,
"Hailakand
i",2,"1 (Algapur | 1), (Hailakandi | 0), (Katlicherra | 0),
(Lala | 0)",,,,,,,,,,
Hojai,0,0 (Doboka | 0),,,,,,,,,,
Jorhat,0,"0 (Jorhat East | 0), (Jorhat West | 0), (Teok | 0)",,,,,,,,,,
Kamrup,7,"7 (Rangia | 0), (Kamalpur | 0), (Goroimari | 0),
(Palashbari | 0), (Chamaria | 0), (Hajo | 7), (North
Ghy | 0), (Nagarbera | 0)",,,,,,,,,,
"Kamrup
(M)",0,"0 (Chandrapur | 0), (Sonapur | 0)",,,,,,,,,,
Karimganj,32,"32 (Patherkandi | 0), (Nilambazar | 13),
(Karimganj | 18), (Badarpur | 1)",,,,,,,,,,
Kokrajhar,0,"0 (Kokrajhar | 0), (Dotma | 0), (Bhawraguri | 0)",,,,,,,,,,
Majuli,11,"0 (Ujani Majuli | 0), (Majuli | 0)",,,,,,,,,,
Morigaon,0,"0 (Mayong | 0), (Morigaon | 0), (Laharighat | 0),
(Bhuragaon | 0)",,,,,,,,,,
Nagaon,40,"24 (Samaguri | 2), (Nagaon | 10), (Dhing | 0),
(Kaliabor | 11), (Raha | 1)",,,,,,,,,,
Nalbari,0,0 (Barkhetri | 0),,,,,,,,,,
Sivasagar,20,"20 (Demow | 20), (Sonari RC part | 0), (Nazira |
0), (Sivsagar | 0)",,,,,,,,,,
"South
Salmara",0,"0 (South Salmara | 0), (Mankachar | 0)",,,,,,,,,,
Tinsukia,0,"0 (Tinsukia |
0)",,,,,,,,,,
Total,221,169,,,,52,,,,,,
,,,,,,,,,,,,
District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant /,Person with Disability,,,
,,,,,,,,Lactating,,,,
,,,,,,,,Mother,,,,
Barpeta,0,"(Chenga | 0), (Kalgachia | 0),
(Baghbar | 0)",,,0,0,0,0,,,,
"Biswanat
h",0,(Halem | 0),,,0,0,0,0,,,,
"Bongaiga
on",0,(Srijangram | 0),,,0,0,0,0,,,,
Cachar,14164,"(Sonai | 0), (Katigorah | 300), (Silchar
| 13864), (Udharbond | 0)",,,5936,5592,2636,0,,,,
"Charaide
o",0,"(Sonari | 0), (Sapekhati | 0),
(Mahmora | 0)",,,0,0,0,0,,,,
Chirang,83,(Bijni | 83),,,24,32,27,0,,,,
Darrang,0,"(Pub-Mangaldai | 0), (Mangaldoi | 0),
(Dalgaon | 0)",,,0,0,0,0,,,,
Dhemaji,104,"(Dhemaji | 0), (Sissiborgaon | 0),
(Jonai | 104), (Gogamukh | 0)",,,29,33,42,0,,,,
Dhubri,3261,"(Dhubri | 2847), (Gauripur | 414),
(Chapar | 0), (South Salmara Part |
0), (Athani | 0)",,,1104,1432,725,0,,,,
Dibrugarh,806,"(Tingkhong | 142), (Dibrugarh West |
327), (Naharkatia | 0), (Moran | 315),
(Tengakhat | 22)",,,368,282,156,0,,,,
"Dima-
Hasao",0,(Haflong | 0),,,0,0,0,0,,,,
Goalpara,2068,"(Matia | 242), (Lakhipur | 0), (Balijana
| 1826)",,,470,1035,563,0,,,,
Golaghat,575,"(Khumtai | 0), (Bokakhat | 575),
(Dergaon | 0)",,,239,254,82,0,,,,
"Hailakand
i",201,"(Algapur | 201), (Hailakandi | 0),
(Katlicherra | 0), (Lala | 0)",,,110,70,21,0,,,,
Hojai,0,(Doboka | 0),,,0,0,0,0,,,,
Jorhat,0,"(Jorhat East | 0), (Jorhat West | 0),
(Teok | 0)",,,0,0,0,0,,,,
Kamrup,445,"(Rangia | 0), (Kamalpur | 0),
(Goroimari | 0), (Palashbari | 0),
(Chamaria | 0), (Hajo | 445), (North
Ghy | 0), (Nagarbera | 0)",,,175,221,49,0,,,,
"Kamrup
(M)",0,"(Chandrapur | 0), (Sonapur | 0)",,,0,0,0,0,,,,
Karimganj,3174,"(Patherkandi | 0), (Nilambazar | 309),
(Karimganj | 2765), (Badarpur | 100)",,,1358,1035,781,0,,,,
Kokrajhar,0,"(Kokrajhar | 0), (Dotma | 0),
(Bhawraguri | 0)",,,0,0,0,0,,,,
Majuli,0,"(Ujani Majuli | 0), (Majuli | 0)",,,0,0,0,0,,,,
Morigaon,0,"(Mayong | 0), (Morigaon | 0),
(Laharighat | 0), (Bhuragaon | 0)",,,0,0,0,0,,,,
Nagaon,7495,"(Samaguri | 549), (Nagaon | 2701),
(Dhing | 0), (Kaliabor | 4132), (Raha |
113)",,,3026,2688,1781,0,,,,
Nalbari,0,(Barkhetri | 0),,,0,0,0,0,,,,
Sivasagar,3790,"(Demow | 3790), (Sonari RC part | 0),
(Nazira | 0), (Sivsagar | 0)",,,1589,1530,671,0,,,,
"South
Salmara",0,"(South Salmara | 0), (Mankachar | 0)",,,0,0,0,0,,,,
Tinsukia,0,"(Tinsukia |
0)",,,0,0,0,0,,,,
Total,36166,,,,14428,14204,7534,0,0,,,
,,,,,,,,,,,,
District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,,,,
,,,,,,,,Big,Small,Poultry,,
,,,,,,,,,,,,
Barpeta,0,"(Chenga | 0), (Kalgachia | 0),
(Baghbar | 0)",,,0,0,0,0,0,,,
"Biswanat
h",0,(Halem | 0),,,0,0,0,0,0,,,
"Bongaiga
on",0,(Srijangram | 0),,,0,0,0,0,0,,,
Cachar,7520,"(Sonai | 0), (Katigorah | 0), (Silchar |
7520), (Udharbond | 0)",,,2430,2949,2141,0,0,,,
"Charaide
o",0,"(Sonari | 0), (Sapekhati | 0),
(Mahmora | 0)",,,0,0,0,0,0,,,
Chirang,0,(Bijni | 0),,,0,0,0,0,0,,,
Darrang,0,"(Pub-Mangaldai | 0), (Mangaldoi | 0),
(Dalgaon | 0)",,,0,0,0,0,0,,,
Dhemaji,21679,"(Dhemaji | 896), (Sissiborgaon |
16021), (Jonai | 4762), (Gogamukh |
0)",,,9014,8310,4355,2285,715,,,
Dhubri,750,"(Dhubri | 0), (Gauripur | 0), (Chapar |
0), (South Salmara Part | 750),
(Athani | 0)",,,750,0,0,18706,12913,,,
Dibrugarh,0,"(Tingkhong | 0), (Dibrugarh West | 0),
(Naharkatia | 0), (Moran | 0),
(Tengakhat | 0)",,,0,0,0,3362,3555,,,
"Dima-
Hasao",0,(Haflong | 0),,,0,0,0,0,0,,,
Goalpara,0,"(Matia | 0), (Lakhipur | 0), (Balijana |
0)",,,0,0,0,0,0,,,
Golaghat,0,"(Khumtai | 0), (Bokakhat | 0),
(Dergaon | 0)",,,0,0,0,0,0,,,
"Hailakand
i",595,"(Algapur | 595), (Hailakandi | 0),
(Katlicherra | 0), (Lala | 0)",,,270,255,70,0,0,,,
Hojai,0,(Doboka | 0),,,0,0,0,0,0,,,
Jorhat,0,"(Jorhat East | 0), (Jorhat West | 0),
(Teok | 0)",,,0,0,0,0,0,,,
Kamrup,0,"(Rangia | 0), (Kamalpur | 0),
(Goroimari | 0), (Palashbari | 0),
(Chamaria | 0), (Hajo | 0), (North Ghy
| 0), (Nagarbera | 0)",,,0,0,0,0,0,,,
"Kamrup
(M)",0,"(Chandrapur | 0), (Sonapur | 0)",,,0,0,0,0,0,,,
Karimganj,0,"(Patherkandi | 0), (Nilambazar | 0),
(Karimganj | 0), (Badarpur | 0)",,,0,0,0,0,0,,,
Kokrajhar,0,"(Kokrajhar | 0), (Dotma | 0),
(Bhawraguri | 0)",,,0,0,0,0,0,,,
Majuli,74,"(Ujani Majuli | 0), (Majuli | 74)",,,0,0,74,0,0,,,
Morigaon,0,"(Mayong | 0), (Morigaon | 0),
(Laharighat | 0), (Bhuragaon | 0)",,,0,0,0,0,0,,,
Nagaon,5262,"(Samaguri | 3020), (Nagaon | 1214),
(Dhing | 0), (Kaliabor | 1028), (Raha |
0)",,,2053,1985,1224,0,0,,,
Nalbari,0,(Barkhetri | 0),,,0,0,0,0,0,,,
Sivasagar,0,"(Demow | 0), (Sonari RC part | 0),
(Nazira | 0), (Sivsagar | 0)",,,0,0,0,0,0,,,
"South
Salmara",0,"(South Salmara | 0), (Mankachar | 0)",,,0,0,0,0,0,,,
Tinsukia,0,"(Tinsukia |
0)",,,0,0,0,0,0,,,
Total,35880,,,,14517,13499,7864,24353,17183,0,,
,,,,,,,,,,,,
District,Total,Flood Death,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,Drowning,,,,,,,,,
,,,(Non,,,Male,Female,,,,,
,,,Flood),,,,,,,,,
,,,,,,,,,,,,
Cachar,0,0,0,0,0,0,0,0,,,,
Nalbari,0,0,0,0,0,0,0,0,,,,
Kamrup,0,0,0,0,0,0,0,0,,,,
Golaghat,0,0,0,0,0,0,0,0,,,,
Goalpara,0,0,0,0,0,0,0,0,,,,
Morigaon,0,0,0,0,0,0,0,0,,,,
Dibrugarh,0,0,0,0,0,0,0,0,,,,
Dhubri,0,0,0,0,0,0,0,0,,,,
Nagaon,0,0,0,0,0,0,0,0,,,,
"Hailakand
i",0,0,0,0,0,0,0,0,,,,
Dhemaji,1,1,0,1,0,0,0,0,,,,
Majuli,0,0,0,0,0,0,0,0,,,,
"Bongaiga
on",0,0,0,0,0,0,0,0,,,,
Sivasagar,0,0,0,0,0,0,0,0,,,,
"Charaide
o",0,0,0,0,0,0,0,0,,,,
Kokrajhar,0,0,0,0,0,0,0,0,,,,
"South
Salmara",0,0,0,0,0,0,0,0,,,,
Karimganj,0,0,0,0,0,0,0,0,,,,
Darrang,0,0,0,0,0,0,0,0,,,,
Barpeta,0,0,0,0,0,0,0,0,,,,
Hojai,0,0,0,0,0,0,0,0,,,,
"Kamrup
(M)",0,0,0,0,0,0,0,0,,,,
"Biswanat
h",0,0,0,0,0,0,0,0,,,,
Chirang,0,0,0,0,0,0,0,0,,,,
Jorhat,0,0,0,0,0,0,0,0,,,,
"Dima-
Hasao",0,0,0,0,0,0,0,0,,,,
Tinsukia,0,0,0,0,0,0,0,0,,,,
Total,1,1,0,1,0,0,0,0,,,,
,,,,,,,,,,,,
District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,,,,,,,,
,,,,Male,Female,,,,,,,
,,,,,,,,,,,,
Cachar,0,0,0,0,0,0,,,,,,
Nalbari,0,0,0,0,0,0,,,,,,
Kamrup,0,0,0,0,0,0,,,,,,
Golaghat,0,0,0,0,0,0,,,,,,
Goalpara,0,0,0,0,0,0,,,,,,
Morigaon,0,0,0,0,0,0,,,,,,
Dibrugarh,0,0,0,0,0,0,,,,,,
Dhubri,0,0,0,0,0,0,,,,,,
Nagaon,0,0,0,0,0,0,,,,,,
"Hailakand
i",0,0,0,0,0,0,,,,,,
Dhemaji,0,0,0,0,0,0,,,,,,
Majuli,0,0,0,0,0,0,,,,,,
"Bongaiga
on",0,0,0,0,0,0,,,,,,
Sivasagar,0,0,0,0,0,0,,,,,,
"Charaide
o",0,0,0,0,0,0,,,,,,
Kokrajhar,0,0,0,0,0,0,,,,,,
"South
Salmara",0,0,0,0,0,0,,,,,,
Karimganj,0,0,0,0,0,0,,,,,,
Darrang,0,0,0,0,0,0,,,,,,
Barpeta,0,0,0,0,0,0,,,,,,
Hojai,0,0,0,0,0,0,,,,,,
"Kamrup
(M)",0,0,0,0,0,0,,,,,,
"Biswanat
h",0,0,0,0,0,0,,,,,,
Chirang,0,0,0,0,0,0,,,,,,
Jorhat,0,0,0,0,0,0,,,,,,
"Dima-
Hasao",0,0,0,0,0,0,,,,,,
Tinsukia,0,0,0,0,0,0,,,,,,
Total,0,0,0,0,0,0,,,,,,
,,,,,,,,,,,,
District,Total,Big,Small,Poultry,,,,,,,,
,,,,,,,,,,,,
Barpeta,43820,21721,16656,,,,,,,,,
"Biswanat
h",0,0,0,,,,,,,,,
"Bongaiga
on",0,0,0,,,,,,,,,
Cachar,0,0,0,,,,,,,,,
"Charaide
o",0,0,0,,,,,,,,,
Chirang,0,0,0,,,,,,,,,
Darrang,30698,10969,8869,,,,,,,,,
Dhemaji,28393,19604,8789,,,,,,,,,
Dhubri,57417,35441,21976,,,,,,,,,
Dibrugarh,6917,3362,3555,,,,,,,,,
"Dima-
Hasao",0,0,0,,,,,,,,,
Goalpara,68713,40845,17798,,,,,,,,,
Golaghat,1000,500,500,,,,,,,,,
"Hailakand
i",1923,575,723,,,,,,,,,
Hojai,0,0,0,,,,,,,,,
Jorhat,0,0,0,,,,,,,,,
Kamrup,0,0,0,,,,,,,,,
"Kamrup
(M)",19889,12907,6982,,,,,,,,,
Karimganj,0,0,0,,,,,,,,,
Kokrajhar,0,0,0,,,,,,,,,
Majuli,0,0,0,,,,,,,,,
Morigaon,35959,12011,9396,,,,,,,,,
Nagaon,52624,30834,12723,,,,,,,,,
Nalbari,55517,33619,21898,,,,,,,,,
Sivasagar,48785,35467,9675,,,,,,,,,
"South
Salmara",51795,30428,21367,,,,,,,,,
Tinsukia,0,0,0,,,,,,,,,
Total,503450,288283,160907,54260,,,,,,,,
,,,,,,,,,,,,
District,Total,Big,Small,Poultry,,,,,,,,
,,,,,,,,,,,,
Barpeta,0,0,0,,,,,,,,,
"Biswanat
h",0,0,0,,,,,,,,,
"Bongaiga
on",0,0,0,,,,,,,,,
Cachar,0,0,0,,,,,,,,,
"Charaide
o",0,0,0,,,,,,,,,
Chirang,0,0,0,,,,,,,,,
Darrang,0,0,0,,,,,,,,,
Dhemaji,0,0,0,,,,,,,,,
Dhubri,0,0,0,,,,,,,,,
Dibrugarh,0,0,0,,,,,,,,,
"Dima-
Hasao",0,0,0,,,,,,,,,
Goalpara,0,0,0,,,,,,,,,
Golaghat,0,0,0,,,,,,,,,
"Hailakand
i",0,0,0,,,,,,,,,
Hojai,0,0,0,,,,,,,,,
Jorhat,0,0,0,,,,,,,,,
Kamrup,0,0,0,,,,,,,,,
"Kamrup
(M)",0,0,0,,,,,,,,,
Karimganj,0,0,0,,,,,,,,,
Kokrajhar,0,0,0,,,,,,,,,
Majuli,0,0,0,,,,,,,,,
Morigaon,0,0,0,,,,,,,,,
Nagaon,0,0,0,,,,,,,,,
Nalbari,0,0,0,,,,,,,,,
Sivasagar,3,0,3,,,,,,,,,
"South
Salmara",0,0,0,,,,,,,,,
,Tinsukia,0,0,0,,,,,,,,
,Total,3,0,3,0,,,,,,,
,,,,,,,,,,,,
"Houses
Damaged",District,Fully,Fully Pukka,Fully Total,,Partially,Partially Pukka,Partially Total,,,,
,,Kuccha,,,,Kuccha,,,,,,
,Cachar,0,0,0,,0,0,,,,,
,Nalbari,0,0,0,,5,0,,,,,
,Kamrup,0,0,0,,0,0,,,,,
,Golaghat,3,0,3,,21,0,,,,,
,Goalpara,0,0,0,,0,0,,,,,
,Morigaon,0,0,0,,0,0,,,,,
,Dibrugarh,0,0,0,,0,0,,,,,
,Dhubri,0,0,0,,1004,0,,,,,
,Nagaon,0,0,0,,0,0,,,,,
,"Hailakand
i",0,0,0,,0,0,,,,,
,Dhemaji,0,0,0,,16,0,,,,,
,Majuli,0,0,0,,0,0,,,,,
,"Bongaiga
on",0,0,0,,0,0,,,,,
,Sivasagar,0,0,0,,0,0,,,,,
,"Charaide
o",0,0,0,,60,5,,,,,
,Kokrajhar,0,0,0,,0,0,,,,,
,"South
Salmara",0,0,0,,327,7,,,,,
,Karimganj,0,0,0,,195,0,,,,,
,Darrang,0,0,0,,50,0,,,,,
,Barpeta,0,0,0,,184,0,,,,,
,Hojai,0,0,0,,0,0,,,,,
,"Kamrup
(M)",0,0,0,,0,0,,,,,
,"Biswanat
h",0,0,0,,0,0,,,,,
,Chirang,0,0,0,,0,0,,,,,
,Jorhat,0,0,0,,5,0,,,,,
,"Dima-
Hasao",0,0,0,,0,0,,,,,
,Tinsukia,0,0,0,,0,0,,,,,
,Total,3,0,3,,1867,12,1879,,,,
,,,,,,,,,,,,
"Houses
Damaged
Others",District,Others Huts,Others Cattle Shed,,Others Total,,,,,,,
,,,,,,,,,,,,
,Cachar,0,0,,,,,,,,,
,Nalbari,0,0,,,,,,,,,
,Kamrup,0,0,,,,,,,,,
,Golaghat,0,3,,,,,,,,,
,Goalpara,0,0,,,,,,,,,
,Morigaon,0,0,,,,,,,,,
,Dibrugarh,0,0,,,,,,,,,
,Dhubri,508,0,,,,,,,,,
,Nagaon,0,0,,,,,,,,,
,"Hailakand
i",0,0,,,,,,,,,
,Dhemaji,0,0,,,,,,,,,
,Majuli,0,0,,,,,,,,,
,"Bongaiga
on",0,0,,,,,,,,,
,Sivasagar,0,0,,,,,,,,,
,"Charaide
o",3,9,,,,,,,,,
,Kokrajhar,0,0,,,,,,,,,
,"South
Salmara",216,107,,,,,,,,,
,Karimganj,0,0,,,,,,,,,
,Darrang,0,5,,,,,,,,,
,Barpeta,0,0,,,,,,,,,
,Hojai,0,0,,,,,,,,,
,"Kamrup
(M)",0,0,,,,,,,,,
,"Biswanat
h",0,0,,,,,,,,,
,Chirang,0,0,,,,,,,,,
,Jorhat,1,0,,,,,,,,,
,"Dima-
Hasao",3,0,,,,,,,,,
,Tinsukia,0,0,,,,,,,,,
,Total,731,124,,855,,,,,,,
,,,,,,,,,,,,
,District,Agency,Other Agencies Involved,Medical Team,Boats,Person,Animal,Helicopte,Person,,,
,,,,Deployed,Deployed,Evacuated,Evacuat,rs,Evacuated By,,,
,,,,,,By Boats,ed By,Deployed,Helicopters,,,
,,,,,,,Boats,,,,,
Barpeta,,,,,,0,0,0,0,0,,
"Biswanat
h",,,,,,0,0,0,0,0,,
"Bongaiga
on",,,,,,0,0,0,0,0,,
Cachar,,,,,,0,0,0,0,0,,
"Charaide
o",,,,,,0,0,0,0,0,,
Chirang,,,,,,0,0,0,0,0,,
Darrang,,,,,,0,0,0,0,0,,
Dhemaji,Circle Office/Local Administration,,,,,2,0,0,0,0,,
Dhubri,Circle Office/Local Administration,,,,,4,8,0,0,0,,
Dibrugarh,,,,Nil,,36,0,0,0,0,,
"Dima-
Hasao",,,,,,0,0,0,0,0,,
Goalpara,,,,,,0,0,0,0,0,,
Golaghat,,,,,,0,0,0,0,0,,
"Hailakand
i",,,,,,0,0,0,0,0,,
Hojai,,,,,,0,0,0,0,0,,
Jorhat,,,,,,0,0,0,0,0,,
Kamrup,,,,,,0,0,0,0,0,,
"Kamrup
(M)",,,,,,0,0,0,0,0,,
Karimganj,,,,,,0,0,0,0,0,,
Kokrajhar,,,,,,0,0,0,0,0,,
Majuli,,,,,,0,0,0,0,0,,
Morigaon,,,,,,2,0,0,0,0,,
Nagaon,,,,0,,9,0,0,0,0,,
Nalbari,,,,,,0,0,0,0,0,,
Sivasagar,,,,,,0,0,0,0,0,,
"South
Salmara",Circle Office/Local Administration,,,,,12,2,0,0,0,,
Tinsukia,,,,,,0,0,0,0,0,,
Total,,,,,,65,10,0,0,0,0,
,,,,,,,,,,,,
District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed,Cattle Feed -,Cattle Feed - Rice Bran (in Q),,,,,
,,,,,- Green,Wheat Bran (in,,,,,,
,,,,,Fooder (in,Q),,,,,,
,,,,,Q),,,,,,,
Barpeta,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
"Biswanat
h",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
"Bongaiga
on",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Cachar,126.80,23.63,6.86,700.50,0.00,0.00,,,,,,
"Charaide
o",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Chirang,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Darrang,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Dhemaji,381.74,68.85,20.66,2065.32,0.00,0.00,,,,,,
Dhubri,0.00,0.00,0.00,0.00,0.00,1416.80,,,,,,
Dibrugarh,0.00,0.00,0.00,0.00,0.00,181.37,,,,,,
"Dima-
Hasao",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Goalpara,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Golaghat,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
"Hailakand
i",6.40,1.19,0.36,36.00,0.00,18.80,,,,,,
Hojai,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Jorhat,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Kamrup,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
"Kamrup
(M)",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Karimganj,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Kokrajhar,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Majuli,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Morigaon,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Nagaon,101.55,17.98,4.28,154.43,0.00,126.38,,,,,,
Nalbari,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
Sivasagar,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
"South
Salmara",0.00,0.00,0.00,0.00,0.00,0.00,,,,,,
