0,1,2,3,4,5,6,7,8,9,10,11,12,13
,Cachar,54256,54945,51698,160899,198,"(Silchar | Population Affected: 30700 | Crop Area: 0),
(Lakhipur | Population Affected: 0 | Crop Area: 0), (Katigorah
| Population Affected: 123725 | Crop Area: 198), (Sonai |
Population Affected: 6474 | Crop Area: 0)",,,,,,
,Charaideo,2805,3131,1652,7588,0,"(Sonari | Population Affected: 21 | Crop Area: 0), (Mahmora
| Population Affected: 7567 | Crop Area: 0)",,,,,,
,Chirang,24,40,28,92,0,(Bijni | Population Affected: 92 | Crop Area: 0),,,,,,
,Darrang,55245,48671,4209,108125,672,"(Dalgaon | Population Affected: 503 | Crop Area: 25),
(Mangaldoi | Population Affected: 34271 | Crop Area: 328),
(Pub-Mangaldai | Population Affected: 68450 | Crop Area:
319), (Sipajhar | Population Affected: 4901 | Crop Area: 0)",,,,,,
,Dhemaji,39536,36610,22988,99134,2856.92,"(Sissiborgaon | Population Affected: 39808 | Crop Area: 539),
(Jonai | Population Affected: 44758 | Crop Area: 1278.92),
(Dhemaji | Population Affected: 14568 | Crop Area: 1039),
(Gogamukh | Population Affected: 0 | Crop Area: 0)",,,,,,
,Dhubri,90968,84372,65846,241186,1834.26,"(Dhubri | Population Affected: 18795 | Crop Area: 179.2),
(Gauripur | Population Affected: 20260 | Crop Area: 100.86),
(Chapar | Population Affected: 0 | Crop Area: 36), (Athani |
Population Affected: 11779 | Crop Area: 238), (South
Salmara Part | Population Affected: 190352 | Crop Area:
1184), (Golakganj | Population Affected: 0 | Crop Area: 40),
(Bilasipara | Population Affected: 0 | Crop Area: 56.2)",,,,,,
,Dibrugarh,7695,6509,4007,18211,2588.1,"(Dibrugarh West | Population Affected: 6475 | Crop Area:
2227), (Moran | Population Affected: 10739 | Crop Area:
153), (Tingkhong | Population Affected: 417 | Crop Area: 0),
(Naharkatia | Population Affected: 366 | Crop Area: 11),
(Tengakhat | Population Affected: 214 | Crop Area: 158.5),
(Chabua | Population Affected: 0 | Crop Area: 38.6)",,,,,,
,Dima-Hasao,0,0,0,0,0,(Haflong | Population Affected: 0 | Crop Area: 0),,,,,,
,Goalpara,26266,24361,29590,80217,1717.85,"(Lakhipur | Population Affected: 68413 | Crop Area: 1139),
(Matia | Population Affected: 9666 | Crop Area: 128),
(Rongjuli | Population Affected: 0 | Crop Area: 27), (Balijana
| Population Affected: 2138 | Crop Area: 423.85)",,,,,,
,Golaghat,50874,43572,11246,105692,480.5,"(Bokakhat | Population Affected: 76250 | Crop Area: 147),
(Khumtai | Population Affected: 18841 | Crop Area: 87),
(Dergaon | Population Affected: 10601 | Crop Area: 246.5)",,,,,,
,Hailakandi,1120,990,330,2440,499,"(Hailakandi | Population Affected: 0 | Crop Area: 0), (Algapur
| Population Affected: 2440 | Crop Area: 499), (Katlicherra |
Population Affected: 0 | Crop Area: 0), (Lala | Population
Affected: 0 | Crop Area: 0)",,,,,,
,Hojai,0,0,0,0,0,(Doboka | Population Affected: 0 | Crop Area: 0),,,,,,
,Jorhat,3131,2628,1920,7679,0,"(Teok | Population Affected: 1494 | Crop Area: 0), (Jorhat
West | Population Affected: 5865 | Crop Area: 0), (Jorhat
East | Population Affected: 320 | Crop Area: 0)",,,,,,
,Kamrup,324,391,70,785,4541.2,,"(Chamaria | Population Affected: 0 | Crop Area: 1039.5),
(Kamalpur | Population Affected: 0 | Crop Area: 35.2),
(Nagarbera | Population Affected: 0 | Crop Area: 320),
(Palashbari | Population Affected: 55 | Crop Area: 280), (Hajo
| Population Affected: 730 | Crop Area: 1800), (Rangia |
Population Affected: 0 | Crop Area: 45), (North Ghy |
Population Affected: 0 | Crop Area: 10), (Goroimari |
Population Affected: 0 | Crop Area: 1011.5)",,,,,
,Kamrup (M),11590,9151,3098,23839,22,,"(Sonapur | Population Affected: 20000 | Crop Area: 0),
(Guwahati | Population Affected: 2200 | Crop Area: 0),
(Chandrapur | Population Affected: 1639 | Crop Area: 22)",,,,,
,"Karbi
Anglong
West",0,0,0,0,0,,(Donkamokam | Population Affected: 0 | Crop Area: 0),,,,,
,Karimganj,6494,5919,3626,16039,0,,"(RK Nagar | Population Affected: 0 | Crop Area: 0),
(Nilambazar | Population Affected: 2570 | Crop Area: 0),
(Badarpur | Population Affected: 1532 | Crop Area: 0),
(Karimganj | Population Affected: 11937 | Crop Area: 0)",,,,,
,Kokrajhar,0,0,0,0,5.49,,"(Kokrajhar | Population Affected: 0 | Crop Area: 3.5),
(Bhawraguri | Population Affected: 0 | Crop Area: 1.99)",,,,,
,Lakhimpur,19708,13571,3177,36456,693,,"(North Lakhimpur | Population Affected: 28518 | Crop Area:
0), (Bihpuria | Population Affected: 5525 | Crop Area: 0),
(Subansiri | Population Affected: 2413 | Crop Area: 693),
(Narayanpur | Population Affected: 0 | Crop Area: 0)",,,,,
,Majuli,36880,26279,18980,82139,12,,"(Majuli | Population Affected: 80949 | Crop Area: 0), (Ujani
Majuli | Population Affected: 1190 | Crop Area: 12)",,,,,
,Morigaon,12069,11756,9566,33391,1956,,"(Bhuragaon | Population Affected: 12270 | Crop Area: 566),
(Mayong | Population Affected: 2787 | Crop Area: 954),
(Morigaon | Population Affected: 3266 | Crop Area: 280),
(Laharighat | Population Affected: 15068 | Crop Area: 156)",,,,,
,Nagaon,33820,28474,21865,84159,17324.3,,"(Samaguri | Population Affected: 22942 | Crop Area: 1406.5),
(Kaliabor | Population Affected: 53314 | Crop Area: 14279.8),
(Nagaon | Population Affected: 5409 | Crop Area: 291),
(Dhing | Population Affected: 0 | Crop Area: 222), (Raha |
Population Affected: 2494 | Crop Area: 1125)",,,,,
,Nalbari,24260,22680,23300,70240,367.45,,"(Barkhetri | Population Affected: 70240 | Crop Area: 141),
(Paschim Nalbari | Population Affected: 0 | Crop Area: 167),
(Banekuchi | Population Affected: 0 | Crop Area: 59.45)",,,,,
,Sivasagar,26601,23588,13930,64119,916,,"(Demow | Population Affected: 36344 | Crop Area: 116),
(Nazira | Population Affected: 0 | Crop Area: 0), (Sivsagar |
Population Affected: 27775 | Crop Area: 800)",,,,,
,Sonitpur,0,0,0,0,0,,(Thelamara | Population Affected: 0 | Crop Area: 0),,,,,
,"South
Salmara",25041,24385,25643,75069,585,,"(South Salmara | Population Affected: 38893 | Crop Area:
585), (Mankachar | Population Affected: 36176 | Crop Area:
0)",,,,,
,Tinsukia,351,285,242,878,0,,"(Margherita | Population Affected: 339 | Crop Area: 0),
(Tinsukia | Population Affected: 0 | Crop Area: 0),
(Doomdooma | Population Affected: 0 | Crop Area: 0),
(Sadiya | Population Affected: 539 | Crop Area: 0)",,,,,
,Udalguri,0,0,0,0,0,,"(Harisinga | Population Affected: 0 | Crop Area: 0),
(Khairabari | Population Affected: 0 | Crop Area: 0),
(Kalaigaon | Population Affected: 0 | Crop Area: 0)",,,,,
,Total,561183,499127,339639,1399949,39133.57,,,,,,,
"Relief Camps /
Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Bajali,0,0 (Bajali | 0),,,,0 (Bajali | 0),,,,,,
,Barpeta,27,"1 (Chenga | 0), (Barpeta | 0), (Kalgachia
| 0), (Baghbar | 1)",,,,"26 (Chenga | 13), (Barpeta | 0), (Kalgachia | 10), (Baghbar | 3)",,,,,,
,Biswanath,0,"0 (Halem | 0), (Naduar RC part | 0)",,,,"0 (Halem | 0), (Naduar RC part | 0)",,,,,,
,Bongaigaon,0,"0 (Bongaigaon | 0), (Manikpur | 0),
(Srijangram | 0)",,,,"0 (Bongaigaon | 0), (Manikpur | 0), (Srijangram | 0)",,,,,,
,Cachar,48,"43 (Silchar | 37), (Lakhipur | 0),
(Katigorah | 5), (Sonai | 1)",,,,"5 (Silchar | 5), (Lakhipur | 0), (Katigorah | 0), (Sonai | 0)",,,,,,
,Charaideo,2,"2 (Sonari | 1), (Mahmora | 1)",,,,"0 (Sonari | 0), (Mahmora | 0)",,,,,,
,Chirang,1,1 (Bijni | 1),,,,0 (Bijni | 0),,,,,,
,Darrang,0,"0 (Dalgaon | 0), (Mangaldoi | 0), (Pub-
Mangaldai | 0), (Sipajhar | 0)",,,,"0 (Dalgaon | 0), (Mangaldoi | 0), (Pub-Mangaldai | 0), (Sipajhar | 0)",,,,,,
,Dhemaji,8,"2 (Sissiborgaon | 0), (Jonai | 1),
(Dhemaji | 1), (Gogamukh | 0)",,,,"6 (Sissiborgaon | 0), (Jonai | 1), (Dhemaji | 5), (Gogamukh | 0)",,,,,,
,Dhubri,9,"8 (Dhubri | 8), (Gauripur | 0), (Chapar |
0), (Athani | 0), (South Salmara Part | 0),
(Golakganj | 0), (Bilasipara | 0)",,"1 (Dhubri | 0), (Gauripur | 0), (Chapar | 0), (Athani | 1), (South Salmara Part | 0),
(Golakganj | 0), (Bilasipara | 0)",,,,,,,,
,Dibrugarh,19,"13 (Dibrugarh West | 2), (Moran | 5),
(Tingkhong | 1), (Naharkatia | 1),
(Tengakhat | 4), (Chabua | 0)",,"6 (Dibrugarh West | 3), (Moran | 1), (Tingkhong | 0), (Naharkatia | 0), (Tengakhat
| 1), (Chabua | 1)",,,,,,,,
,Dima-Hasao,0,0 (Haflong | 0),,0 (Haflong | 0),,,,,,,,
,Goalpara,13,"13 (Lakhipur | 0), (Matia | 3), (Rongjuli |
0), (Balijana | 10)",,"0 (Lakhipur | 0), (Matia | 0), (Rongjuli | 0), (Balijana | 0)",,,,,,,,
,Golaghat,14,"9 (Bokakhat | 9), (Khumtai | 0),
(Dergaon | 0)",,"5 (Bokakhat | 5), (Khumtai | 0), (Dergaon | 0)",,,,,,,,
,Hailakandi,3,"1 (Hailakandi | 0), (Algapur | 1),
(Katlicherra | 0), (Lala | 0)",,"2 (Hailakandi | 0), (Algapur | 2), (Katlicherra | 0), (Lala | 0)",,,,,,,,
,Hojai,0,0 (Doboka | 0),,0 (Doboka | 0),,,,,,,,
,Jorhat,0,"0 (Teok | 0), (Jorhat West | 0), (Jorhat
East | 0)",,"0 (Teok | 0), (Jorhat West | 0), (Jorhat East | 0)",,,,,,,,
,Kamrup,11,"8 (Chamaria | 0), (Kamalpur | 0),
(Nagarbera | 0), (Palashbari | 1), (Hajo |
7), (Rangia | 0), (North Ghy | 0),
(Goroimari | 0)",,"3 (Chamaria | 0), (Kamalpur | 0), (Nagarbera | 0), (Palashbari | 0), (Hajo | 3),
(Rangia | 0), (North Ghy | 0), (Goroimari | 0)",,,,,,,,
,Kamrup (M),3,"0 (Sonapur | 0), (Guwahati | 0),
(Chandrapur | 0)",,"3 (Sonapur | 0), (Guwahati | 3), (Chandrapur | 0)",,,,,,,,
,"Karbi
Anglong
West",0,0 (Donkamokam | 0),,0 (Donkamokam | 0),,,,,,,,
,Karimganj,33,"33 (RK Nagar | 0), (Nilambazar | 13),
(Badarpur | 2), (Karimganj | 18)",,"0 (RK Nagar | 0), (Nilambazar | 0), (Badarpur | 0), (Karimganj | 0)",,,,,,,,
,Kokrajhar,0,"0 (Kokrajhar | 0), (Bhawraguri | 0)",,"0 (Kokrajhar | 0), (Bhawraguri | 0)",,,,,,,,
,Lakhimpur,9,"0 (North Lakhimpur | 0), (Bihpuria | 0),
(Subansiri | 0), (Narayanpur | 0)",,"9 (North Lakhimpur | 3), (Bihpuria | 0), (Subansiri | 3), (Narayanpur | 3)",,,,,,,,
,Majuli,1,"0 (Majuli | 0), (Ujani Majuli | 0)",,"1 (Majuli | 1), (Ujani Majuli | 0)",,,,,,,,
,Morigaon,5,"0 (Bhuragaon | 0), (Mayong | 0),
(Morigaon | 0), (Laharighat | 0)",,"5 (Bhuragaon | 2), (Mayong | 0), (Morigaon | 2), (Laharighat | 1)",,,,,,,,
,Nagaon,56,"27 (Samaguri | 2), (Kaliabor | 11),
(Nagaon | 10), (Dhing | 0), (Raha | 4)",,"29 (Samaguri | 11), (Kaliabor | 16), (Nagaon | 2), (Dhing | 0), (Raha | 0)",,,,,,,,
,Nalbari,1,"0 (Barkhetri | 0), (Paschim Nalbari | 0),
(Banekuchi | 0)",,"1 (Barkhetri | 1), (Paschim Nalbari | 0), (Banekuchi | 0)",,,,,,,,
,Sivasagar,21,"20 (Demow | 20), (Nazira | 0), (Sivsagar
| 0)",,"1 (Demow | 1), (Nazira | 0), (Sivsagar | 0)",,,,,,,,
,Sonitpur,0,0 (Thelamara | 0),,0 (Thelamara | 0),,,,,,,,
,"South
Salmara",7,"0 (South Salmara | 0), (Mankachar | 0)",,"7 (South Salmara | 0), (Mankachar | 7)",,,,,,,,
,Tinsukia,8,"8 (Margherita | 8), (Tinsukia | 0),
(Doomdooma | 0), (Sadiya | 0)",,"0 (Margherita | 0), (Tinsukia | 0), (Doomdooma | 0), (Sadiya | 0)",,,,,,,,
,Udalguri,0,"0 (Harisinga | 0), (Khairabari | 0),
(Kalaigaon | 0)",,"0 (Harisinga | 0), (Khairabari | 0), (Kalaigaon | 0)",,,,,,,,
,Total,299,189,,110,,,,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,Male,Female,Childre,Pregnan,Person with Disability,,,,,
,,,,,,n,t /,,,,,,
,,,,,,,Lactatin,,,,,,
,,,,,,,g,,,,,,
,,,,,,,Mother,,,,,,
,Bajali,0,(Bajali | 0),0,0,0,0,0,,,,,
,Barpeta,173,"(Chenga | 0), (Barpeta | 0),
(Kalgachia | 0), (Baghbar |
173)",65,66,42,0,0,,,,,
,Biswanath,0,"(Halem | 0), (Naduar RC part
| 0)",0,0,0,0,0,,,,,
,Bongaigaon,0,"(Bongaigaon | 0), (Manikpur
| 0), (Srijangram | 0)",0,0,0,0,0,,,,,
,Cachar,13810,"(Silchar | 13476), (Lakhipur |
0), (Katigorah | 319), (Sonai
| 15)",5816,5430,2564,0,0,,,,,
,Charaideo,102,"(Sonari | 21), (Mahmora |
81)",31,47,24,0,0,,,,,
,Chirang,83,(Bijni | 83),24,32,27,0,0,,,,,
,Darrang,0,"(Dalgaon | 0), (Mangaldoi |
0), (Pub-Mangaldai | 0),
(Sipajhar | 0)",0,0,0,0,0,,,,,
,Dhemaji,273,"(Sissiborgaon | 0), (Jonai |
95), (Dhemaji | 178),
(Gogamukh | 0)",89,108,76,0,0,,,,,
,Dhubri,2582,"(Dhubri | 2582), (Gauripur |
0), (Chapar | 0), (Athani | 0),
(South Salmara Part | 0),
(Golakganj | 0), (Bilasipara |
0)",856,1110,616,0,0,,,,,
,Dibrugarh,1124,"(Dibrugarh West | 544),
(Moran | 326), (Tingkhong |
142), (Naharkatia | 21),
(Tengakhat | 91), (Chabua |
0)",450,397,277,0,0,,,,,
,Dima-Hasao,0,(Haflong | 0),0,0,0,0,0,,,,,
,Goalpara,3555,"(Lakhipur | 0), (Matia |
1443), (Rongjuli | 0),
(Balijana | 2112)",982,1487,1086,0,0,,,,,
,Golaghat,3512,"(Bokakhat | 3512), (Khumtai
| 0), (Dergaon | 0)",1607,1513,392,0,0,,,,,
,Hailakandi,411,"(Hailakandi | 0), (Algapur |
411), (Katlicherra | 0), (Lala |
0)",190,164,57,0,0,,,,,
,Hojai,0,(Doboka | 0),0,0,0,0,0,,,,,
,Jorhat,0,"(Teok | 0), (Jorhat West | 0),
(Jorhat East | 0)",0,0,0,0,0,,,,,
,Kamrup,783,"(Chamaria | 0), (Kamalpur |
0), (Nagarbera | 0),
(Palashbari | 53), (Hajo |
730), (Rangia | 0), (North
Ghy | 0), (Goroimari | 0)",324,391,68,0,0,,,,,
,Kamrup (M),0,"(Sonapur | 0), (Guwahati |
0), (Chandrapur | 0)",0,0,0,0,0,,,,,
,"Karbi
Anglong
West",0,(Donkamokam | 0),0,0,0,0,0,,,,,
,Karimganj,3362,"(RK Nagar | 0), (Nilambazar |
431), (Badarpur | 141),
(Karimganj | 2790)",1415,1115,832,0,0,,,,,
,Kokrajhar,0,"(Kokrajhar | 0), (Bhawraguri
| 0)",0,0,0,0,0,,,,,
,Lakhimpur,0,"(North Lakhimpur | 0),
(Bihpuria | 0), (Subansiri |
0), (Narayanpur | 0)",0,0,0,0,0,,,,,
,Majuli,0,"(Majuli | 0), (Ujani Majuli |
0)",0,0,0,0,0,,,,,
,Morigaon,0,"(Bhuragaon | 0), (Mayong |
0), (Morigaon | 0),
(Laharighat | 0)",0,0,0,0,0,,,,,
,Nagaon,7841,"(Samaguri | 528), (Kaliabor |
4132), (Nagaon | 2669),
(Dhing | 0), (Raha | 512)",3151,2823,1867,0,0,,,,,
,Nalbari,0,"(Barkhetri | 0), (Paschim
Nalbari | 0), (Banekuchi | 0)",0,0,0,0,0,,,,,
,Sivasagar,3646,"(Demow | 3646), (Nazira |
0), (Sivsagar | 0)",1519,1515,612,0,0,,,,,
,Sonitpur,0,(Thelamara | 0),0,0,0,0,0,,,,,
,"South
Salmara",0,"(South Salmara | 0),
(Mankachar | 0)",0,0,0,0,0,,,,,
,Tinsukia,339,"(Margherita | 339), (Tinsukia
| 0), (Doomdooma | 0),
(Sadiya | 0)",105,154,80,0,0,,,,,
,Udalguri,0,"(Harisinga | 0), (Khairabari |
0), (Kalaigaon | 0)",0,0,0,0,0,,,,,
,Total,41596,,16624,16352,8620,0,0,,,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,Male,Female,Childre,Animals,,,,,,
,,,,,,n,Big,Small,Poultry,,,,
,Bajali,0,(Bajali | 0),0,0,0,0,0,0,,,,
,Barpeta,3109,"(Chenga | 3109), (Barpeta |
0), (Kalgachia | 0), (Baghbar
| 0)",1545,1150,414,2762,3984,0,,,,
,Biswanath,0,"(Halem | 0), (Naduar RC part
| 0)",0,0,0,0,0,0,,,,
,Bongaigaon,0,"(Bongaigaon | 0), (Manikpur
| 0), (Srijangram | 0)",0,0,0,0,0,0,,,,
,Cachar,6650,"(Silchar | 6650), (Lakhipur |
0), (Katigorah | 0), (Sonai |
0)",1450,2150,3050,0,0,0,,,,
,Charaideo,0,"(Sonari | 0), (Mahmora | 0)",0,0,0,0,0,0,,,,
,Chirang,0,(Bijni | 0),0,0,0,0,0,0,,,,
,Darrang,0,"(Dalgaon | 0), (Mangaldoi |
0), (Pub-Mangaldai | 0),
(Sipajhar | 0)",0,0,0,0,0,0,,,,
,Dhemaji,14213,"(Sissiborgaon | 0), (Jonai |
1793), (Dhemaji | 12420),
(Gogamukh | 0)",6070,5999,2144,0,0,0,,,,
,Dhubri,0,"(Dhubri | 0), (Gauripur | 0),
(Chapar | 0), (Athani | 0),
(South Salmara Part | 0),
(Golakganj | 0), (Bilasipara |
0)",0,0,0,0,0,0,,,,
,Dibrugarh,1461,"(Dibrugarh West | 1461),
(Moran | 0), (Tingkhong | 0),
(Naharkatia | 0), (Tengakhat
| 0), (Chabua | 0)",862,375,224,10552,8680,0,,,,
,Dima-Hasao,0,(Haflong | 0),0,0,0,0,0,0,,,,
,Goalpara,0,"(Lakhipur | 0), (Matia | 0),
(Rongjuli | 0), (Balijana | 0)",0,0,0,0,0,0,,,,
,Golaghat,5557,"(Bokakhat | 5557), (Khumtai
| 0), (Dergaon | 0)",2262,1715,1580,3100,2164,0,,,,
,Hailakandi,0,"(Hailakandi | 0), (Algapur |
0), (Katlicherra | 0), (Lala | 0)",0,0,0,513,522,336,,,,
,Hojai,0,(Doboka | 0),0,0,0,0,0,0,,,,
,Jorhat,0,"(Teok | 0), (Jorhat West | 0),
(Jorhat East | 0)",0,0,0,0,0,0,,,,
,Kamrup,0,"(Chamaria | 0), (Kamalpur |
0), (Nagarbera | 0),
(Palashbari | 0), (Hajo | 0),
(Rangia | 0), (North Ghy | 0),
(Goroimari | 0)",0,0,0,5200,1976,0,,,,
,Kamrup (M),2200,"(Sonapur | 0), (Guwahati |
2200), (Chandrapur | 0)",610,590,1000,0,0,0,,,,
,"Karbi
Anglong
West",0,(Donkamokam | 0),0,0,0,0,0,0,,,,
,Karimganj,0,"(RK Nagar | 0), (Nilambazar |
0), (Badarpur | 0),
(Karimganj | 0)",0,0,0,0,0,0,,,,
,Kokrajhar,0,"(Kokrajhar | 0), (Bhawraguri
| 0)",0,0,0,0,0,0,,,,
,Lakhimpur,494,"(North Lakhimpur | 0),
(Bihpuria | 0), (Subansiri |
494), (Narayanpur | 0)",200,197,97,5370,2160,0,,,,
,Majuli,4248,"(Majuli | 4248), (Ujani Majuli
| 0)",1961,1609,678,0,0,0,,,,
,Morigaon,21119,"(Bhuragaon | 6051),
(Mayong | 0), (Morigaon |
0), (Laharighat | 15068)",7776,7316,6027,630,350,0,,,,
,Nagaon,12049,"(Samaguri | 4390), (Kaliabor
| 7247), (Nagaon | 412),
(Dhing | 0), (Raha | 0)",4766,4315,2968,0,0,0,,,,
