0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 03-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 03-06-2024,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,"Kopili (Kampur), Kopili (Dharamtul)",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
District Affected,No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,11,"Hojai, Karimganj, Morigaon, Nagaon, Dhemaji, Dima-Hasao, Cachar, Dibrugarh, Hailakandi, Golaghat, Karbi Anglong West",,,,,,,,,,
"No. Of Revenue
Circles Affected",24,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Cachar,5,"Udharbond, Lakhipur, Silchar, Katigorah, Sonai",,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,
,Dibrugarh,1,Chabua,,,,,,,,,
,"Dima-
Hasao",1,Haflong,,,,,,,,,
,Golaghat,1,Bokakhat,,,,,,,,,
,Hailakandi,2,"Algapur, Hailakandi",,,,,,,,,
,Hojai,3,"Doboka, Hojai, Lanka",,,,,,,,,
,"Karbi
Anglong
West",1,Donkamokam,,,,,,,,,
,Karimganj,5,"Patherkandi, Nilambazar, Badarpur, RK Nagar, Karimganj",,,,,,,,,
,Morigaon,1,Morigaon,,,,,,,,,
,Nagaon,3,"Kampur, Raha, Nagaon",,,,,,,,,
,Total,24,,,,,,,,,,
Villages Affected,District,Total,Revenue Circle,,,,,,,,,
,Hojai,56,"(Doboka | 21), (Hojai | 29), (Lanka | 6)",,,,,,,,,
,Karimganj,112,"(Patherkandi | 10), (Nilambazar | 29), (Badarpur | 4), (RK Nagar | 66), (Karimganj | 3)",,,,,,,,,
,Morigaon,18,(Morigaon | 18),,,,,,,,,
,Nagaon,174,"(Kampur | 98), (Raha | 62), (Nagaon | 14)",,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,
,"Dima-
Hasao",11,(Haflong | 11),,,,,,,,,
,Cachar,178,"(Udharbond | 12), (Lakhipur | 3), (Silchar | 58), (Katigorah | 79), (Sonai | 26)",,,,,,,,,
,Dibrugarh,5,(Chabua | 5),,,,,,,,,
,Hailakandi,13,"(Algapur | 6), (Hailakandi | 7)",,,,,,,,,
,Golaghat,4,(Bokakhat | 4),,,,,,,,,
,"Karbi
Anglong
West",5,(Donkamokam | 5),,,,,,,,,
,Total,577,,,,,,,,,,
"Population And
Crop Area
Affected",District,Male,Female,Children,Total,Total Crop Area,Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,
,Cachar,54901,61963,19455,136319,0,"(Udharbond | Population Affected: 622 | Crop Area: 0), (Lakhipur
| Population Affected: 255 | Crop Area: 0), (Silchar | Population
Affected: 62246 | Crop Area: 0), (Katigorah | Population Affected:
62246 | Crop Area: 0), (Sonai | Population Affected: 10950 | Crop
Area: 0)",,,,,
,Dhemaji,81,72,89,242,12,(Jonai | Population Affected: 242 | Crop Area: 12),,,,,
,Dibrugarh,1199,988,455,2642,90.5,(Chabua | Population Affected: 2642 | Crop Area: 90.5),,,,,
,"Dima-
Hasao",151,148,14,313,45.68,(Haflong | Population Affected: 313 | Crop Area: 45.68),,,,,
