0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 22-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 22-06-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger
Level (as
per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,"Kopili (Dharamtul), Kushiyara (Karimganj)",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,12,"Barpeta, Kamrup, Bajali, Goalpara, Nagaon, Hojai, Udalguri, Karimganj, Darrang, Nalbari, Kamrup (M), Cachar",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",33,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,,,
,Barpeta,2,"Sarthebari, Barpeta",,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,4,"Patharighat, Sipajhar, Dalgaon, Mangaldoi",,,,,,,,,
,Goalpara,3,"Matia, Lakhipur, Balijana",,,,,,,,,
,Hojai,2,"Hojai, Doboka",,,,,,,,,
,Kamrup,6,"Rangia, North Ghy, Boko, Hajo, Kayan, Kamalpur",,,,,,,,,
,"Kamrup
(M)",1,Azara,,,,,,,,,
,Karimganj,5,"Nilambazar, RK Nagar, Karimganj, Badarpur, Patherkandi",,,,,,,,,
,Nagaon,2,"Kampur, Raha",,,,,,,,,
,Nalbari,3,"Banekuchi, Tihu, Paschim Nalbari",,,,,,,,,
,Udalguri,2,"Khairabari, Udalguri",,,,,,,,,
,Total,33,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Barpeta,66,"(Sarthebari | 54), (Barpeta | 12)",,,,,,,,,
,Kamrup,314,"(Rangia | 83), (North Ghy | 19), (Chaygaon | 1), (Boko | 57), (Hajo | 38), (Kayan | 19), (Kamalpur | 97)",,,,,,,,,
,Bajali,49,"(Sarupeta | 10), (Bajali | 39)",,,,,,,,,
,Goalpara,89,"(Matia | 43), (Lakhipur | 45), (Balijana | 1)",,,,,,,,,
,"Bongaigao
n",3,"(Boitamari | 1), (Srijangram | 1), (Dangtol | 1)",,,,,,,,,
,Nagaon,47,"(Kampur | 26), (Raha | 21)",,,,,,,,,
,Hojai,6,"(Hojai | 4), (Doboka | 2)",,,,,,,,,
,Udalguri,23,"(Khairabari | 4), (Udalguri | 18), (Mazbat | 1)",,,,,,,,,
,Karimganj,262,"(Nilambazar | 106), (RK Nagar | 71), (Karimganj | 60), (Badarpur | 16), (Patherkandi | 9)",,,,,,,,,
