0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 26-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 26-06-2024,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,Kushiyara(Karimganj),,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Distircts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,11,"Kamrup, Hailakandi, Golaghat, Lakhimpur, Karimganj, Darrang, Dhemaji, Barpeta, Nagaon, Cachar, Goalpara",,,,,,,,,,
"No. Of Revenue
Circles Affected",21,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Barpeta,1,Sarthebari,,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,1,Patharighat,,,,,,,,,
,Dhemaji,3,"Jonai, Sissiborgaon, Dhemaji",,,,,,,,,
,Goalpara,1,Lakhipur,,,,,,,,,
,Golaghat,1,Golaghat,,,,,,,,,
,Hailakandi,1,Algapur,,,,,,,,,
,Kamrup,5,"Kamalpur, North Ghy, Rangia, Hajo, Kayan",,,,,,,,,
,Karimganj,5,"Karimganj, Nilambazar, RK Nagar, Badarpur, Patherkandi",,,,,,,,,
,Lakhimpur,1,North Lakhimpur,,,,,,,,,
,Nagaon,1,Raha,,,,,,,,,
,Total,21,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Kamrup,208,"(Kamalpur | 82), (North Ghy | 23), (Rangia | 41), (Hajo | 34), (Kayan | 28)",,,,,,,,,
,Hailakandi,5,(Algapur | 5),,,,,,,,,
,Udalguri,1,(Khairabari | 1),,,,,,,,,
,Golaghat,4,(Golaghat | 4),,,,,,,,,
,Lakhimpur,6,"(North Lakhimpur | 5), (Bihpuria | 1)",,,,,,,,,
,Kokrajhar,1,(Bagribari | 1),,,,,,,,,
,Karimganj,140,"(Karimganj | 17), (Nilambazar | 58), (RK Nagar | 54), (Badarpur | 5), (Patherkandi | 6)",,,,,,,,,
,Darrang,5,(Patharighat | 5),,,,,,,,,
