0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 28-07-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 28-07-2024,,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Nil,,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,5,"Dibrugarh, Sivasagar, Golaghat, Nagaon, Dhemaji",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",13,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Dibrugarh,1,Dibrugarh West,,,,,,,,,,
,Golaghat,4,"Golaghat, Khumtai, Bokakhat, Dergaon",,,,,,,,,,
,Nagaon,3,"Kaliabor, Raha, Samaguri",,,,,,,,,,
,Sivasagar,4,"Demow, Sivsagar, Amguri, Nazira",,,,,,,,,,
,Total,13,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dibrugarh,1,(Dibrugarh West | 1),,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,Sivasagar,48,"(Demow | 14), (Sivsagar | 22), (Amguri | 6), (Nazira | 6)",,,,,,,,,,
,Golaghat,24,"(Golaghat | 11), (Khumtai | 4), (Bokakhat | 4), (Dergaon | 5)",,,,,,,,,,
,Nagaon,29,"(Kaliabor | 9), (Raha | 4), (Samaguri | 16)",,,,,,,,,,
,Total,103,,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area (in Hect.),,Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,,
,Cachar,0,0,0,0,0,,"(Katigorah | Population Affected: 0 | Crop Area: 0),
(Silchar | Population Affected: 0 | Crop Area: 0)",,,,,
,Dhemaji,50,42,44,136,2,,"(Sissiborgaon | Population Affected: 0 | Crop Area: 0),
(Jonai | Population Affected: 136 | Crop Area: 2)",,,,,
,Dibrugarh,0,0,0,0,5,,(Dibrugarh West | Population Affected: 0 | Crop Area: 5),,,,,
,Golaghat,2122,1527,410,4059,309.26,,"(Golaghat | Population Affected: 0 | Crop Area: 221.5),
(Khumtai | Population Affected: 0 | Crop Area: 28),
(Bokakhat | Population Affected: 4059 | Crop Area: 33.5),
(Dergaon | Population Affected: 0 | Crop Area: 26.26)",,,,,
,Karimganj,0,0,0,0,0,,"(Nilambazar | Population Affected: 0 | Crop Area: 0),
(Karimganj | Population Affected: 0 | Crop Area: 0)",,,,,
,Nagaon,8525,5325,2685,16535,2439.5,,"(Kaliabor | Population Affected: 12989 | Crop Area:
1378.5), (Raha | Population Affected: 0 | Crop Area: 50),
(Samaguri | Population Affected: 3546 | Crop Area: 1011)",,,,,
,Sivasagar,446,389,216,1051,273,,"(Demow | Population Affected: 1051 | Crop Area: 29),
(Sivsagar | Population Affected: 0 | Crop Area: 200),
(Amguri | Population Affected: 0 | Crop Area: 34), (Nazira
| Population Affected: 0 | Crop Area: 10)",,,,,
,Total,11143,7283,3355,21781,3028.76,,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Cachar,0,"0 (Katigorah | 0), (Silchar | 0)",,,,"0 (Katigorah | 0), (Silchar | 0)",,,,,,
,Dhemaji,1,"1 (Sissiborgaon | 0), (Jonai | 1)",,,,"0 (Sissiborgaon | 0), (Jonai | 0)",,,,,,
,Dibrugarh,0,0 (Dibrugarh West | 0),,,,0 (Dibrugarh West | 0),,,,,,
,Golaghat,0,"0 (Golaghat | 0), (Khumtai | 0), (Bokakhat | 0),
(Dergaon | 0)",,,,"0 (Golaghat | 0), (Khumtai | 0), (Bokakhat | 0), (Dergaon | 0)",,,,,,
,Karimganj,0,"0 (Nilambazar | 0), (Karimganj | 0)",,,,"0 (Nilambazar | 0), (Karimganj | 0)",,,,,,
,Nagaon,4,"4 (Kaliabor | 4), (Raha | 0), (Samaguri | 0)",,,,"0 (Kaliabor | 0), (Raha | 0), (Samaguri | 0)",,,,,,
,Sivasagar,6,"6 (Demow | 6), (Sivsagar | 0), (Amguri | 0),
(Nazira | 0)",,,,"0 (Demow | 0), (Sivsagar | 0), (Amguri | 0), (Nazira | 0)",,,,,,
,Total,11,11,,,,0,,,,,,
,District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Cachar,0,"(Katigorah | 0), (Silchar | 0)",,,0,0,0,0,0,,,
,Dhemaji,116,"(Sissiborgaon | 0), (Jonai | 116)",,,37,35,44,0,0,,,
,Dibrugarh,0,(Dibrugarh West | 0),,,0,0,0,0,0,,,
,Golaghat,0,"(Golaghat | 0), (Khumtai | 0),
(Bokakhat | 0), (Dergaon | 0)",,,0,0,0,0,0,,,
,Karimganj,0,"(Nilambazar | 0), (Karimganj | 0)",,,0,0,0,0,0,,,
,Nagaon,392,"(Kaliabor | 392), (Raha | 0),
(Samaguri | 0)",,,195,146,51,0,0,,,
,Sivasagar,252,"(Demow | 252), (Sivsagar | 0),
(Amguri | 0), (Nazira | 0)",,,97,92,63,0,0,,,
,Total,760,,,,329,273,158,0,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,,,,,,,,,,,,,
,Cachar,0,"(Katigorah | 0), (Silchar | 0)",,,0,0,0,0,0,0,,
,Dhemaji,0,"(Sissiborgaon | 0), (Jonai | 0)",,,0,0,0,0,0,0,,
,Dibrugarh,0,(Dibrugarh West | 0),,,0,0,0,0,0,0,,
,Golaghat,0,"(Golaghat | 0), (Khumtai | 0),
(Bokakhat | 0), (Dergaon | 0)",,,0,0,0,0,0,0,,
,Karimganj,0,"(Nilambazar | 0), (Karimganj | 0)",,,0,0,0,0,0,0,,
,Nagaon,0,"(Kaliabor | 0), (Raha | 0), (Samaguri
| 0)",,,0,0,0,0,0,0,,
,Sivasagar,0,"(Demow | 0), (Sivsagar | 0), (Amguri
| 0), (Nazira | 0)",,,0,0,0,0,0,0,,
,Total,0,,,,0,0,0,0,0,0,,
"Human Lives
Lost -
Confirmed",District,Total,Flood Death,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,,Drowning,,,Male,Female,,,,,
,,,,(Non,,,,,,,,,
,,,,Flood),,,,,,,,,
,Karimganj,0,0,0,0,0,0,0,0,"0 (Nilambazar | 0), (Karimganj | 0)",,,
,Dibrugarh,0,0,0,0,0,0,0,0,0 (Dibrugarh West | 0),,,
,Dhemaji,0,0,0,0,0,0,0,0,"0 (Sissiborgaon | 0), (Jonai | 0)",,,
,Sivasagar,0,0,0,0,0,0,0,0,"0 (Demow | 0), (Sivsagar | 0),
(Amguri | 0), (Nazira | 0)",,,
,Golaghat,0,0,0,0,0,0,0,0,"0 (Golaghat | 0), (Khumtai | 0),
(Bokakhat | 0), (Dergaon | 0)",,,
,Nagaon,0,0,0,0,0,0,0,0,"0 (Kaliabor | 0), (Raha | 0), (Samaguri
| 0)",,,
,Cachar,0,0,0,0,0,0,0,0,"0 (Katigorah | 0), (Silchar | 0)",,,
,Total,0,0,0,0,0,0,0,0,,,,
"Human Lives
Lost - Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,Karimganj,0,0,0,0,0,0,"0 (Nilambazar | 0), (Karimganj | 0)",,,,,
,Dibrugarh,0,0,0,0,0,0,0 (Dibrugarh West | 0),,,,,
,Dhemaji,0,0,0,0,0,0,"0 (Sissiborgaon | 0), (Jonai | 0)",,,,,
,Sivasagar,0,0,0,0,0,0,"0 (Demow | 0), (Sivsagar | 0), (Amguri | 0), (Nazira | 0)",,,,,
,Golaghat,0,0,0,0,0,0,"0 (Golaghat | 0), (Khumtai | 0), (Bokakhat | 0), (Dergaon |
0)",,,,,
,Nagaon,0,0,0,0,0,0,"0 (Kaliabor | 0), (Raha | 0), (Samaguri | 0)",,,,,
