0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 10-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 10-06-2024,,,,,,,,,,,
"Rivers
flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Nil,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,6,"Karimganj, Morigaon, Cachar, Dima-Hasao, Hojai, Nagaon",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",11,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Cachar,2,"Katigorah, Silchar",,,,,,,,,
,"Dima-
Hasao",1,Haflong,,,,,,,,,
,Hojai,2,"Hojai, Doboka",,,,,,,,,
,Karimganj,2,"Karimganj, Nilambazar",,,,,,,,,
,Morigaon,1,Morigaon,,,,,,,,,
,Nagaon,3,"Kampur, Nagaon, Raha",,,,,,,,,
,Total,11,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Karimganj,9,"(Karimganj | 7), (Nilambazar | 2)",,,,,,,,,
,Morigaon,5,(Morigaon | 5),,,,,,,,,
,Cachar,23,"(Katigorah | 19), (Silchar | 4)",,,,,,,,,
,"Dima-
Hasao",2,(Haflong | 2),,,,,,,,,
,Hojai,2,"(Hojai | 1), (Doboka | 1)",,,,,,,,,
,Nagaon,21,"(Kampur | 12), (Nagaon | 1), (Raha | 8)",,,,,,,,,
,Total,62,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area,,Population and Crop Area Details,,,,
,,,,,Population,,,,,,,
,Cachar,6570,6925,1890,15385,0,,"(Katigorah | Population Affected: 12235 | Crop Area: 0),
(Silchar | Population Affected: 3150 | Crop Area: 0)",,,,
,"Dima-
Hasao",0,0,0,0,0,,(Haflong | Population Affected: 0 | Crop Area: 0),,,,
,Hojai,89,35,21,145,16,,"(Hojai | Population Affected: 145 | Crop Area: 16),
(Doboka | Population Affected: 0 | Crop Area: 0)",,,,
,Karimganj,3246,1655,756,5657,0,,"(Karimganj | Population Affected: 4577 | Crop Area: 0),
(Nilambazar | Population Affected: 1080 | Crop Area: 0)",,,,
,Morigaon,122,117,63,302,0,,(Morigaon | Population Affected: 302 | Crop Area: 0),,,,
,Nagaon,638,533,287,1458,855,,"(Kampur | Population Affected: 1187 | Crop Area: 208),
(Nagaon | Population Affected: 151 | Crop Area: 326),
(Raha | Population Affected: 120 | Crop Area: 321)",,,,
,Total,10665,9265,3017,22947,871,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,
,Cachar,0,"0 (Katigorah | 0), (Silchar | 0)",,,,"0 (Katigorah | 0), (Silchar | 0)",,,,,
,"Dima-
Hasao",0,0 (Haflong | 0),,,,0 (Haflong | 0),,,,,
,Hojai,0,"0 (Hojai | 0), (Doboka | 0)",,,,"0 (Hojai | 0), (Doboka | 0)",,,,,
,Karimganj,3,"1 (Karimganj | 1), (Nilambazar | 0)",,,,"2 (Karimganj | 2), (Nilambazar | 0)",,,,,
,Morigaon,0,0 (Morigaon | 0),,,,0 (Morigaon | 0),,,,,
,Nagaon,2,"2 (Kampur | 0), (Nagaon | 1), (Raha | 1)",,,,"0 (Kampur | 0), (Nagaon | 0), (Raha | 0)",,,,,
,Total,5,3,,,,2,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,
,,,,,,,,,/,,,
,,,,,,,,,Lactating,,,
,,,,,,,,,Mother,,,
,Cachar,0,"(Katigorah | 0), (Silchar | 0)",,,0,0,0,0,0,,
,"Dima-
Hasao",0,(Haflong | 0),,,0,0,0,0,0,,
,Hojai,0,"(Hojai | 0), (Doboka | 0)",,,0,0,0,0,0,,
,Karimganj,216,"(Karimganj | 216), (Nilambazar | 0)",,,111,95,10,0,0,,
,Morigaon,0,(Morigaon | 0),,,0,0,0,0,0,,
,Nagaon,271,"(Kampur | 0), (Nagaon | 151), (Raha
| 120)",,,115,110,39,4,3,,
,Total,487,,,,226,205,49,4,3,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,
,,,,,,,,,Big,Small,Poultry,
,Cachar,0,"(Katigorah | 0), (Silchar | 0)",,,0,0,0,0,0,0,
,"Dima-
Hasao",0,(Haflong | 0),,,0,0,0,0,0,0,
,Hojai,0,"(Hojai | 0), (Doboka | 0)",,,0,0,0,0,0,0,
,Karimganj,1355,"(Karimganj | 1355), (Nilambazar | 0)",,,626,454,275,0,0,0,
,Morigaon,0,(Morigaon | 0),,,0,0,0,0,0,0,
,Nagaon,0,"(Kampur | 0), (Nagaon | 0), (Raha |
0)",,,0,0,0,0,0,0,
,Total,1355,,,,626,454,275,0,0,0,
"Human Lives
Lost -
Confirmed",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,
,,,,,Male,Female,,,,,,
,Karimganj,0,0,0,0,0,0,"0 (Karimganj | 0), (Nilambazar | 0)",,,,
,Morigaon,0,0,0,0,0,0,0 (Morigaon | 0),,,,
,Cachar,0,0,0,0,0,0,"0 (Katigorah | 0), (Silchar | 0)",,,,
,"Dima-
Hasao",0,0,0,0,0,0,0 (Haflong | 0),,,,
,Hojai,0,0,0,0,0,0,"0 (Hojai | 0), (Doboka | 0)",,,,
,Nagaon,0,0,0,0,0,0,"0 (Kampur | 0), (Nagaon | 0), (Raha | 0)",,,,
,Total,0,0,0,0,0,0,,,,,
"Human Lives
Lost - Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,
,,,,,Male,Female,,,,,,
,Karimganj,0,0,0,0,0,0,"0 (Karimganj | 0), (Nilambazar | 0)",,,,
,Morigaon,0,0,0,0,0,0,0 (Morigaon | 0),,,,
,Cachar,0,0,0,0,0,0,"0 (Katigorah | 0), (Silchar | 0)",,,,
,"Dima-
Hasao",0,0,0,0,0,0,0 (Haflong | 0),,,,
,Hojai,0,0,0,0,0,0,"0 (Hojai | 0), (Doboka | 0)",,,,
,Nagaon,0,0,0,0,0,0,"0 (Kampur | 0), (Nagaon | 0), (Raha | 0)",,,,
,Total,0,0,0,0,0,0,,,,,
"Animals
Affected",District,Total,Big,Small,Poultry,,,,,,,
,Cachar,0,0,0,0,,,,,,,
,"Dima-
Hasao",0,0,0,0,,,,,,,
,Hojai,0,0,0,0,,,,,,,
,Karimganj,0,0,0,0,,,,,,,
,Morigaon,0,0,0,0,,,,,,,
,Nagaon,4470,2300,1200,970,,,,,,,
,Total,4470,2300,1200,970,,,,,,,
"Animals
Washed
Away",District,Total,Big,Small,Poultry,,,,,,,
,Cachar,0,0,0,0,,,,,,,
,"Dima-
Hasao",0,0,0,0,,,,,,,
,Hojai,0,0,0,0,,,,,,,
,Karimganj,0,0,0,0,,,,,,,
,Morigaon,0,0,0,0,,,,,,,
,Nagaon,0,0,0,0,,,,,,,
,Total,0,0,0,0,,,,,,,
"Houses
Damaged",District,Fully,Fully Pukka,Fully Total,,Partially,Partially Pukka,Partially Total,,,,
,,Kuccha,,,,Kuccha,,,,,,
,Karimganj,0,0,0,,0,0,0,,,,
,Morigaon,0,0,0,,0,0,0,,,,
,Cachar,0,0,0,,0,0,0,,,,
,"Dima-
Hasao",0,0,0,,0,0,0,,,,
,Hojai,0,0,0,,0,0,0,,,,
,Nagaon,0,0,0,,0,0,0,,,,
,Total,0,0,0,,0,0,0,,,,
"Houses
Damaged
Others",District,Others Huts,,,Others Cattle Shed,,,Others Total,,,,
,Karimganj,0,,,0,,,0,,,,
,Morigaon,0,,,0,,,0,,,,
,Cachar,0,,,0,,,0,,,,
,"Dima-
Hasao",0,,,0,,,0,,,,
,Hojai,0,,,0,,,0,,,,
,Nagaon,0,,,0,,,0,,,,
,Total,0,,,0,,,0,,,,
"Rescue
Operation",District,Agency,,,Other Agencies Involved,,Medical Team,Boats,Person,Animal,Helicopters,Person
,,,,,,,Deployed,Deployed,Evacuated,Evacuated,Deployed,Evacuated
,,,,,,,,,By Boats,By Boats,,By
,,,,,,,,,,,,Helicopters
,Cachar,,,,,,0,0,0,0,0,0
,"Dima-
Hasao",,,,,,0,0,0,0,0,0
,Hojai,,,,,,0,0,0,0,0,0
,Karimganj,,,,,,0,0,0,0,0,0
,Morigaon,,,,,,0,0,0,0,0,0
,Nagaon,,,,0,,5,0,0,0,0,0
,Total,,,,,,5,0,0,0,0,0
"Relief
Distributed",District,Rice (in Q),Dal (in Q),Salt (in,M. Oil (in L),Cattle Feed -,Cattle Feed -,Cattle Feed - Rice Bran (in Q),,,,
,,,,Q),,Green,Wheat Bran (in,,,,,
,,,,,,Fooder (in Q),Q),,,,,
,Cachar,0,0,0,0,0,0,0,,,,
,"Dima-
Hasao",0,0,0,0,0,0,0,,,,
,Hojai,0,0,0,0,0,0,0,,,,
,Karimganj,23.67,4.32,1.2,129,0,0,0,,,,
,Morigaon,0,0,0,0,0,0,0,,,,
,Nagaon,0,0,0,0,0,0,0,,,,
,Total,23.67,4.32,1.2,129,0,0,0,,,,
"Relief
Distributed -
Others",District,Baby Food Liquid,,Baby Food Solid,,Others,,,,,,
,Cachar,,,,,,,,,,,
,"Dima-
Hasao",,,,,,,,,,,
,Hojai,,,,,,,,,,,
,Karimganj,0.00-L,,0.00-Kg,,,,,,,,
,Morigaon,,,,,,,,,,,
,Nagaon,,,,,,,,,,,
"Infrastructure
Damaged -
Road",District,Number,Revenue,Road Name,,Department,Village,Location,,Longitude,Latitude,Remarks
,,,Circle,,,,,,,,,
,Cachar,1,(Katigorah | 0),Nil,,Nil,Nil,Nil,,Nil,Nil,Nil
,,,(Silchar | 1),"Arkatipur to Badripar
via Maidanbeel",,PWD (Roads),Kasipur,Kashipur,,92.9,24.84,"MRL 02
Arkatipur to
Badripar via
Maidanbeel
and Digor
Kashipur
(PKG No. AS-
03-262)
Affected
length of
road about
300M, as per
report
received
from EE
PWRD"
,,,,,,,,,,"Silchar
Udharbond
(T) Road
Division, as
on dated
04.06.2024",,
,"Dima-
Hasao",0,(Haflong | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Hojai,6,(Hojai | 6),"HOJAI TUMPRENG
ROAD 7KM",PWD (Roads),"Dakhin
Komorakata",Kumurakata,92.79,26.02,"Damaged on
dated
29/05/2024.",,
,,,,"Tumpreng road to
Dakhin kumurakata",PWD (Roads),"Dakhin
Komorakata",Kumurakata,92.79,26.02,"Damaged on
dated
29/05/2024",,
,,,,"Hojai tumpreng road
to hayang gaon",PWD (Roads),Hayong Gaon,Haoyng gaon,92.75,26.03,"Damaged on
dated
29/05/2024",,
,,,,"Pachim hatimara to
nabhanga road",PWD (Roads),Hatimara,Hatimara pachim,92.77,26.02,"Damaged on
dated
29/05/2024",,
,,,,"Tumpreng road to
dakhin kumurakata
forest village",PWD (Roads),Komorakata,"Komorakata forest
village",92.81,26,"Damaged on
dated
29/05/2024",,
,,,,"Taradubi to kenduguri
road",PWD (Roads),Taradubi,Taradubi,92.9,26.02,"Damaged on
dated
29/05/2024",,
,,,(Doboka | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Karimganj,0,"(Karimganj |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Nilambazar |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Morigaon,0,(Morigaon | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Nagaon,16,(Kampur | 16),"Kampur Municipal
Board Road Damage","Municipal
Road","Kampur Rev.
Town","1. Janpar Road
damage at Ward
No1.
2.Ahomgaon Prema
Baruah LP School
Main Road damage
at Ward No 1
3. Janardan Bora
Road Ward No 3
damage
4. Buhapatiagaon
Main Road Damage
ward No 3
5. Manjil Gohain
Road Damage Ward
No 3
6. Dekapatiagaon
main Road Damage
at Ward No 4.
7. Kampur Kathiatoli
Main Road at Ward
No 6
8. Madhupur Road
Damage at Ward No
8
9. Bilpar Road
Damage at Ward No
8
10. Sugar Mill Road
to Majarati LP
School main Road at
Ward No 9
11. Majarati LP
School to Putu Bora
House at Ward No 9
damage
12. Bhadeswar Bora",,,"Report
submitted by
Executive
Officer
Kampur
Municipal
Board.",,
,,,,,,,"to Putu Bora House
Road damage at
Ward No 9
13. 3 No railway
gate to Putu Bora
House Road
Damage at Ward No
10.
14. Oguri road
damage at ward No
10
15. Saikia Chuk Road
Ward No 10 damage
16. Medhichuk Road
Ward No 10
damage.",,,,,
,,,(Nagaon | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Raha | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Total,23,,,,,,,,,,
"Infrastructure
Damaged -
Bridge",District,Number,Revenue,Bridge Name,Department,Village,Location,Longitude,Latitude,Remarks,,
,,,Circle,,,,,,,,,
,Cachar,0,(Katigorah | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Silchar | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,"Dima-
Hasao",0,(Haflong | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Hojai,0,(Hojai | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Doboka | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Karimganj,0,"(Karimganj |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,"(Nilambazar |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Morigaon,0,(Morigaon | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Nagaon,0,(Kampur | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Nagaon | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Raha | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Total,0,,,,,,,,,,
"Infrastructure
Damaged -
Embankment
Breached",District,Number,Revenue,Embankment,Department,Village,Location,Longitude,Latitude,Remarks,,
,,,Circle,Breached Name,,,,,,,,
,Cachar,0,(Katigorah | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Silchar | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,"Dima-
Hasao",0,(Haflong | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Hojai,0,(Hojai | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,,,(Doboka | 0),Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
,Karimganj,0,"(Karimganj |
0)",Nil,Nil,Nil,Nil,Nil,Nil,Nil,,
