0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 12-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 12-08-2024,,,,,,,,,,,,
"Rivers
flowing
above
Danger Level
(as per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,"Burhidihing (Chenimari(Khowang)), Disang (Nanglamuraghat), Dhansiri (S)
(Numaligarh)",,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,5,"Golaghat, Charaideo, Dibrugarh, Dhemaji, Sivasagar",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",18,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Charaideo,3,"Mahmora, Sonari, Sapekhati",,,,,,,,,,
,Dhemaji,2,"Jonai, Dhemaji",,,,,,,,,,
,Dibrugarh,4,"Moran, Naharkatia, Tengakhat, Tingkhong",,,,,,,,,,
,Golaghat,6,"Golaghat, Khumtai, Morongi, Dergaon, Sarupathar, Bokakhat",,,,,,,,,,
,Sivasagar,3,"Nazira, Sonari RC part, Demow",,,,,,,,,,
,Total,18,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Golaghat,59,"(Golaghat | 8), (Khumtai | 11), (Morongi | 13), (Dergaon | 14), (Sarupathar | 1), (Bokakhat | 12)",,,,,,,,,,
,Charaideo,55,"(Mahmora | 28), (Sonari | 6), (Sapekhati | 21)",,,,,,,,,,
,Dibrugarh,89,"(Moran | 2), (Naharkatia | 27), (Tengakhat | 7), (Tingkhong | 53)",,,,,,,,,,
,Dhemaji,2,"(Jonai | 1), (Dhemaji | 1)",,,,,,,,,,
,Sivasagar,10,"(Nazira | 2), (Sonari RC part | 2), (Demow | 6)",,,,,,,,,,
,Total,215,,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Children,Total,Total Crop Area (in Hect.),,Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,,
,Charaideo,9133,6939,6140,22212,3002,,"(Mahmora | Population Affected: 16966 | Crop Area:
2842), (Sonari | Population Affected: 436 | Crop Area:
0), (Sapekhati | Population Affected: 4810 | Crop Area:
160)",,,,,
,Dhemaji,392,385,109,886,2,,"(Jonai | Population Affected: 139 | Crop Area: 2),
(Dhemaji | Population Affected: 747 | Crop Area: 0)",,,,,
,Dibrugarh,2510,2287,1526,6323,1661.5,,"(Moran | Population Affected: 360 | Crop Area: 0),
(Naharkatia | Population Affected: 1451 | Crop Area:
1160.5), (Tengakhat | Population Affected: 116 | Crop
Area: 144), (Tingkhong | Population Affected: 4396 |
Crop Area: 357)",,,,,
,Golaghat,1868,1699,460,4027,1046.7,,"(Golaghat | Population Affected: 646 | Crop Area: 49.7),
(Khumtai | Population Affected: 0 | Crop Area: 121),
(Morongi | Population Affected: 72 | Crop Area: 580),
(Dergaon | Population Affected: 0 | Crop Area: 72),
(Sarupathar | Population Affected: 77 | Crop Area: 121),
(Bokakhat | Population Affected: 3232 | Crop Area: 103)",,,,,
,Sivasagar,45,30,14,89,25.5,,"(Nazira | Population Affected: 0 | Crop Area: 5), (Sonari
RC part | Population Affected: 0 | Crop Area: 13.5),
(Demow | Population Affected: 89 | Crop Area: 7)",,,,,
,Sonitpur,0,0,0,0,0,,"(Tezpur | Population Affected: 0 | Crop Area: 0),
(Chariduar | Population Affected: 0 | Crop Area: 0)",,,,,
,Total,13948,11340,8249,33537,5737.7,,,,,,,
,District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
