0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 19-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 19-06-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger Level
(as per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,Kopili (Kampur),,,,,,,,
,Rivers flowing above highest flood level,,,Nil,,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,19,"Kamrup, South Salmara, Goalpara, Nagaon, Bongaigaon, Lakhimpur, Hojai, Darrang, Nalbari, Karimganj, Udalguri, Tamulpur, Hailakandi,
Biswanath, Barpeta, Cachar, Baksa, Bajali, Sonitpur",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",48,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Bajali,2,"Bajali, Sarupeta",,,,,,,,,
,Baksa,1,Barnagar RC part,,,,,,,,,
,Barpeta,2,"Sarthebari, Barnagar",,,,,,,,,
,Biswanath,2,"Halem, Gohpur",,,,,,,,,
,"Bongaigao
n",3,"Manikpur, Srijangram, Bongaigaon",,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,5,"Patharighat, Dalgaon, Sipajhar, Pub-Mangaldai, Mangaldoi",,,,,,,,,
,Goalpara,4,"Lakhipur, Balijana, Matia, Dudhnoi",,,,,,,,,
,Hailakandi,1,Hailakandi,,,,,,,,,
,Hojai,2,"Doboka, Hojai",,,,,,,,,
,Kamrup,3,"Boko, Kamalpur, Rangia",,,,,,,,,
,Karimganj,5,"Nilambazar, Patherkandi, RK Nagar, Karimganj, Badarpur",,,,,,,,,
,Lakhimpur,4,"North Lakhimpur, Bihpuria, Narayanpur, Nowboicha",,,,,,,,,
,Nagaon,2,"Kampur, Raha",,,,,,,,,
,Nalbari,6,"Barbhag, Ghograpar, Banekuchi, Paschim Nalbari, Tihu, Nalbari",,,,,,,,,
,Sonitpur,1,Dhekiajuli,,,,,,,,,
,Tamulpur,2,"Tamulpur, Goreswar",,,,,,,,,
,Udalguri,2,"Kalaigaon, Harisinga",,,,,,,,,
,Total,48,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Kamrup,31,"(Boko | 4), (Kamalpur | 6), (Rangia | 21)",,,,,,,,,
,"South
Salmara",41,(Mankachar | 41),,,,,,,,,
,Goalpara,79,"(Lakhipur | 26), (Balijana | 17), (Matia | 31), (Dudhnoi | 5)",,,,,,,,,
,Nagaon,35,"(Kampur | 19), (Raha | 16)",,,,,,,,,
,"Bongaigao
n",92,"(Manikpur | 15), (Srijangram | 76), (Bongaigaon | 1)",,,,,,,,,
