0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 21-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 21-08-2024,,,,,,,,,,,,
"Rivers
flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Barak at Katakhal (Matizuri) & Kushiyara (Karimganj),,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,6,"Golaghat, Sivasagar, Dhemaji, Nagaon, Karimganj, Charaideo",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",8,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Charaideo,1,Mahmora,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Golaghat,1,Bokakhat,,,,,,,,,,
,Karimganj,1,Patherkandi,,,,,,,,,,
,Nagaon,1,Kampur,,,,,,,,,,
,Sivasagar,3,"Demow, Nazira, Sivsagar",,,,,,,,,,
,Total,8,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Golaghat,8,(Bokakhat | 8),,,,,,,,,,
,Karimganj,9,(Patherkandi | 9),,,,,,,,,,
,Sivasagar,55,"(Demow | 37), (Nazira | 3), (Sivsagar | 15)",,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,Nagaon,8,(Kampur | 8),,,,,,,,,,
,Charaideo,12,(Mahmora | 12),,,,,,,,,,
,Total,93,,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area (in,,Population and Crop Area Details,,,,,
,,,,,Population,Hect.),,,,,,,
,Charaideo,1500,1200,1566,4266,1509,,"(Mahmora | Population Affected: 4266 | Crop Area:
1509)",,,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,,
,Golaghat,0,0,0,0,86,,(Bokakhat | Population Affected: 0 | Crop Area: 86),,,,,
,"Kamrup
(M)",0,0,0,0,0,,(Sonapur | Population Affected: 0 | Crop Area: 0),,,,,
,Karimganj,4897,4520,4036,13453,0,,"(Karimganj | Population Affected: 0 | Crop Area: 0),
(Patherkandi | Population Affected: 13453 | Crop Area:
0)",,,,,
,Nagaon,55,40,35,130,78,,(Kampur | Population Affected: 130 | Crop Area: 78),,,,,
,Sivasagar,19110,15798,12752,47660,1877.5,,"(Demow | Population Affected: 43467 | Crop Area:
1752.5), (Nazira | Population Affected: 0 | Crop Area:
35), (Sivsagar | Population Affected: 4193 | Crop Area:
90)",,,,,
,Total,25612,21602,18434,65648,3552.5,,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Charaideo,0,0 (Mahmora | 0),,,,0 (Mahmora | 0),,,,,,
,Dhemaji,1,1 (Jonai | 1),,,,0 (Jonai | 0),,,,,,
,Golaghat,0,0 (Bokakhat | 0),,,,0 (Bokakhat | 0),,,,,,
,"Kamrup
(M)",0,0 (Sonapur | 0),,,,0 (Sonapur | 0),,,,,,
,Karimganj,0,"0 (Karimganj | 0), (Patherkandi | 0)",,,,"0 (Karimganj | 0), (Patherkandi | 0)",,,,,,
,Nagaon,0,0 (Kampur | 0),,,,0 (Kampur | 0),,,,,,
,Sivasagar,9,"9 (Demow | 9), (Nazira | 0), (Sivsagar | 0)",,,,"0 (Demow | 0), (Nazira | 0), (Sivsagar | 0)",,,,,,
,Total,10,10,,,,0,,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Charaideo,0,(Mahmora | 0),,,0,0,0,0,0,,,
,Dhemaji,129,(Jonai | 129),,,42,35,45,7,0,,,
,Golaghat,0,(Bokakhat | 0),,,0,0,0,0,0,,,
,"Kamrup
(M)",0,(Sonapur | 0),,,0,0,0,0,0,,,
,Karimganj,0,"(Karimganj | 0), (Patherkandi | 0)",,,0,0,0,0,0,,,
,Nagaon,0,(Kampur | 0),,,0,0,0,0,0,,,
,Sivasagar,724,"(Demow | 724), (Nazira | 0), (Sivsagar |
0)",,,302,250,171,1,0,,,
,Total,853,,,,344,285,216,8,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,Charaideo,0,(Mahmora | 0),,,0,0,0,0,0,0,,
,Dhemaji,0,(Jonai | 0),,,0,0,0,0,0,0,,
,Golaghat,0,(Bokakhat | 0),,,0,0,0,0,0,0,,
,"Kamrup
(M)",0,(Sonapur | 0),,,0,0,0,0,0,0,,
,Karimganj,0,"(Karimganj | 0), (Patherkandi | 0)",,,0,0,0,0,0,0,,
,Nagaon,0,(Kampur | 0),,,0,0,0,0,0,0,,
,Sivasagar,0,"(Demow | 0), (Nazira | 0), (Sivsagar | 0)",,,0,0,0,0,0,0,,
,Total,0,,,,0,0,0,0,0,0,,
"Human Lives
Lost -
Confirmed",District,Total,Flood Death,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,,Drowning,,,Male,Female,,,,,
,,,,(Non,,,,,,,,,
,,,,Flood),,,,,,,,,
,Golaghat,0,0,0,0,0,0,0,0,0 (Bokakhat | 0),,,
,Karimganj,0,0,0,0,0,0,0,0,"0 (Karimganj | 0), (Patherkandi | 0)",,,
,Sivasagar,0,0,0,0,0,0,0,0,"0 (Demow | 0), (Nazira | 0),
(Sivsagar | 0)",,,
,Dhemaji,0,0,0,0,0,0,0,0,0 (Jonai | 0),,,
,Nagaon,0,0,0,0,0,0,0,0,0 (Kampur | 0),,,
,Charaideo,1,1,0,0,0,1,0,0,1 (Mahmora | 1),,,
,"Kamrup
(M)",0,0,0,0,0,0,0,0,0 (Sonapur | 0),,,
,Total,1,1,0,0,0,1,0,0,,,,
"Human Lives
Lost - Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,Golaghat,0,0,0,0,0,0,0 (Bokakhat | 0),,,,,
,Karimganj,0,0,0,0,0,0,"0 (Karimganj | 0), (Patherkandi | 0)",,,,,
,Sivasagar,0,0,0,0,0,0,"0 (Demow | 0), (Nazira | 0), (Sivsagar | 0)",,,,,
,Dhemaji,0,0,0,0,0,0,0 (Jonai | 0),,,,,
,Nagaon,0,0,0,0,0,0,0 (Kampur | 0),,,,,
,Charaideo,0,0,0,0,0,0,0 (Mahmora | 0),,,,,
,"Kamrup
(M)",0,0,0,0,0,0,0 (Sonapur | 0),,,,,
,Total,0,0,0,0,0,0,,,,,,
"Animals
Affected",District,Total,Big,Small,Poultry,,,,,,,,
,Charaideo,0,0,0,0,,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,,
,Golaghat,0,0,0,0,,,,,,,,
,"Kamrup
(M)",0,0,0,0,,,,,,,,
,Karimganj,12201,4051,8150,0,,,,,,,,
,Nagaon,88,65,23,0,,,,,,,,
,Sivasagar,14062,6543,4363,3156,,,,,,,,
,Total,26351,10659,12536,3156,,,,,,,,
"Animals
Washed
Away",District,Total,Big,Small,Poultry,,,,,,,,
,Charaideo,0,0,0,0,,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,,
,Golaghat,0,0,0,0,,,,,,,,
,"Kamrup
(M)",0,0,0,0,,,,,,,,
,Karimganj,0,0,0,0,,,,,,,,
,Nagaon,0,0,0,0,,,,,,,,
,Sivasagar,0,0,0,0,,,,,,,,
,Total,0,0,0,0,,,,,,,,
"Houses
Damaged",District,Fully,Fully Pukka,Fully Total,,Partially,Partially,Partially Total,,,,,
,,Kuccha,,,,Kuccha,Pukka,,,,,,
,Golaghat,0,0,0,,0,0,0,,,,,
,Karimganj,0,0,0,,0,0,0,,,,,
,Sivasagar,0,0,0,,0,0,0,,,,,
,Dhemaji,0,0,0,,0,0,0,,,,,
,Nagaon,7,0,7,,0,6,6,,,,,
,Charaideo,0,0,0,,0,0,0,,,,,
,"Kamrup
(M)",0,0,0,,0,0,0,,,,,
,Total,7,0,7,,0,6,6,,,,,
"Houses
Damaged
Others",District,Others Huts,,,Others Cattle Shed,,,Others Total,,,,,
,Golaghat,0,,,0,,,0,,,,,
,Karimganj,0,,,0,,,0,,,,,
,Sivasagar,0,,,0,,,0,,,,,
,Dhemaji,0,,,0,,,0,,,,,
,Nagaon,0,,,3,,,3,,,,,
