month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2023_05,BAJALI,Bajali (Pt),146506500.0
2023_05,DHUBRI,Dhubri (Pt),34732800.0
2023_05,DIBRUGARH,Dibrugarh East,178815410.72
2023_05,DIBRUGARH,Tengakhat,73629000.0
2023_05,HAILAKANDI,Hailakandi,34796340.0
2023_05,JORHAT,Jorhat West,37332450.0
2023_05,KARIMGANJ,Badarpur,151823986.0
2023_05,LAKHIMPUR,North Lakhimpur,136364866.0
2023_05,MORIGAON,Marigaon,224409949.0
2023_05,NAGAON,Nagaon,16901912.0
2023_05,NAGAON,Rupahi,54280350.0
2023_05,NALBARI,Barkhetri,106353000.0
2023_05,SIVSAGAR,Amguri,56910870.0
2023_05,SONITPUR,Tezpur,73816991.0
2023_05,SOUTH SALMARA MANCACHAR,South Salmara,31500000.0
2023_05,UDALGURI,Mazbat,25906500.0
