month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2020_10,BAKSA,Sarupeta (Pt),12820548.32
2020_10,BARPETA,Barpeta,44107931.28
2020_10,DHUBRI,Dhubri (Pt),32168755.970000003
2020_10,KAMRUP,Chamaria,21257935.04
2020_10,KAMRUP,Palasbari,0.0
2020_10,KAMRUP METRO,North Guwahati (Pt),24070686.22
2020_10,KARIMGANJ,Karimganj,9374617.28
2020_10,MORIGAON,Marigaon,15915057.83
2020_10,NAGAON,Nagaon,49174620.71
2020_10,SIVSAGAR,Amguri,9849398.0
2020_10,TAMULPUR,Goreswar (Pt),3306435.0
2020_10,TAMULPUR,Tamulpur,6344213.0
