Date,District,Number,Details
2023-06-16,GOALPARA,1,"Lakhipur - Lakhipur Tulsibari Road Pt-II | Takimari Tiniali Bazar to Cholakura Via Borbilla | As per report of PWD road department, Due to incessant rain fall for last 7 days, Lakhipur Tulsibari Road Pt-II (Takimari Tiniali Bazar to Cholakura Via Borbilla) From CH. 100 meter to CH. 115 meter affected length 15 meter eroded from 15.06.2023 to till date. | (Long - 90.298375, Lat - 26.050140, Dept - PWD (Roads))"
2023-06-16,BISWANATH,3,"Halem - Collegeguri road (Boro high school to Collegeguri road) | Mazgaon town part | Road is submerged by rain water due to incessant heavy rain, date- 16/06/2023 | (Long - 93.604388, Lat - 26.879729, Dept - PWD (Roads)),  Tinikunia to kawripathar road | Nalanibari | Road is over topped by flood water of river Brahmajan sporadic erosion in road embankment have been noticed. date-16/06/2023 | (Long - 93.477879, Lat - 26.908309, Dept - PWD (Roads)),  Gohpur - Borigaon to Deonabori Road | Road is over topped by flood water and sporadic erosion from Ch.300.00 m to Ch. 900.00m have been notiched. 16/06/2023 | | (Long - 93.638648, Lat - 26.908756, Dept - PWD (Roads))"
2023-06-16,TAMULPUR,1,"Goreswar - Niz Kachula - Pukhuripar road | Village Niz Kachula | Due to incessant rain and overtopped of L/B panchayat bandh at village Tengajhar Ghotirpam supa the water entered village Niz Kachula and breach occurred on PWD road approx length 10 m. Date of occurrence 16/06/23. PWD Department is undertaking construction of bamboo footbridge for communication. | (Long - 91.692245, Lat - 26.599848, Dept - PWD (Roads))"
2023-06-16,UDALGURI,1,"Harisinga - Attarikhat jungle road | Attarikhat jungle basti | The suklai River has caused an sensations of the road in Attarikhat jungle basti road due to heavy rainfall. On 15.06.2023. APPROXIMATE DAMAGE 70 meters. | (Long - 91.775600, Lat - 26.717500, Dept - PWD (Roads))"
2023-06-17,GOALPARA,3,"Balijana - PANCHARATNA TO KHARMUJA ROAD | PANCHARATNA - KHARMUJA | DAMAGED REPORTED BY PWRD, GOALPARA WEST & JALESWAR TERRITORIAL ROAD DIVISION, LAKHIPUR ON 16/06/2023 VIA WHATSAPP TEXT. The Length is 100 Metre | (Long - 90.482242, Lat - 26.146440, Dept - PWD (Roads)),  KUMRI BAZAR TO DARI DURI BAZAR ROAD (PMGSY PACKAGE NO. AS.-07-305) | KUMRI BAZAR TO DARI DURI BAZAR ROAD | DAMAGED REPORTED BY PWRD, GOALPARA WEST & JALESWAR TERRITORIAL ROAD DIVISION, LAKHIPUR ON 16/06/2023 VIA WHATSAPP TEXT. The Length is 15 Metre. | (Long - 90.539875, Lat - 26.178553, Dept - PWD (Roads)),  Lakhipur - Kharubhaj to Fetengapara via Takimari Tiniali Bazar PMGSY Road. | Near Takimari Bazar | As per report of PWD Road Department, Due to incessant rainfall for last 7 days, Kharubhaj to Fetengapara via Takimari Tiniali Bazar PMGSY Road Package No. AS-07-259 from CH.2350 M to CH. 2360M & from CH. 2420 to CH. 2425 M affected length 15 meter from 15.06.2023 to till date on 17.06.2023. | (Long - 90.299667, Lat - 26.047658, Dept - PWD (Roads))"
2023-06-17,KAMRUP,3,"Palashbari - 1. Jaramukhuria to Khokhapara Road under Palashbari Territorial Road Div. Mirza | 1. Jaramukhuria to Khokhapara | About 30-50 mtrs. Dated. 16/06/2023 | (Long - 25.891405, Lat - 91.428910, Dept - PWD (Roads)),  2. Palashbari-mirza to Chandubi Road under Palashbari Territorial Road Div. Mirza | Palashbari-Mirza-Chandubi | About 30-50 mtrs. Dated. 16/06/2023 | (Long - 25.913121, Lat - 91.469841, Dept - PWD (Roads)),  Rangia - Chepti-Bihdia Road | Moranjana, Rangia, Assam | Due to heavy rain showers from 13/06/2023 to 16/06/2023 the both side approaches to RCC Bridge no 2/1 on Chepti- Bihdia road has been eroded. (Approximately 200 m) | (Long - 91.652126, Lat - 26.415723, Dept - PWD (Roads))"
2023-06-17,TAMULPUR,1,"Tamulpur - Due to heavy rain & flash flood Ananda Bazar to Jamuguri via Borkajuli, Package no : AS -24- 247 have been damaged on 16 June 2023. | Ananda Bazar to Jamuguri via Borkajuli(GARUGHUTU) | | (Long - 91.544316, Lat - 26.664059, Dept - PWD (Roads))"
2023-06-17,DARRANG,1,"Dalgaon - Surface of the road damaged due to raincut at Ch.4100m and Ch.4700m | Rangagarah pathar to Ghiladhari Road | As per report received from PWD(R) due to flood & incessant rainfall the single HP Culvert washed away at Ch.6100m (approx length-15m) and surface of the road damaged due to raincut at Ch.4100m and 4700m on rangagara pathar to ghiladhari road(PMGSY Pkg No.As-16-149). dated 16.06.2023 Immediate restoration is required. | (Long - 26.598606, Lat - 92.315520, Dept - P&RD)"
2023-06-18,CACHAR,7,"Silchar - Badri Bridge Approach Road | Badripar | Badri Bridge Approach Road have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Udharbond - T-01 TO BHOLA PUNJEE | BHOLA PUNJEE | T-01 TO BHOLA PUNJEE AT CH. 500.00M. CH. 700.00M, CH. 4300.00M & CH.4500.00M (PKG. NO. AS-03-164) IN STRETCHES road have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  PAILAPOOL KUMARCHERRA NEC ROAD TO LANKAR PUNJI ROAD | PAILAPOOL KUMARCHERRA | PAILAPOOL KUMARCHERRA NEC ROAD TO LANKAR PUNJI ROAD (PKG. NO. AS-03-110) IN STRETCHES have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  S.K. ROAD TO KULICHERRA | KULICHERRA | S.K. ROAD TO KULICHERRA AT 4TH KM. have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  TIKALPAR ONGC POINT TO BAMDOO TE VIA KUMBHA AND ENDOGRAM | TIKALPAR | TIKALPAR ONGC POINT TO BAMDOO TE VIA KUMBHA AND ENDOGRAM AT CH. 500.00M. CH. 600.00M PKG. NO. AS-03-269 have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  DUMURGHAT GUABARI ROAD | DUMURGHAT GUABARI | DUMURGHAT GUABARI ROAD (EROSIION AT APPROACH TO BR. NO. 4/2) have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  GHUNGOORBOND PAKURPAR ROAD | GHUNGOORBOND PAKURPAR | GHUNGOORBOND PAKURPAR ROAD (EROSIION AT APPROACH TO BR. NO. 2/3) have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-18,DHEMAJI,1,"Jonai - PWRD,Territorial roads NH-515 to Seren Sonowal under SOPD-G. 100 meters damaged from Ch.1200.00M to Ch.1300.00M by Seren River on 16/6/2023. | From Ch.1200.00M to Ch.1300.00M | PWRD,Territorial roads NH-515 to Seren Sonowal under SOPD-G was partially damaged in a length of 100 meters from Ch.1200.00M to Ch.1300.00M by Seren River on 16/6/2023. | (Long - 94.540000, Lat - 27.430000, Dept - PWD (Roads))"
2023-06-18,GOALPARA,1,"Matia - Approach road of Jinari FIS | Harimura | Damaged from Ch. 130m to Ch.270 m on 17/06/2023 as reported by Dudhnoi-Goalpara East Division, Irrigation, Dudhnoi | (Long - 90.653881, Lat - 26.089609, Dept - Irrigation)"
2023-06-18,LAKHIMPUR,2,"Nowboicha - NH-15 to Haripur Balitika | Phukan Doloni | Road from NH-15 at Raj Ali to Haripur Balitika submerged from CH:1650m to CH: 6700m and breached occurred at 3520m, depth of water average 0.60 on 17.06.2023. Report received from PWD (Roads) | (Long - 27.132961, Lat - 94.001938, Dept - PWD (Roads)),  Konwarpur to Raj Ali connecting Road | Konwarpur | Konwarpur to Raj Ali connecting Road water submerged at about 40 mtr, culvert approach damaged on 17.06.2023. Report received from Nowboicha Block Dev. Office | (Long - 27.101067, Lat - 94.124534, Dept - P&RD)"
2023-06-18,NAGAON,2,"Kampur - Road from Garukhunda to Natun Garukhunda (PMGSY Pkg No. AS-19-549) | Garukhunda to Natun Garukhunda | On dated 17.06.2023 Road from Garukhunda to Natun Garukhunda (PMGSY Pkg No. AS-19-549): Affected Length approx. L=500.00m. The road belongs to Raha Territorial Road Sub-Division | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Road from Paschim Kawoimari to Bishnupuri Than | Paschim Kawoimari to Bishnupuri Than | On dated 17.06.2023 Road from Paschim Kawoimari to Bishnupuri Than affected length approx. L=400.00 m under Kampur Revenue Circle. The road belongs to Raha Territorial Road Sub Division. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-18,UDALGURI,1,"Khairabari - MISHAHATKHOLA JALUKBARI ROAD | Sukuliapara (Khoirabari-Goreswar road) | Due to the rise in water of the Mora Suklai River, the water is overtopping the road surface, resulting erosion of the road embankment and road surface of length about 0.5KM (approx.), on 18.06.2023. | (Long - 91.786862, Lat - 26.569380, Dept - PWD (Roads))"
2023-06-18,TAMULPUR,6,"Goreswar - Goreswar Khoirabari Road | Village Rangmahal | As per report received from the AEE PWD Goreswar Rural road subdivision, at village Rangmahal road embankment with hardcrust got eroded approx length 4km dated 17/06/23. | (Long - 91.747726, Lat - 26.548997, Dept - PWD (Roads)),  Tamulpur - T01 to Hortola(Patkijuli paharpur Road) | Paharpur | Due to flash flood, roads from T01 to Hortola (Patkijuli paharpur Road) Package no. AS-24-189(Culvert No 3/1, 4/1 got damaged on 17 June 2023 | (Long - 91.466044, Lat - 26.783279, Dept - PWD (Roads)),  Suhagpur Banguri road | Ulubari | Due to flash flood and heavy rainfall, roads from Suhagpur Banguri Road(Package no AS-24-103)RCC BR No. 3/1 Approcha road got damaged on 17 June 2023 | (Long - 91.577636, Lat - 26.250126, Dept - PWD (Roads)),  Ikrabil Chowk to dr. Ambedkar Road | Ikrabil Nagrijuli | Due to flash flood and heavy rainfall, road got damaged from Ikrabil Chowk to dr. Ambedkar road on 17 June 2023 | (Long - 91.655479, Lat - 26.739820, Dept - PWD (Roads)),  HPC (4TW ROW) at Hastinapur via on UT Road to Bogamati SSB Camp road | Hastinapur Nagrijuli | Due to flash flood and heavy rainfall HPC (4TW ROW) at Hastinapur via on UT Road to Bogamati SSB Camp road got damaged on 17 June 2023 | (Long - 91.679061, Lat - 26.766582, Dept - PWD (Roads)),  Sapatal Hahkata Road | Sapatal | Due to heavy Rain and Flash flood Sapatal Hahkata Road (Package no AS-24-102 ) got damaged on 17 June 2023 | (Long - 91.517350, Lat - 26.583612, Dept - PWD (Roads))"
2023-06-19,GOLAGHAT,1,"Dergaon - Bahguri (Taiung) village to Lemchapori amguri village connecting road | Bahguri village | The said road got affected due to heavy rain on 18/06/2023. | (Long - 93.949213, Lat - 26.750597, Dept - PWD (Roads))"
2023-06-19,BAKSA,1,"Barama - Barama Dhamdhama Road breached at village Alagjar Deulguri chowk on 19/06/23. Latitude: 26:52699 Longitude: 91.377545 | village Alagjar Deulguri chowk | | (Long - 91.377545, Lat - 26.526990, Dept - PWD (Roads))"
2023-06-19,CHIRANG,2,"Bijni - No 1 Dongagaon Chowk to No 1 Dongagaon | Dongagaon | As reported by PWD(R&B) Sub Division, Bijni, No 1 Dongagaon Chowk to No 1 Dongagaon road damaged at Dongagaon on 19- 06-2023. Length=6 metres, Breadth=6 Metres, Depth=2.5 metres. Latitude=26.532162 Longitude=90.702277 | (Long - 90.702277, Lat - 26.532162, Dept - PWD (Roads)),  Road from Lahatipara to Lawgaon PWD Road. | Lahatipara | As reported by PWD(R&B) Sub Division, Bijni, Lahatipara to Lawgaon PWD road damaged at Lahatipara on 19-06-2023. Length=6.09 metres, Breadth=2.13 metres, Depth=1.50 metres. Latitude=26.554958 Longitude=90.726369 | (Long - 90.726369, Lat - 26.554958, Dept - PWD (Roads))"
2023-06-19,DARRANG,4,"Patharighat - KD Road to Dalibari link road under Turai GP. | Taragaon. | As reported by BDO, Sipajhar Damaged caused due to breach of road on 19.6.2023 , around 6 mt. (approx.) damaged. | (Long - 91.857736, Lat - 26.436261, Dept - P&RD),  Hirapara to Samala PWD Road | Hirapara | As reported by JE, PWD road submerged at length L= 1.50 km, height H= 0.30 mt.(Dated 19-06-2023) | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Dalgaon - No.3 Madhabgohain to Chikonmata Bagicha Road | No.3 Madhabgohain to Chikonmata Bagicha Road | As per report received from PWD(R),No.3 Madhabgohain to Chikonmata Bagicha PMGSY Road shoulder and surface has been damaged from Ch.3650M to 4020M on 18-06-2023 | (Long - 92.211559, Lat - 26.626549, Dept - P&RD),  Sipajhar - Bhuktabari Sonapur Road (NH 15 to Basachuba) | Bhuktabari to sonapur | submerged and flows water over road at 9 and 10 km ( As reported by Achyut Nath, JE) Dated 19-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-19,GOALPARA,4,"Lakhipur - Lakhipur Jaleswar Road | Near Jaleswar | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Lakhipur Jaleswar Road submerged at 2nd KM & bridge approach eroded of RCC Br. No. 1/2 at Jaleswar side and length affected 500 M approx. and 20 M eroded at bridge approach and submerged depth 45 CM from 17.06.2023 to till date i.e 19.06.2023 | (Long - 90.292670, Lat - 26.034283, Dept - PWD (Roads)),  Jaldoba JC Road | Near Bashmura | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Jaldoba JC road at CH. from 1215 M to CH 1225 M and affected length 10 M eroded from 17.06.2023 to till date i.e 19.06.2023 | (Long - 90.223514, Lat - 26.041360, Dept - PWD (Roads)),  Lakhipur Tulsibari Road | Near Tulsibari | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Lakhipur Tulsibari Road Bridge Approach Eroded of SPT Br. No. 2/1 at Tulsibari Side and Hyacinth obstructed the flow of water and affected length 15 M from 17.06.2023 to till date i.e 19.06.2023 | (Long - 90.300643, Lat - 26.047104, Dept - PWD (Roads)),  Matia - Approach road of Islampur point under Matia LIS | Pachim Matia | Approach road of Islampur point under Matia LIS Total length damaged = 100 m (approx.) on 19/06/2023 as reported by Dudhnoi-Goalpara East Division, Irrigation, Dudhnoi | (Long - 90.758748, Lat - 26.072175, Dept - Irrigation)"
2023-06-19,NALBARI,4,"Banekuchi - Today on 19/06/2023 at 6AM Makrapar to Barpit road submerged near Mora Pagladia river report from Gaon Pradhan of Sandheli | Makrapar | | (Long - 91.303119, Lat - 26.436637, Dept - P&RD),  Today on 19/06/2023 at 7am Haribhanga to Barpit PWD road submerged near Nilakantha Siva Mandir report from Gaon Pradhan | Barpit (Sandheli) | | (Long - 0.000000, Lat - 0.000000, Dept - P&RD),  On 18/06/2023 at 8 am Bali to Makrapar near Morapagladia River the agree road submerged report from Gaon Pradhan | Makrapar(Sandheli ) | | (Long - 0.000000, Lat - 0.000000, Dept - P&RD),  Tihu - PWD ROAD SARTHEBARI TO JALA VIA JALKHANA (TALUKDAR SUPA,NIZKHANA) | NIZKHANA | ROAD IS SUBMERGED APPROX 40 MTS(APPROX) , REPORTED BY GPS, DATE : 19/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-19,NAGAON,1,"Raha - Road from Salmara to Balijuri,PMGSY-2 Package | Salmara | Total Submerged Area - 20 Metres Date of Occurance -18/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-19,LAKHIMPUR,2,"Subansiri - Jalbhari to Gobindagaon | As reported by Dhakuakhana Territorial Road Division, Ghilamara, road embankment is eroded at 9th KM on Jalbhari to Gobindagaon Road (L= 120M) on 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Jalbhari to Bolahi Road | As reported by Dhakuakhana Territorial Road Division, Ghilamara road embankment is erodedat 9th KM on Jalbhari to Bolahi Road ( L=100M) on 19/06/2022 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-19,KOKRAJHAR,9,"Dotma - 1. Chithilaghope Village road | 1. Chithilaghope Village Dated - 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  village road at Ward No. 08 | Ward No. 08 naer Fakirbaba Than under Fakiragram MB. Dated 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Athiabari village PWD road | Athiabari village | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Dotma Bazar link road | Dotma Bazar dated- 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Teteliguri Village road | Teteliguri Villag dated - 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  (Kokrajhar) At District - PHUTKIBARI TO KOKRAJHAR ROAD | PHUTKIBARI TO KOKRAJHAR ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 1950.00M ON PHUTKIBARI TO KOKRAJHAR ROAD ERRODED | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  NAYEKGAON TO ANJULIPARA ROAD | NAYEKGAON TO ANJULIPARA ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 1800.00M ON NAYEKGAON TO ANJULIPARA ROAD DAMAGED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  RAMFALBIL ATHIABARI ROAD | RAMFALBIL ATHIABARI ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 5300.00M ON RAMFALBIL ATHIABARI ROAD DAMAGED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  KOKRAJHAR RAMFALBIL ROAD | KOKRAJHAR RAMFALBIL ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 2900.00M ON KOKRAJHAR RAMFALBIL ROAD ERRODED | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-19,KAMRUP,1,"North Ghy - Tilling Gaon Road | Vill - Tilling Gaon | Due to continuous rainfall, slump down of Tilling Gaon road has taken place today i.e 19.06.2023 near the river Brahmaputra. Restoration work is being taken up by WR Guwahati East Division | (Long - 91.711330, Lat - 26.183321, Dept - Water Resource Deptt.)"
2023-06-19,DHEMAJI,2,"Dhemaji - Baparam Dutta Road(Machkhowa Chariali to Laipulia River Road) | Machkhowa Chariali to Laipulia River Road | Due to continuous heavy rainfall, hard crush of the road are affected and potholes occurred at Baparam Dutta Road between Ch. 150.00m to Ch.300.00m (Length- 150.00m) on 17/06/2023 | (Long - 94.555651, Lat - 27.337156, Dept - PWD (Roads)),  Seujiapathar-Yedot gaon via Latachur PWD road | Seujiapathar-Yedot gaon via Latachur PWD road | Yesterday on 18/06/2023, Due to continuous heavy rainfall, Erosion of the shoulder of road occur at Seujiapathar, yedot gaon via Latachur at Ch.250.00m.(Length-15.00m)) | (Long - 94.565936, Lat - 27.336726, Dept - PWD (Roads))"
2023-06-20,TAMULPUR,1,"Tamulpur - Anandabazar to Jamuguri via Borkajuli Road | Village - Garughutu | As per report received from PWDRR on 16-06-2023 due to heavy rain flood damaged and submerge Anandabazar to Jamuguri via Borkajuli Road | (Long - 91.544316, Lat - 26.664059, Dept - PWD (Roads))"
2023-06-20,NALBARI,2,"Banekuchi - On 20/06/2023 at 5 AM Makrapar chowk via Barbara to Sahpur PWD Road submerged report from Gaon Pradhan of Sandheli | Pachim Sanora & Pub Sanora | | (Long - 91.387450, Lat - 26.457048, Dept - PWD (Roads)),  On 20/06/2023 at 4 AM Makrapar chowk via Majkuchi to Kaithalkuchi PWD road submerged report from Gaon Pradhan of Kaithalkuchi | Majkuchi -Bhagabatipara (Kaithalkuchi) | | (Long - 91.323300, Lat - 26.439716, Dept - PWD (Roads))"
