Date,District,Number,Details
2023-06-11,BISWANATH,1,"Gohpur - Singarajan to Sutardoloni Kutcha Road breached for about 20 ft dated 11/06/2023 | Kolmouguri Missing Village | | (Long - 26.929787, Lat - 93.692991, Dept - P&RD)"
2023-06-12,BISWANATH,6,"Gohpur - Road from Borigaon to Deonabori. (A construction ongoing Road under MMPPNA-2022-23) | Under Ghagra GP on 11/06/23 | Road is overtopped by fresh flood from Ch.200.00 m to 900.00m and in three locations i.e. at Ch.250.00 m, at Ch. 500.00 m and at Ch. about 850.00 m extensive erosion have been noticed | (Long - 93.628575, Lat - 26.906926, Dept - PWD (Roads)),  NH 15 to Gohpur Rly Station Road ( 1st Km from NH 15) | Under Gohpur Town on 11/06/23 | Road is overtopped by fresh flood for a length of about 250.00 m.( Ch. From 250.00 m to 500.00m). | (Long - 93.613828, Lat - 26.882800, Dept - PWD (Roads)),  Mornoiguri (Kalmouguri) PWD to Singarajan Road (at Ch 0.00 m to 1200.00m) | Under Kalabari GP on 11/06/23 | Flood water overtopped | (Long - 93.733003, Lat - 26.909405, Dept - PWD (Roads)),  Mornoiguri Kalmouguri Road (SOPD) ( Ch 0.00 m to 920.00m) | Under Kalabari GP | Box Culvert at Ch.550.00 has been settle down resulting crake on slab on 11/06/23 | (Long - 93.732312, Lat - 26.914872, Dept - PWD (Roads)),  Mornoiguri Kalmouguri PWD Road (PMGSY) RCC Br. No.3/1 (at Ch 2.60 Km) | Under Kalabari GP | Approach of RCC Br. has been eroded badly due to fresh flood water of Sessa on 11/06/23 River | (Long - 93.734978, Lat - 26.915655, Dept - PWD (Roads)),  NEC to Uttar Sonapur Road | Under Kalabari GP | RCC Bridge 2/1- approach of eastern end has been damaged by river water of river solengi on 11/06/23 | (Long - 93.644452, Lat - 26.932008, Dept - PWD (Roads))"
2023-06-12,DARRANG,1,"Mangaldoi - Approach road Noanadi Kachia Bund FIS | Village Choto Athiabari | Due to rise of water level the approach road got inundated upto a length of Approximate. 50m. Dated 11/06/2023. | (Long - 91.990500, Lat - 26.438033, Dept - Irrigation)"
2023-06-13,LAKHIMPUR,1,"Narayanpur - Balikuchi Bishnupur Road at Ch 350.00m | Balikuchi | E/W of side slopes being washed of Balikuchi Bishnupur Road at Ch 350.00m as reported by PWD roads on 13/06/2023. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-14,DHEMAJI,2,"Dhemaji - PWD Deptt. Road from Jiadhal chariali to Jiadhal college road | Road from Jiadhal chariali to Jiadhal college road | Today on 14/06/2023, Road Submergence occurred on Road from Jiadhal Chariali to Jiadhal Collage (Length-45m) | (Long - 94.512166, Lat - 2.438776, Dept - PWD (Roads)),  NH-15 Road near Jiadhal Chariali | NH-15 Road near Jiadhal Chariali (Bhajugaon) | Today on 14/06/2023, Road submergence occurred at KM-404 of NH-15( Ch.403.500 to km 403.700) total length 200m. | (Long - 94.506993, Lat - 27.433456, Dept - PWD (NH Roads))"
2023-06-14,DIMA HASAO,2,"Haflong - NH-24 | Near Rekho Village | Date:14-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  Tlhanghoi Market Road (Kutcha Road) | In Between Tlhanghoi and Harangajao | Date:14-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-14,LAKHIMPUR,2,"Nowboicha - Dolohat to Laluk Kachajuli PWD Road | Dighpukhuri | Erosion and over topped occurred at Dolohat Tiniali to Laluk Kachajuli PWD Road at CH:2100 M to 2700 M on 14.06.2023. Report received from PWD (Roads) | (Long - 27.177800, Lat - 93.983400, Dept - PWD (Roads)),  NH-15 to Mohghuli Barchala Road | Solmoria | Road from NH-15 to Mohghuli Borchala road is Submerged from Ch. 1600m to Ch. 3050.00m on 14.06.2023. Report received from PWD (Roads) | (Long - 27.150300, Lat - 94.003100, Dept - PWD (Roads))"
2023-06-15,LAKHIMPUR,4,"Subansiri - Champora to Keseruguri road | Champora to Keseruguri Road at 1st KM. | Road embankment is erroded on left bank Champora to Keseruguri Road at 1st KM (L= 60M) as per report submitted by PWD roads, Dhakuakhana Divn on 15/06/2023. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Sonari Chapori to Sapekhati Road | Sonari Chapori to Sapekhati Road at 2nd KM. | Road embankment is eroded on Sonari Chapori to Sapekhati Road at 2nd KM ( L= 150M) as per report submitted by PWD roads, Dhakuakhana Divn on 15/06/2023. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Nowboicha - NH-15 to Mahghuli Borchala Road | 1 No. Solmoria | water submerged from Ch 1600 mm to Ch 4500 mm reported by PWD roads , Nowboichha on 15/06/2023. | (Long - 27.149188, Lat - 94.003676, Dept - PWD (Roads)),  Pandhowa to Mohghuli Road under PMGHY | Pandhowa | Road embankment and soldier erosion and flood water overtopping from Ch. 1290 mm to Ch 1800 mm as reported by PWD roads, Nowboicha on 15/06/2023. | (Long - 27.083436, Lat - 94.035292, Dept - PWD (Roads))"
2023-06-16,NALBARI,3,"Banekuchi - Nakerbari-Kaithalkuchi link Agree road breached 5mtr. Approx and submerged on 16/06/2023. reported by Gaon Pradhan at 8 AM. | Nakerbari | | (Long - 91.387450, Lat - 26.457048, Dept - P&RD),  Tihu - PWD road(Haribhanga- Bali-Kaithalkuchi), | Bali | Length: 70 fts, submerged and eroded on 16/06/2023 reported by GP, | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)), ROAD OF WARD NO 7,TIHU TOWN | Tihu Town | Length: 400 mts, road is near Tihu river and eroded by accessive raining.Date:16/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - Municipal Road)"
2023-06-16,LAKHIMPUR,3,"Subansiri - Bangkleng to Konwarbari Road | Bangkleng to Konwarbari road is eroded at 1st KM (Ch. 350 to 470 M) (L= 120M) as per report submitted by Dhakuakhana PWD Territorial Road Division on 15/06/2023. | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Narayanpur - Dhalpur Khalihamari road | Khalihamari | On 16/6/2023 due to over flow of pichala river dhalpur Khalihamari road eroded upto length of 10 m width 4 m and depth 1.4 m as per report from pwd roads | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Bihpuria - Garmur Block to Tunijan road (under PMGSY Package No. AS-15-194) | 1) Ch. 650.00m to Ch. 750.00m 2) Ch. 1455.00m to Ch. 1700.00m | Road embankment and shoulder erosion due to impact of flood water of Gabharu river as reported by AEE, PWRD, Naoboicha Territorial Road SD on 16th June 2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
