object-id,district,rc-area,timeperiod,total-tender-awarded-value,erosion-tenders-awarded-value,sdrf-sanctions-awarded-value,sdrf-tenders-awarded-value,restoration-measures-tenders-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,population-affected-total,crop-area,male-camp,female-camp,children-camp,human-live-lost,human-live-lost-children,human-live-lost-female,human-live-lost-male,embankments-affected,roads,bridge,embankment-breached,max-rain,mean-rain,sum-rain,mean-ndvi,mean-ndbi,count,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,riverlevel-mean,riverlevel-min,riverlevel-max,relief-camps,relief-centers,relief-inmates,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,water,trees,flooded-vegetation,crops,built-area,bare-ground,clouds,rangeland,schools-count,health-centres-count,rail-length,rail-count,road-length,mean-cn,elevation-mean,slope-mean,revenue-ci,dtname,net-sown-area-in-hac,avg-electricity,rc-piped-hhds-pct,rc-nosanitation-hhds-pct,total-hhd,distance-from-river,drainage-density,exposure,flood-hazard,flood-hazard-float,government-response,financial-year,vulnerability,efficiency,total-tender-awarded-value-fy-cumsum,sdrf-sanctions-awarded-value-fy-cumsum,sdrf-tenders-awarded-value-fy-cumsum,preparedness-measures-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score,total-infrastructure-damage,total-female-population
18-758-00257,SOUTH SALMARA MANCACHAR,249,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.25,54.86,0.31,-0.03,4437,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.95,21632,53810,355352,11.79,4.39,0.01,53.27,18.7,7.4,0.0,4.45,568,34,0,0,45164,99.25,26,80,Mankachar,SOUTH SALMARA MANCACHAR,8639.65,10.4,6.53,24.68,152459,1193.34,0.0,4,5,1.82,5,2021-2022,4,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.89,5,0,337.26
18-756-00249,BISWANATH,1042,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.14,136.12,0.33,0.03,18759,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,20388,36695,394178,7.38,22.18,0.2,41.15,14.43,8.21,0.0,6.45,605,38,38820,10,269209,92.37,92,82,Biswanath,BISWANATH,22775.07,9.4,2.96,14.83,96019,1611.35,0.0,3,4,0.86,5,2021-2022,5,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4,0,366.24
18-303-00121,BARPETA,513,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.16,72.02,0.19,0.02,9168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.94,18014,38220,326873,24.97,0.19,0.0,27.61,15.44,20.63,0.0,11.15,611,43,0,0,40648,123.01,37,70,Baghbor,BARPETA,14991.58,3.9,0.13,17.13,76764,458.19,0.0,3,4,0.83,5,2021-2022,5,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.75,4,0,306.97
18-320-00206,CHIRANG,229,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.17,35.95,0.41,-0.01,4104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.95,5346,10921,116415,1.61,13.57,0.04,51.76,29.02,1.23,0.0,2.78,256,18,11019,3,184950,77.31,67,85,Sidli (Pt),CHIRANG,5331.33,9.3,2.62,12.65,31877,1084.83,0.0,1,5,0.98,5,2021-2022,4,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.74,4,0,110.49
18-316-00185,CACHAR,838,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.17,126.49,0.37,0.01,14832,0.0,0.0,0.0,10.18,7.41,12.98,0,0,0,0.94,41662,74327,737687,5.58,41.49,0.42,33.31,15.28,0.08,0.0,3.85,1064,71,42280,18,394329,79.71,68,87,Silchar,CACHAR,20596.63,10.1,8.53,10.35,182028,3479.87,0.0,5,4,0.81,5,2021-2022,3,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.73,4,0,692.77
18-300-00103,KOKRAJHAR,304,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.18,50.0,0.38,0.01,5460,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.94,7303,14717,199774,2.0,4.22,0.0,66.32,23.69,1.73,0.0,2.04,475,28,27800,8,155277,77.81,53,83,Dotoma,KOKRAJHAR,18388.48,9.2,1.87,20.09,39760,853.55,0.0,1,5,1.21,5,2021-2022,3,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.72,4,0,187.61
18-300-00101,KOKRAJHAR,1069,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.17,166.25,0.37,0.0,19191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.94,17667,34583,327338,1.56,38.89,0.0,41.07,11.82,2.09,0.0,4.56,759,49,25232,9,197887,76.37,79,84,Gossaigaon (Pt),KOKRAJHAR,32583.05,6.1,0.95,20.16,62460,1718.77,0.0,2,4,0.77,5,2021-2022,5,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.71,4,0,307.41
18-300-00104,KOKRAJHAR,990,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.19,173.33,0.43,-0.03,17788,0.0,0.0,0.0,40.36,40.32,40.49,0,0,0,0.94,18005,38421,338657,1.02,42.6,0.02,36.57,13.46,2.05,0.0,4.28,717,32,34409,6,271905,75.62,106,86,Kokrajhar (Pt),KOKRAJHAR,21680.64,9.4,3.41,22.59,69360,1570.42,0.0,2,4,0.78,5,2021-2022,5,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.71,4,0,318.04
18-302-00117,GOALPARA,478,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,77.73,0.32,0.07,8552,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.94,16465,39854,306146,6.03,21.1,0.0,44.84,18.94,4.26,0.0,4.83,550,36,19406,9,292277,90.63,48,84,Matia,GOALPARA,34621.5,8.3,2.41,13.32,69104,1188.42,0.0,2,4,0.79,5,2021-2022,4,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4,0,287.51
18-308-00151,DHEMAJI,746,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.17,114.16,0.29,0.04,13506,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,12281,24938,269039,4.34,5.8,0.29,63.98,16.01,5.29,0.0,4.28,739,27,50940,50,177743,83.33,108,82,Sissibargaon,DHEMAJI,36596.08,8.5,2.25,19.15,68758,1954.57,0.0,2,4,0.77,5,2021-2022,4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4,0,249.97
18-319-00200,BONGAIGAON,348,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.17,53.59,0.38,-0.04,6226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.95,18273,37293,325032,6.68,10.33,0.0,44.16,31.24,4.37,0.0,3.21,635,35,17507,11,197367,86.45,44,86,Srijangram,BONGAIGAON,17523.56,7.9,2.36,22.31,60021,1931.7,0.0,2,4,0.79,5,2021-2022,4,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4,0,308.49
18-306-00140,SONITPUR,668,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.16,99.67,0.28,0.05,12013,0.0,0.0,0.0,75.16,74.92,75.99,0,0,0,0.93,11720,21098,237397,8.41,8.39,0.3,51.22,14.77,9.62,0.0,7.31,470,34,21822,5,158682,95.82,77,82,Na-Duar,SONITPUR,17921.94,8.7,7.39,12.7,52674,2136.91,0.0,2,4,0.85,5,2021-2022,4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4,0,220.57
18-321-00213,KAMRUP,177,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.17,26.88,0.2,0.01,3160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,6889,10504,189061,17.69,0.26,0.0,44.05,19.3,11.45,0.0,7.26,305,10,0,0,68907,123.46,42,77,Goroimari,KAMRUP,10777.7,8.8,4.72,18.32,47884,1492.1,0.0,2,4,0.93,5,2021-2022,4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4,0,175.66
18-310-00159,DIBRUGARH,393,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,57.02,0.2,0.05,7103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.94,12937,20278,244858,11.47,16.92,0.03,26.86,14.31,23.85,0.0,6.55,327,8,21282,9,157076,112.24,107,74,Dibrugarh East,DIBRUGARH,12783.38,11.3,4.84,9.61,85535,5456.2,0.0,2,4,0.81,5,2021-2022,4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4,0,229.95
18-321-00216,KAMRUP,514,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.19,87.68,0.42,0.04,9190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,2480,3834,96504,0.48,61.05,0.0,24.56,10.92,0.01,0.0,2.98,278,28,17698,5,230960,76.32,201,88,Boko,KAMRUP,12355.89,9.2,3.76,18.37,29273,5709.96,0.0,1,5,1.12,5,2021-2022,2,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.69,4,0,89.67
18-301-00110,DHUBRI,221,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,35.46,0.32,-0.06,3955,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,4202,9834,178004,7.33,5.52,0.0,54.3,21.07,8.74,0.0,3.05,430,29,51941,13,66335,96.83,32,82,Agamoni,DHUBRI,5347.92,6.0,0.73,11.85,57941,2546.62,0.0,2,5,1.14,5,2021-2022,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,4,0,165.39
18-303-00120,BARPETA,232,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.16,34.86,0.27,-0.05,4170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.94,8641,18197,217247,20.21,0.62,0.01,29.34,28.87,14.27,0.0,6.69,468,28,0,0,81102,112.86,37,76,Kalgachia,BARPETA,6118.96,5.9,0.56,17.39,37835,636.44,0.0,2,4,0.92,5,2021-2022,3,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4,0,204.02
18-317-00189,KARIMGANJ,178,2021_04,145026209.0,0.0,0.0,0.0,0.0,145026209.0,0.0,145026209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.18,28.65,0.36,0.03,3161,0.0,0.0,0.0,11.06,10.86,11.6,0,0,0,0.95,18126,37311,330191,4.32,21.73,0.0,48.92,24.49,0.0,0.0,0.55,550,14,26535,13,147537,78.73,19,85,Karimganj,KARIMGANJ,19088.92,12.7,12.7,10.86,100145,1479.78,0.0,3,5,1.16,1,2021-2022,1,1.0,145026209.0,0.0,0.0,0.0,145026209.0,0.0,0.66,4,0,313.38
18-309-00154,TINSUKIA,851,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.14,109.58,0.31,0.02,15456,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,7629,14208,105351,7.99,19.59,0.0,29.04,9.11,14.82,0.0,19.45,271,8,0,0,197586,99.97,135,81,Sadiya,TINSUKIA,12329.86,4.5,0.27,38.69,21973,1151.84,0.0,1,4,0.83,5,2021-2022,4,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4,0,97.89
18-308-00153,DHEMAJI,324,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.16,47.44,0.37,-0.0,5857,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,5053,10199,103708,2.24,4.36,0.14,70.76,18.67,0.68,0.0,3.14,415,19,15309,6,113932,80.16,100,83,Gogamukh,DHEMAJI,28884.14,8.3,3.79,13.45,37048,3189.55,0.0,1,4,0.69,5,2021-2022,4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4,0,96.36
18-308-00152,DHEMAJI,853,2021_04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.16,124.85,0.26,0.01,15466,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.93,7198,14378,169707,7.48,9.85,1.04,39.18,9.22,21.59,0.0,11.64,512,6,34432,15,158301,99.94,118,78,Jonai,DHEMAJI,10581.57,7.4,1.24,32.28,47346,2923.84,0.0,1,4,0.76,5,2021-2022,4,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.66,4,0,157.68
