month,DISTRICT_FINALISED,REVENUE_CIRCLE_FINALISED,Awarded Value
2021_09,BAJALI,Sarupeta (Pt),29018567.0
2021_09,BAKSA,Baksa,21773265.0
2021_09,BISWANATH,Gohpur,19851602.0
2021_09,DARRANG,Mangaldoi (Pt),12496117.49
2021_09,DIBRUGARH,Chabua,30469083.83
2021_09,DIBRUGARH,Dibrugarh East,71911403.54
2021_09,DIBRUGARH,Tingkhong,38221550.11
2021_09,KAMRUP METRO,Guwahati,13499158.48
2021_09,KOKRAJHAR,Kokrajhar (Pt),30376839.810000002
2021_09,LAKHIMPUR,Kadam,22498688.06
2021_09,MAJULI,Majuli,59011791.81
2021_09,TAMULPUR,Tamulpur,35037970.0
